YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M
2021,8,2,96.08,1.94,3.23,1.27,1.97,214.44,3.17,4.55,1.45,3.11,227.75,6.83,7.87,0.88
2021,8,3,96.27,1.7,2.48,0.67,1.8,109.56,2.66,4.15,0.94,3.21,110.75,5.15,7.44,0.84
2021,8,4,96.27,2.25,3.58,0.45,3.12,79.88,3.21,4.58,0.62,3.95,79.5,7.15,7.52,1.15
2021,8,5,96.4,1.27,2.19,0.34,1.85,255.38,2.16,4.31,0.66,3.66,269.12,6.21,7.34,0.56
2021,8,6,96.47,2.38,3.22,1.56,1.65,194.44,3.91,5.58,2.12,3.46,196.0,6.53,7.44,1.09
2021,8,7,96.22,1.3,1.82,0.21,1.61,149.88,1.99,3.49,0.16,3.34,147.25,3.21,7.12,0.65
2021,8,8,96.24,1.26,2.01,0.38,1.62,193.25,1.98,4.2,0.14,4.06,195.06,5.94,7.03,0.6
2021,8,9,96.37,2.0,3.25,0.34,2.91,214.5,3.49,6.2,0.7,5.52,217.88,6.04,6.98,0.9
2021,8,10,96.36,1.81,2.62,1.26,1.36,221.12,3.27,4.17,1.89,2.28,225.38,5.12,6.81,0.82
2021,8,11,96.26,2.04,3.77,1.42,2.35,244.81,3.38,4.86,1.97,2.89,247.06,5.05,6.98,0.98
2021,8,12,96.22,1.93,3.05,1.45,1.59,249.62,3.49,4.27,2.21,2.05,252.75,6.7,6.98,0.83
2021,8,13,96.31,1.51,2.12,0.91,1.2,240.56,2.55,3.34,1.34,1.99,242.25,4.14,7.06,0.66
2021,8,14,96.38,1.22,2.01,0.3,1.71,211.94,2.17,3.51,0.66,2.85,213.12,4.44,6.77,0.56
2021,8,15,96.54,1.98,2.73,1.07,1.67,64.69,3.09,3.73,2.55,1.18,66.44,2.48,6.53,0.97
2021,8,16,96.36,2.63,4.02,1.29,2.73,146.94,4.31,5.51,2.71,2.79,148.94,3.49,6.73,1.25
2021,8,17,96.42,2.42,3.73,1.31,2.41,161.94,4.19,5.22,2.61,2.61,163.38,3.84,6.77,1.12
2021,8,18,96.17,3.93,6.45,1.91,4.53,190.62,6.52,9.35,4.62,4.74,193.69,4.57,6.74,1.8
2021,8,19,96.15,1.97,2.78,1.35,1.43,300.19,3.35,4.2,2.58,1.62,300.12,5.05,6.76,0.91
2021,8,20,95.83,2.02,3.77,0.96,2.8,196.25,3.17,5.16,2.23,2.93,195.38,4.36,6.61,0.97
2021,8,21,95.73,1.23,1.8,0.57,1.23,157.19,1.95,3.79,0.83,2.96,155.81,6.48,6.84,0.55
2021,8,22,95.73,1.34,2.34,0.14,2.2,140.88,2.1,3.96,0.2,3.77,153.75,5.3,6.71,0.64
2021,8,23,95.79,2.44,3.28,1.77,1.51,311.62,4.37,4.8,3.76,1.05,312.06,6.23,6.67,1.05
2021,8,24,96.12,1.53,2.59,0.1,2.49,240.06,2.68,4.88,0.16,4.7,265.94,6.73,6.74,0.7
2021,8,25,96.39,1.55,1.98,0.37,1.61,223.0,2.5,3.66,0.33,3.33,241.62,6.16,6.61,0.71
2021,8,26,96.43,1.38,1.98,0.41,1.58,228.56,2.24,3.3,0.75,2.55,230.75,5.75,6.42,0.63
2021,8,27,96.37,1.41,1.86,1.12,0.73,237.25,2.46,3.18,1.66,1.52,235.44,5.89,6.46,0.61
2021,8,28,96.58,1.5,1.91,0.86,1.05,195.56,2.66,4.23,0.67,3.56,210.62,6.05,6.51,0.67
2021,8,29,96.46,1.01,1.65,0.2,1.45,169.62,1.9,3.84,0.37,3.47,184.12,3.97,6.44,0.45
2021,8,30,95.85,1.63,2.35,0.88,1.47,273.19,3.07,3.92,1.32,2.6,275.44,5.09,6.48,0.68
2021,8,31,95.52,1.11,1.65,0.18,1.46,194.0,2.36,4.28,0.42,3.86,198.75,2.78,6.01,0.46
2021,9,1,94.88,3.55,5.58,1.44,4.14,205.56,5.68,8.6,3.57,5.03,208.62,1.7,6.36,1.67
2021,9,2,95.86,3.34,4.69,2.18,2.51,298.19,5.64,7.77,4.09,3.68,284.12,7.1,7.07,1.51
2021,9,3,96.25,1.84,2.41,1.2,1.2,144.62,3.28,5.73,1.61,4.12,172.94,6.87,6.85,0.8
2021,9,4,96.03,1.66,2.26,0.41,1.86,203.75,2.82,5.16,0.53,4.62,207.44,6.25,6.61,0.82
2021,9,5,95.57,2.27,3.67,1.4,2.27,239.25,4.22,5.26,2.75,2.51,241.75,2.21,5.73,0.98
2021,9,6,95.75,2.31,3.41,1.72,1.69,302.38,4.08,5.03,3.19,1.84,302.44,6.36,6.57,0.97
2021,9,7,95.91,2.34,2.91,2.01,0.91,228.12,4.47,6.1,2.71,3.39,230.12,6.37,6.47,0.98
2021,9,8,95.45,2.45,3.66,1.03,2.62,226.0,4.5,5.95,2.36,3.58,228.5,5.63,6.24,1.09
2021,9,9,95.48,2.2,3.22,1.34,1.88,325.44,4.0,6.11,2.87,3.24,325.94,3.78,6.23,0.95
2021,9,10,96.12,2.66,4.59,1.62,2.98,328.0,4.29,6.66,2.33,4.33,327.88,5.75,6.35,1.21
2021,9,11,96.54,2.06,2.91,0.92,1.98,240.75,3.48,5.45,1.23,4.22,243.0,5.62,6.14,0.99
2021,9,12,96.49,2.62,3.85,2.09,1.77,250.31,5.01,6.1,3.38,2.73,252.69,5.0,5.13,1.04
2021,9,13,96.38,1.75,2.7,0.72,1.99,297.94,3.12,5.19,1.16,4.02,296.81,5.0,5.04,0.73
2021,9,14,96.13,1.98,2.72,0.5,2.21,230.56,3.87,6.21,0.62,5.59,233.5,4.79,5.09,0.8
2021,9,15,95.95,2.25,3.68,0.91,2.77,215.19,3.98,5.94,1.65,4.29,218.31,5.38,5.76,0.99
2021,9,16,96.39,1.93,2.84,0.8,2.04,66.94,3.26,4.39,1.86,2.53,68.44,3.37,5.37,0.91
2021,9,17,96.52,1.55,2.17,0.29,1.88,66.38,2.52,3.41,0.39,3.02,66.5,3.5,5.66,0.73
2021,9,18,96.36,1.09,1.99,0.37,1.62,186.81,1.69,3.33,0.49,2.83,198.62,4.82,5.7,0.55
2021,9,19,96.5,1.86,2.46,1.38,1.08,128.44,3.45,5.45,1.55,3.89,128.0,5.31,5.72,0.8
2021,9,20,96.76,2.23,3.37,1.23,2.14,126.56,3.72,5.35,2.57,2.78,128.38,2.53,5.63,0.99
2021,9,21,96.65,2.1,2.95,1.27,1.68,112.5,3.58,5.65,1.76,3.89,114.88,2.26,5.58,0.95
2021,9,22,95.64,4.34,5.88,1.97,3.92,154.88,6.77,9.17,3.7,5.48,157.19,1.44,5.26,2.08
2021,9,23,95.6,2.43,3.35,1.62,1.73,283.94,3.73,4.55,2.73,1.82,283.69,5.05,5.89,1.14
2021,9,24,96.21,1.15,2.08,0.09,1.98,267.44,2.02,4.59,0.12,4.46,307.56,6.06,6.01,0.5
2021,9,25,96.04,1.71,2.38,0.75,1.63,264.5,2.88,5.77,0.95,4.81,266.88,5.11,5.78,0.83
2021,9,26,96.11,2.56,3.34,1.89,1.45,290.0,4.48,5.58,3.31,2.27,290.88,5.83,5.82,1.05
2021,9,27,96.03,2.51,3.23,1.59,1.64,243.56,4.84,6.24,1.96,4.28,246.06,5.61,5.59,0.99
2021,9,28,95.74,2.54,3.59,1.74,1.84,278.38,4.87,5.66,3.97,1.7,279.19,3.36,4.92,0.95
2021,9,29,96.08,1.8,2.2,0.88,1.32,114.62,3.02,4.41,1.16,3.26,171.56,5.22,5.5,0.79
2021,9,30,96.41,2.1,2.44,1.18,1.26,261.88,3.34,4.6,1.63,2.98,260.94,5.67,5.63,0.94
2021,10,1,96.73,1.28,1.91,0.29,1.61,249.5,1.89,2.98,0.41,2.58,243.25,5.55,5.53,0.66
2021,10,2,96.44,1.84,2.41,1.08,1.33,246.06,3.02,4.3,1.62,2.67,248.19,5.3,5.42,0.81
2021,10,3,95.96,2.28,3.09,1.72,1.38,233.75,4.22,4.98,2.11,2.88,234.31,4.27,4.78,0.93
2021,10,4,95.83,2.07,2.91,1.34,1.56,219.25,3.7,4.59,2.77,1.82,221.0,4.2,4.93,0.88
2021,10,5,96.48,1.64,1.88,1.24,0.64,139.25,2.95,4.32,1.98,2.34,140.69,3.97,4.82,0.71
2021,10,6,96.94,1.84,2.64,1.3,1.34,108.5,3.4,4.03,2.93,1.1,109.62,1.53,4.64,0.79
2021,10,7,96.79,1.52,1.98,1.0,0.98,124.0,2.64,4.05,1.55,2.52,125.19,1.85,4.58,0.65
2021,10,8,96.37,1.48,2.3,0.91,1.38,152.56,2.37,3.33,1.34,1.99,152.94,2.2,4.72,0.7
2021,10,9,96.32,1.91,2.82,1.17,1.65,79.62,3.49,4.28,2.86,1.42,81.12,1.8,4.46,0.87
2021,10,10,96.18,2.13,2.95,1.32,1.62,39.94,3.81,4.59,3.12,1.47,42.38,1.75,4.75,0.98
2021,10,11,96.13,1.61,2.12,0.52,1.61,59.75,2.66,3.44,1.05,2.39,60.5,2.64,4.73,0.74
2021,10,12,96.15,1.07,2.0,0.12,1.88,147.5,1.73,4.46,0.16,4.3,169.19,2.61,4.65,0.51
2021,10,13,96.07,1.17,2.1,0.22,1.89,279.31,2.04,3.84,0.36,3.48,282.38,3.65,4.65,0.48
2021,10,14,95.98,1.88,2.63,0.48,2.16,194.94,3.16,5.55,0.63,4.91,223.25,4.23,4.54,0.85
2021,10,15,95.74,2.17,3.55,0.81,2.74,231.81,3.84,5.36,1.19,4.17,234.25,3.22,4.37,0.9
2021,10,16,95.33,3.69,6.42,1.99,4.43,257.38,6.31,9.45,4.23,5.21,258.75,1.84,4.15,1.59
2021,10,17,95.87,3.56,5.24,2.62,2.62,303.06,6.5,7.77,5.57,2.2,304.06,3.7,4.76,1.44
2021,10,18,96.03,3.46,5.48,2.42,3.06,296.69,6.29,8.08,4.41,3.66,297.81,4.83,4.78,1.37
2021,10,19,96.38,2.5,2.7,2.02,0.68,288.88,4.59,5.42,2.93,2.49,289.75,4.72,4.67,0.94
2021,10,20,96.41,2.33,2.69,1.59,1.1,268.81,4.18,5.8,2.8,3.0,270.12,4.45,4.57,0.92
2021,10,21,95.92,2.91,4.4,1.71,2.7,239.56,5.39,7.7,2.14,5.56,241.31,4.38,4.45,1.16
2021,10,22,95.75,1.68,2.95,0.54,2.41,304.44,3.16,5.21,0.84,4.38,316.56,3.64,4.34,0.66
2021,10,23,95.92,2.2,4.09,1.29,2.79,303.69,3.71,5.92,2.01,3.91,303.19,3.19,4.17,0.96
2021,10,24,96.19,2.48,4.34,0.65,3.7,207.69,4.23,7.08,1.05,6.02,210.88,4.07,4.12,1.1
2021,10,25,95.45,2.37,4.66,0.62,4.04,238.12,4.27,6.52,1.36,5.16,239.75,3.24,4.02,1.0
2021,10,26,94.86,5.57,7.88,2.3,5.58,305.31,8.79,11.38,4.75,6.63,306.31,2.82,4.24,2.54
2021,10,27,95.42,4.16,5.81,2.05,3.77,328.12,6.45,9.34,4.08,5.26,329.88,4.19,4.14,1.91
2021,10,28,95.44,2.85,4.2,0.93,3.27,152.69,4.48,6.38,1.47,4.91,154.38,1.74,4.0,1.27
2021,10,29,94.42,3.11,6.27,0.11,6.16,106.81,4.75,9.7,0.17,9.52,110.62,1.71,3.84,1.46
2021,10,30,94.38,1.92,2.76,1.31,1.44,182.25,3.49,4.16,2.59,1.56,185.69,1.3,3.78,0.86
2021,10,31,95.17,3.3,5.26,1.79,3.47,285.75,5.59,7.35,3.55,3.81,286.56,2.72,3.87,1.43
2021,11,1,96.35,2.32,3.25,1.3,1.95,318.75,3.98,5.37,2.31,3.06,317.75,3.98,4.05,0.91
2021,11,2,96.59,1.92,2.5,1.29,1.22,308.44,3.38,5.08,1.8,3.27,307.62,1.09,3.51,0.76
2021,11,3,96.81,2.09,2.83,1.22,1.61,223.81,3.52,5.3,2.27,3.03,223.81,4.02,4.1,0.87
2021,11,4,96.74,1.32,1.96,0.43,1.54,108.5,1.95,3.23,0.59,2.64,113.25,3.02,3.86,0.64
2021,11,5,96.95,2.26,3.24,1.03,2.21,160.06,3.74,5.59,1.45,4.14,160.19,3.82,3.91,1.0
2021,11,6,96.85,1.9,2.87,1.14,1.73,49.0,2.88,3.77,1.69,2.09,49.44,3.69,3.96,0.93
2021,11,7,96.45,2.67,3.38,1.77,1.6,160.12,4.66,6.73,3.33,3.41,189.75,3.78,3.89,1.09
2021,11,8,96.56,2.94,3.79,1.77,2.02,323.62,4.98,6.51,3.17,3.34,323.94,3.65,3.69,1.18
2021,11,9,96.42,2.53,3.15,1.44,1.71,269.31,4.8,6.73,2.2,4.52,270.69,3.76,3.75,0.9
2021,11,10,96.37,2.32,3.19,1.3,1.88,201.56,4.22,6.3,1.39,4.91,216.19,3.49,3.46,0.89
2021,11,11,96.21,2.98,5.27,1.23,4.03,145.62,5.01,8.91,1.71,7.2,148.0,2.82,3.44,1.26
2021,11,12,95.69,3.2,5.77,1.77,4.01,237.62,5.33,9.57,3.64,5.93,238.81,3.56,3.6,1.42
2021,11,13,95.53,3.41,6.41,2.08,4.34,280.81,5.92,9.08,4.06,5.01,280.81,2.97,3.54,1.38
2021,11,14,95.54,2.59,4.6,1.65,2.95,232.56,4.51,6.45,2.33,4.12,234.94,2.25,3.41,1.03
2021,11,15,95.81,3.61,5.66,1.93,3.73,282.56,6.45,8.18,3.47,4.71,283.31,3.12,3.55,1.42
2021,11,16,96.38,1.92,2.2,0.91,1.28,225.25,3.24,4.37,1.46,2.91,228.38,2.33,3.36,0.82
2021,11,17,96.43,2.53,4.45,1.59,2.86,217.0,4.65,6.55,2.08,4.48,219.25,3.18,3.23,1.04
2021,11,18,96.14,3.83,5.73,2.58,3.15,250.31,6.57,9.09,4.34,4.75,251.62,2.98,3.18,1.57
2021,11,19,97.04,3.33,4.9,0.83,4.07,284.0,5.9,8.41,1.2,7.2,283.81,3.48,3.52,1.38
2021,11,20,97.28,2.06,3.48,0.36,3.11,205.19,3.38,5.11,0.45,4.66,205.69,2.18,3.42,0.91
2021,11,21,96.4,2.12,2.87,1.48,1.4,220.19,4.06,5.07,1.84,3.23,221.75,1.71,3.01,0.81
2021,11,22,95.69,3.09,5.04,1.81,3.22,307.62,5.62,7.09,4.23,2.85,307.69,2.3,3.25,1.22
2021,11,23,96.3,3.0,4.44,2.09,2.35,312.31,5.23,6.24,4.15,2.09,312.75,3.39,3.37,1.2
2021,11,24,96.86,2.06,2.73,0.67,2.05,226.56,3.75,5.77,0.79,4.98,228.75,3.11,3.23,0.76
2021,11,25,96.02,2.52,3.05,2.09,0.97,257.12,4.97,6.02,2.89,3.12,258.44,2.59,3.06,0.87
2021,11,26,95.47,4.79,7.25,2.22,5.03,301.5,8.1,10.8,4.57,6.23,301.5,2.65,3.27,2.04
2021,11,27,95.74,2.68,4.05,1.15,2.91,271.62,4.77,6.52,1.88,4.63,272.0,3.06,3.12,1.09
2021,11,28,95.34,2.59,3.7,1.84,1.87,274.06,4.88,6.91,3.73,3.18,275.19,2.9,3.02,0.95
2021,11,29,95.86,3.2,5.23,1.8,3.43,305.12,5.62,7.38,3.42,3.95,305.44,2.74,3.16,1.27
2021,11,30,95.82,2.84,4.13,1.64,2.49,251.44,5.16,6.91,3.19,3.72,253.31,2.93,3.01,1.03
2021,12,1,96.18,2.27,3.5,0.56,2.94,230.62,4.2,5.79,0.64,5.16,232.12,1.67,2.95,0.84
2021,12,2,95.36,3.68,5.6,2.49,3.11,251.19,7.05,9.41,4.41,5.0,253.0,2.67,2.88,1.31
2021,12,3,95.9,2.18,3.7,0.61,3.09,246.69,3.71,8.01,0.93,7.08,246.31,2.62,2.9,0.91
2021,12,4,96.2,2.16,2.77,0.41,2.36,273.0,3.81,5.27,0.56,4.71,271.88,2.71,2.9,0.86
2021,12,5,96.59,2.45,3.89,1.2,2.7,181.06,4.13,5.28,1.8,3.48,182.06,1.42,2.79,0.98
2021,12,6,95.52,4.76,7.19,2.53,4.66,240.06,7.84,10.52,5.23,5.29,241.06,1.74,2.59,2.04
2021,12,7,96.3,1.64,3.72,0.61,3.12,230.06,3.08,7.55,0.9,6.66,231.0,2.17,3.02,0.62
2021,12,8,95.77,1.84,3.36,0.4,2.96,213.0,3.32,7.16,0.74,6.42,214.81,1.63,2.76,0.73
2021,12,9,96.28,2.24,3.45,1.25,2.2,218.06,3.8,5.73,1.86,3.87,219.44,1.8,2.91,0.95
2021,12,10,96.03,2.09,2.65,1.52,1.12,211.69,4.12,5.34,1.89,3.45,214.38,1.34,2.57,0.71
2021,12,11,95.27,5.02,7.59,2.38,5.21,224.69,8.15,12.02,4.71,7.31,226.31,0.84,2.38,2.16
2021,12,12,96.54,2.9,5.39,1.49,3.9,293.69,4.8,8.86,2.62,6.23,294.38,3.06,3.01,1.27
2021,12,13,96.85,2.09,2.87,1.05,1.81,276.0,3.77,5.78,1.95,3.84,276.62,2.91,2.95,0.77
2021,12,14,97.37,2.38,3.01,1.55,1.46,184.81,4.14,6.36,2.01,4.35,185.31,2.89,2.87,0.95
2021,12,15,97.26,2.48,4.12,1.25,2.87,166.44,4.17,5.96,1.91,4.05,167.94,2.56,2.75,1.08
2021,12,16,96.23,3.12,4.08,2.55,1.53,218.88,5.66,6.5,3.88,2.62,220.69,2.66,2.73,1.14
2021,12,17,96.33,1.77,2.67,0.52,2.15,203.44,3.31,5.48,0.94,4.54,204.19,1.47,2.63,0.67
2021,12,18,95.82,2.06,3.32,0.95,2.38,179.56,3.68,6.86,2.13,4.72,182.62,0.82,2.35,0.86
2021,12,19,96.2,4.11,5.34,2.34,3.0,339.81,6.69,7.92,4.86,3.06,339.5,1.82,2.84,1.84
2021,12,20,96.64,1.94,2.64,1.05,1.59,225.12,3.35,5.6,1.02,4.59,226.88,2.97,2.96,0.8
2021,12,21,95.83,1.62,2.14,1.0,1.15,185.94,3.02,4.52,1.72,2.8,187.19,1.38,2.88,0.61
2021,12,22,95.2,3.97,6.63,2.08,4.55,305.31,6.95,9.51,4.02,5.49,305.0,2.95,2.92,1.56
2021,12,23,96.25,2.05,3.25,0.68,2.57,244.75,3.87,7.04,1.24,5.8,247.06,2.54,2.81,0.77
2021,12,24,95.72,2.28,2.7,1.58,1.12,206.94,4.39,5.78,2.01,3.77,210.06,2.26,2.74,0.83
2021,12,25,94.78,3.64,6.03,2.23,3.8,243.25,6.65,9.59,4.45,5.14,245.69,1.63,2.53,1.43
2021,12,26,95.74,2.65,2.91,2.13,0.78,287.94,4.94,6.02,3.59,2.45,287.5,2.84,2.81,0.96
2021,12,27,95.63,2.73,5.49,1.12,4.38,153.25,4.48,7.23,2.03,5.2,156.88,0.94,2.41,1.23
2021,12,28,95.35,2.57,3.57,0.98,2.59,233.75,5.08,7.46,1.21,6.25,235.38,1.16,2.68,0.98
2021,12,29,95.31,1.47,3.04,0.44,2.61,254.06,2.8,6.15,1.02,5.12,253.31,1.82,2.5,0.57
2021,12,30,95.5,1.52,2.23,0.43,1.8,203.38,2.46,3.61,0.7,2.91,206.81,1.44,2.51,0.71
2021,12,31,95.54,2.51,4.88,1.64,3.23,232.88,4.56,6.95,2.03,4.92,234.56,2.19,2.7,1.09
2022,1,1,94.97,3.35,5.49,1.81,3.68,217.0,6.46,10.41,3.59,6.83,219.5,1.07,2.42,1.35
2022,1,2,95.03,2.91,5.09,0.62,4.47,275.5,4.92,7.03,1.14,5.89,288.94,1.04,2.64,1.28
2022,1,3,96.02,5.19,6.85,2.84,4.01,186.94,7.7,9.35,5.45,3.9,187.25,1.13,2.89,2.52
2022,1,4,96.79,2.71,4.55,0.88,3.66,216.25,4.06,6.01,1.41,4.6,217.44,3.03,3.07,1.27
2022,1,5,95.47,3.4,3.84,2.51,1.33,216.69,5.44,6.4,4.88,1.52,219.44,1.3,2.98,1.42
2022,1,6,95.42,2.27,3.34,0.97,2.38,181.31,3.93,6.19,1.02,5.17,180.19,1.74,2.99,0.85
2022,1,7,96.05,4.88,6.21,2.98,3.24,312.06,7.34,8.63,4.22,4.41,312.12,2.82,3.14,2.38
2022,1,8,97.34,2.52,3.7,0.32,3.38,223.62,3.91,5.96,0.46,5.51,225.38,3.01,3.1,1.2
2022,1,9,96.4,3.67,4.85,2.73,2.12,235.19,6.65,9.0,5.3,3.7,236.75,0.82,2.79,1.57
2022,1,10,96.48,5.45,6.47,4.77,1.7,307.19,8.5,10.28,6.89,3.39,306.69,3.07,3.22,2.62
2022,1,11,97.15,2.43,4.95,0.43,4.52,273.38,4.18,8.2,0.67,7.52,272.69,3.21,3.26,1.09
2022,1,12,96.31,2.82,3.76,2.29,1.47,231.75,5.04,5.59,3.67,1.91,234.12,2.81,3.11,1.1
2022,1,13,95.56,1.63,2.39,0.62,1.77,209.06,2.78,4.62,0.9,3.73,209.38,1.97,2.96,0.7
2022,1,14,95.49,3.78,5.77,2.57,3.2,334.56,6.65,7.93,5.29,2.64,335.06,1.83,3.05,1.69
2022,1,15,96.41,2.16,2.71,1.6,1.1,141.62,3.62,5.78,2.13,3.64,141.69,2.42,3.26,1.02
2022,1,16,95.58,3.45,6.41,1.38,5.04,77.31,5.02,9.84,2.55,7.28,81.31,0.6,3.0,1.73
2022,1,17,93.77,6.34,8.6,1.55,7.05,277.62,9.96,12.47,3.1,9.37,279.19,0.96,3.18,3.09
2022,1,18,95.87,3.22,5.76,1.18,4.58,273.62,5.48,10.2,1.69,8.5,274.81,2.7,3.35,1.44
2022,1,19,95.99,3.15,4.84,2.16,2.69,220.19,5.8,7.1,4.31,2.78,222.31,2.23,3.16,1.35
2022,1,20,96.33,3.79,4.87,2.06,2.81,281.62,5.92,6.75,4.19,2.57,295.94,1.33,3.28,1.83
2022,1,21,97.07,3.28,4.14,2.02,2.12,25.69,4.45,5.81,3.39,2.41,25.75,2.35,3.47,1.75
2022,1,22,96.63,1.86,2.65,0.31,2.34,241.62,3.22,4.46,0.66,3.8,258.38,3.48,3.62,0.89
2022,1,23,95.41,2.41,3.1,1.6,1.5,249.38,4.43,6.82,2.47,4.35,252.38,2.3,3.34,1.03
2022,1,24,95.25,2.57,4.21,0.42,3.78,240.19,4.65,6.57,0.58,5.99,256.31,2.81,3.39,1.13
2022,1,25,95.72,2.83,3.7,1.81,1.9,301.38,4.91,6.23,3.59,2.64,300.69,2.37,3.44,1.23
2022,1,26,96.74,2.24,3.37,0.88,2.49,293.38,3.54,4.88,1.42,3.46,292.38,3.58,3.75,1.11
2022,1,27,96.72,1.92,3.22,0.39,2.83,184.75,3.19,5.17,0.57,4.6,188.31,3.3,3.62,0.95
2022,1,28,95.82,1.84,4.38,0.48,3.89,150.69,3.17,7.04,0.31,6.72,150.19,1.36,3.24,0.82
2022,1,29,95.48,6.15,8.16,3.55,4.61,321.81,8.83,10.89,6.81,4.09,322.88,2.93,3.88,3.15
2022,1,30,95.79,2.37,3.54,1.3,2.24,221.31,3.77,6.05,1.95,4.1,224.44,1.87,3.55,1.12
2022,1,31,96.43,1.73,2.38,1.0,1.38,108.19,2.68,5.36,1.38,3.97,110.5,2.43,3.36,0.87
2022,2,1,97.02,2.12,3.52,0.66,2.88,137.25,3.45,5.39,1.04,4.35,139.12,2.75,3.57,0.99
2022,2,2,96.81,2.7,4.58,1.63,2.95,184.12,5.05,6.38,2.84,3.54,185.12,3.26,3.73,1.16
2022,2,3,96.21,3.29,5.43,2.31,3.11,199.81,6.55,10.41,3.76,6.65,200.5,1.0,3.55,1.36
2022,2,4,95.64,3.69,5.82,1.95,3.88,290.69,6.28,10.45,3.59,6.86,289.38,0.83,3.51,1.73
2022,2,5,96.78,3.98,6.46,1.55,4.91,263.31,6.05,8.8,2.8,6.0,262.88,4.11,4.19,2.05
2022,2,6,97.14,2.26,3.16,1.64,1.52,143.31,3.47,4.1,2.88,1.23,145.44,4.16,4.1,1.12
2022,2,7,96.35,1.57,2.34,0.52,1.82,234.94,2.41,4.16,0.69,3.48,237.44,2.07,4.01,0.78
2022,2,8,95.95,2.86,4.17,1.53,2.65,289.31,4.8,5.59,2.48,3.12,288.69,4.19,4.19,1.28
2022,2,9,95.72,2.98,4.77,1.65,3.11,227.38,5.6,8.16,2.02,6.14,228.81,4.21,4.17,1.27
2022,2,10,95.57,3.72,6.21,2.65,3.56,260.56,6.77,8.89,3.96,4.93,261.0,3.96,4.22,1.62
2022,2,11,95.59,3.8,6.87,2.1,4.77,225.75,6.59,10.07,3.38,6.69,227.25,4.21,4.22,1.72
2022,2,12,95.9,3.03,4.59,1.77,2.83,286.12,5.55,7.23,3.78,3.45,285.19,2.33,4.13,1.28
2022,2,13,96.02,1.8,2.73,1.13,1.6,184.69,3.14,5.02,1.31,3.7,195.38,1.65,4.18,0.83
2022,2,14,96.44,3.23,4.54,1.38,3.16,308.81,4.88,6.2,2.4,3.81,307.0,3.28,4.5,1.66
2022,2,15,97.49,1.76,2.81,0.75,2.06,208.44,3.03,6.39,1.3,5.1,213.44,4.38,4.48,0.87
2022,2,16,97.33,4.14,6.1,2.32,3.78,189.69,6.89,9.27,4.04,5.23,191.38,3.81,4.41,2.03
2022,2,17,95.89,6.18,10.45,3.32,7.12,195.19,10.09,15.41,6.64,8.77,196.88,1.67,4.16,2.99
2022,2,18,95.5,5.72,8.58,1.5,7.07,290.31,8.61,13.4,2.69,10.71,289.94,3.93,4.79,2.88
2022,2,19,96.19,5.22,10.0,1.66,8.34,278.06,8.02,13.87,3.09,10.78,278.69,4.62,4.84,2.62
2022,2,20,96.91,2.94,4.76,0.7,4.05,212.44,4.82,7.92,1.45,6.47,215.75,4.93,4.9,1.47
2022,2,21,96.7,3.08,4.1,2.03,2.06,217.38,5.81,7.55,2.48,5.08,218.69,4.81,4.79,1.25
2022,2,22,96.26,5.23,7.4,2.65,4.75,202.81,8.69,11.54,5.01,6.52,204.38,0.75,4.17,2.51
2022,2,23,96.25,3.66,5.53,2.34,3.2,282.0,6.35,8.64,3.97,4.67,282.06,3.96,4.67,1.63
2022,2,24,96.81,2.41,3.32,1.48,1.84,86.19,3.32,4.34,2.28,2.05,87.75,0.91,4.36,1.3
2022,2,25,96.27,5.03,7.82,3.2,4.62,266.62,7.52,11.03,4.72,6.31,267.06,4.3,4.81,2.55
2022,2,26,96.95,1.85,2.66,1.28,1.38,315.19,3.27,5.02,2.18,2.84,313.12,3.94,5.05,0.83
2022,2,27,96.22,3.18,5.2,1.61,3.6,289.81,5.45,7.58,2.91,4.66,290.19,4.9,5.12,1.41
2022,2,28,96.36,1.94,3.41,0.38,3.03,230.44,3.6,7.19,0.97,6.22,260.44,5.08,5.07,0.82
2022,3,1,96.04,3.02,4.17,1.9,2.27,220.62,5.15,7.34,3.27,4.08,224.12,3.76,5.06,1.41
2022,3,2,95.87,2.88,4.26,1.55,2.7,282.56,5.27,7.2,1.95,5.25,282.12,4.55,5.03,1.21
2022,3,3,96.17,3.87,5.69,2.87,2.82,280.0,6.3,7.48,4.89,2.59,277.88,3.8,5.06,1.81
2022,3,4,97.14,1.78,2.89,1.13,1.76,134.81,2.9,5.62,1.89,3.73,142.44,5.22,5.25,0.87
2022,3,5,96.85,3.21,4.97,1.78,3.19,190.25,5.49,7.71,3.04,4.67,193.25,4.7,4.93,1.46
2022,3,6,96.29,4.2,6.66,2.3,4.36,221.19,7.26,9.45,5.02,4.42,223.12,2.41,4.77,1.86
2022,3,7,95.43,6.31,10.12,2.62,7.49,233.75,9.92,14.39,5.9,8.49,235.56,2.49,4.84,3.1
2022,3,8,96.15,2.95,5.33,0.56,4.77,249.0,4.94,8.41,0.36,8.05,247.62,5.18,5.7,1.44
2022,3,9,95.68,2.26,3.89,0.42,3.47,216.56,3.63,6.3,0.74,5.56,216.69,1.35,5.34,1.12
