YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2021,9,3,6.75,6.81,0.66,101.04,1.86,2.33,1.35,0.98,211.88,3.48,5.3,1.85,3.45,182.38
2021,9,4,6.12,6.59,0.48,100.94,1.25,2.31,0.34,1.98,218.38,2.38,6.2,0.43,5.78,220.94
2021,9,5,5.64,6.26,0.81,100.44,2.35,3.26,1.65,1.62,213.12,4.53,5.09,3.88,1.23,214.75
2021,9,6,5.18,6.32,0.7,100.52,1.76,2.68,0.49,2.19,283.31,3.2,4.57,0.64,3.93,283.69
2021,9,7,6.16,6.39,0.57,100.77,1.74,2.34,0.61,1.72,220.88,3.52,6.19,0.88,5.31,222.44
2021,9,8,4.4,6.0,0.86,100.36,2.55,3.5,2.02,1.49,187.19,4.82,5.52,2.93,2.59,189.25
2021,9,9,1.85,5.77,0.68,100.17,1.92,3.47,0.8,2.67,307.69,3.67,5.48,1.65,3.83,308.12
2021,9,10,6.24,6.44,0.84,100.92,2.17,3.97,0.21,3.77,273.5,3.74,6.11,0.27,5.84,274.38
2021,9,11,5.63,5.92,0.77,101.49,1.95,2.61,0.84,1.77,227.0,3.57,6.4,1.12,5.28,228.06
2021,9,12,5.6,5.61,0.84,101.44,2.52,3.16,2.06,1.09,217.06,4.85,6.06,3.5,2.56,218.88
2021,9,13,5.3,5.27,0.56,101.17,1.64,2.28,0.38,1.91,242.56,3.05,5.21,0.66,4.55,245.0
2021,9,14,5.02,5.27,0.59,100.91,1.69,2.38,0.19,2.2,218.25,3.47,6.42,0.21,6.21,219.0
2021,9,15,5.35,5.65,0.8,100.82,2.38,3.27,1.7,1.58,200.12,4.66,5.62,2.6,3.02,201.19
2021,9,16,3.2,5.53,0.56,101.11,1.58,2.27,0.73,1.53,105.88,3.12,4.61,1.38,3.23,107.44
2021,9,17,2.82,5.59,0.8,101.2,2.26,3.57,1.3,2.27,69.0,4.27,5.26,3.24,2.02,55.25
2021,9,18,4.89,5.63,0.45,101.12,1.12,1.97,0.22,1.74,68.38,2.16,3.94,0.27,3.66,66.19
2021,9,19,5.57,5.77,0.66,101.24,1.91,2.29,1.58,0.72,119.38,3.73,5.43,2.69,2.74,119.5
2021,9,20,5.13,5.94,0.83,101.64,2.32,3.23,1.51,1.73,88.88,4.2,5.48,3.28,2.2,89.38
2021,9,21,3.85,5.69,0.94,101.48,2.62,4.23,1.55,2.67,95.81,4.82,6.34,2.88,3.46,98.44
2021,9,22,2.44,5.39,1.46,100.64,3.98,5.7,2.09,3.6,147.94,7.12,9.08,4.41,4.66,150.25
2021,9,23,5.18,5.56,0.98,100.44,2.67,4.39,1.66,2.73,261.12,4.92,7.98,3.3,4.68,261.62
2021,9,24,6.12,6.07,0.67,101.09,1.66,2.53,0.99,1.55,217.19,2.93,4.66,1.35,3.32,217.5
2021,9,25,5.56,5.86,0.63,100.93,1.42,2.23,0.38,1.85,284.5,2.39,5.74,0.48,5.26,285.31
2021,9,26,5.88,5.83,0.78,101.0,2.29,2.96,1.53,1.43,288.5,4.37,6.28,2.49,3.79,289.88
2021,9,27,5.66,5.64,0.76,100.99,2.28,3.27,1.05,2.22,233.56,4.64,6.57,1.28,5.28,234.5
2021,9,28,4.27,5.32,0.69,100.59,2.14,2.62,1.45,1.18,251.31,4.27,6.03,2.07,3.96,252.75
2021,9,29,5.14,5.42,0.79,100.89,2.3,3.38,1.45,1.93,128.62,4.36,5.9,2.77,3.13,128.19
2021,9,30,5.5,5.55,0.68,101.27,1.69,2.38,0.65,1.73,216.12,3.01,5.66,0.88,4.78,216.0
2021,10,1,5.51,5.5,0.52,101.65,1.38,2.22,0.47,1.75,154.88,2.55,4.56,0.66,3.9,152.81
2021,10,2,5.17,5.29,0.7,101.39,2.05,2.67,1.68,0.99,211.31,4.14,6.05,2.46,3.59,212.25
2021,10,3,4.46,4.98,0.71,100.86,2.16,3.27,1.77,1.51,221.12,4.27,5.27,2.55,2.73,222.25
2021,10,4,4.05,4.88,0.78,100.74,2.33,3.28,1.62,1.66,211.06,4.53,5.41,3.14,2.27,212.56
2021,10,5,3.9,4.9,0.42,101.27,1.28,2.02,0.34,1.68,154.31,2.7,5.25,0.5,4.75,156.12
2021,10,6,1.89,4.79,0.68,101.77,2.01,2.84,1.47,1.37,74.06,3.91,4.27,3.02,1.27,75.38
2021,10,7,2.16,4.87,0.6,101.64,1.8,2.12,1.29,0.82,64.94,3.59,4.66,2.71,1.95,66.31
2021,10,8,2.85,4.85,0.59,101.21,1.71,2.29,1.38,0.91,76.44,3.33,4.9,1.73,3.16,77.38
2021,10,9,1.5,4.68,0.96,101.06,2.73,3.76,1.43,2.33,38.38,4.91,5.9,3.51,2.39,40.75
2021,10,10,2.68,4.72,1.05,100.82,3.03,4.12,2.26,1.86,73.88,5.41,6.27,4.39,1.88,31.12
2021,10,11,1.83,4.76,0.83,100.88,2.45,3.69,1.64,2.05,157.44,4.54,5.73,3.73,2.0,144.0
2021,10,12,2.47,4.7,0.59,101.0,1.66,2.48,1.01,1.47,194.19,2.9,3.98,1.47,2.51,149.94
2021,10,13,2.92,4.71,0.44,100.93,1.03,1.91,0.33,1.58,185.12,1.84,4.04,0.43,3.61,184.75
2021,10,14,4.37,4.62,0.66,100.76,1.61,2.45,0.18,2.27,229.31,2.77,4.17,0.23,3.95,229.12
2021,10,15,3.44,4.52,0.55,100.61,1.52,2.17,0.42,1.75,223.31,2.88,5.7,0.48,5.22,225.88
2021,10,16,3.2,4.4,1.09,100.19,3.2,5.27,2.02,3.26,240.31,5.81,8.17,4.36,3.82,241.88
2021,10,17,4.39,4.79,0.95,100.82,2.92,4.27,2.07,2.19,299.06,5.47,6.54,3.66,2.88,300.75
2021,10,18,4.33,4.71,0.95,100.99,2.93,4.27,2.21,2.05,290.88,5.64,6.69,4.09,2.6,293.0
2021,10,19,4.45,4.66,0.7,101.34,2.23,2.84,1.41,1.43,273.5,4.54,6.69,1.66,5.03,274.94
2021,10,20,4.73,4.68,0.62,101.35,1.96,2.64,1.26,1.38,259.19,3.97,6.45,1.71,4.73,260.31
2021,10,21,4.59,4.54,0.85,100.92,2.71,4.02,1.48,2.54,220.44,5.27,7.73,1.77,5.95,221.81
2021,10,22,2.21,4.15,0.49,100.62,1.42,2.89,0.09,2.81,272.44,2.65,6.2,0.09,6.12,271.94
2021,10,23,3.59,4.2,0.73,100.83,2.02,3.07,1.25,1.82,298.12,3.75,4.79,1.75,3.04,299.25
2021,10,24,3.86,4.25,0.71,101.22,2.16,2.98,1.4,1.59,145.44,4.48,6.66,2.8,3.86,146.5
2021,10,25,2.6,4.0,0.86,100.41,2.59,4.67,1.57,3.11,176.44,4.91,7.17,2.93,4.24,177.88
2021,10,26,3.65,4.2,1.44,99.62,4.11,6.52,2.01,4.51,296.12,7.23,9.95,4.4,5.55,297.75
2021,10,27,4.25,4.22,1.04,100.15,3.12,4.23,1.97,2.26,329.0,5.93,7.61,4.56,3.05,331.0
2021,10,28,2.45,4.04,0.89,100.39,2.52,3.52,1.55,1.96,96.06,4.51,6.28,2.65,3.63,97.62
2021,10,29,2.03,3.89,1.27,99.28,3.41,5.26,1.32,3.94,149.69,6.05,9.12,2.41,6.72,151.31
2021,10,30,2.72,4.03,0.8,99.4,2.43,3.29,1.65,1.64,205.69,4.58,6.14,3.59,2.55,207.06
2021,10,31,3.53,4.0,0.8,100.08,2.48,3.66,1.9,1.77,269.56,4.77,6.47,3.34,3.13,270.75
2021,11,1,3.84,3.98,0.7,101.34,2.09,2.96,1.22,1.74,243.25,3.95,4.99,2.13,2.87,242.75
2021,11,2,0.87,3.79,0.74,101.6,1.8,2.77,1.23,1.55,195.25,2.8,3.9,1.45,2.45,195.19
2021,11,3,4.1,4.1,0.68,101.91,1.91,2.78,1.36,1.42,254.56,3.33,4.04,2.48,1.57,255.06
2021,11,4,1.83,3.87,0.64,101.82,1.93,2.41,1.48,0.93,24.12,3.84,5.45,2.17,3.28,24.75
2021,11,5,3.86,3.98,0.83,101.99,2.59,3.89,1.94,1.95,136.12,4.96,5.93,2.82,3.1,122.12
2021,11,6,2.16,3.78,0.85,101.8,2.79,4.11,2.09,2.02,35.31,5.05,6.16,3.84,2.33,22.69
2021,11,7,2.99,3.92,0.91,101.33,2.91,4.52,2.21,2.3,180.88,5.31,6.84,4.33,2.51,93.25
2021,11,8,3.67,3.81,0.96,101.42,2.6,3.58,1.76,1.82,337.0,4.38,5.32,2.54,2.77,338.62
2021,11,9,3.9,3.85,0.67,101.38,2.16,2.85,0.85,2.01,250.69,4.45,6.99,0.98,6.02,251.38
2021,11,10,3.4,3.6,0.61,101.29,1.91,2.53,0.22,2.31,227.69,3.84,5.78,0.2,5.58,241.69
2021,11,11,2.89,3.49,0.72,101.29,2.47,3.66,1.71,1.95,142.5,5.09,7.88,2.48,5.41,143.94
2021,11,12,3.23,3.46,0.97,100.71,2.59,3.81,0.91,2.91,232.25,4.6,7.61,1.21,6.39,232.81
2021,11,13,3.55,3.67,0.99,100.56,3.02,5.76,1.79,3.97,264.38,5.76,8.84,3.45,5.38,264.69
2021,11,14,2.81,3.64,0.71,100.75,2.23,3.64,1.21,2.43,240.88,4.46,6.45,1.48,4.96,241.31
2021,11,15,3.71,3.68,1.03,100.96,3.27,4.89,1.92,2.96,281.19,6.2,7.73,4.15,3.59,282.44
2021,11,16,2.97,3.46,0.73,101.56,1.97,2.52,0.81,1.7,224.25,3.58,5.98,1.3,4.69,224.88
2021,11,17,3.19,3.28,0.66,101.57,2.22,3.36,0.81,2.55,201.5,4.65,7.32,1.02,6.29,202.44
2021,11,18,3.41,3.38,1.13,101.22,3.63,5.56,2.37,3.2,226.19,6.77,9.19,4.53,4.66,227.62
2021,11,19,3.68,3.62,0.99,102.16,3.09,4.98,1.97,3.01,238.5,5.76,7.62,4.52,3.09,238.75
2021,11,20,2.85,3.46,0.63,102.53,1.67,2.09,1.06,1.03,159.44,2.93,4.6,1.52,3.08,160.38
2021,11,21,1.98,3.2,0.62,101.64,1.8,2.34,0.85,1.49,214.69,3.37,5.97,1.0,4.97,214.69
2021,11,22,1.02,3.03,0.7,100.66,2.39,4.11,1.16,2.95,306.0,4.8,8.02,1.66,6.36,307.12
2021,11,23,3.53,3.48,0.91,101.43,2.95,4.28,2.17,2.11,327.81,5.48,6.72,3.31,3.41,329.12
2021,11,24,3.3,3.34,0.54,102.13,1.73,2.4,0.73,1.66,263.06,3.55,5.96,1.02,4.94,264.38
2021,11,25,3.12,3.25,0.73,101.19,2.46,2.95,2.04,0.91,224.62,4.78,6.91,3.36,3.55,225.88
2021,11,26,3.14,3.27,1.18,100.48,3.68,6.23,1.84,4.4,297.56,6.74,9.54,4.05,5.5,298.5
2021,11,27,3.23,3.24,0.74,100.97,2.32,3.24,1.38,1.86,261.5,4.35,6.09,2.34,3.74,262.38
2021,11,28,2.75,3.17,0.74,100.42,2.49,3.11,2.02,1.09,245.5,4.79,6.05,2.67,3.38,246.94
2021,11,29,3.23,3.29,0.97,100.94,2.94,4.66,1.26,3.4,323.38,5.31,7.09,1.77,5.32,324.12
2021,11,30,3.01,3.13,0.98,101.05,2.94,4.87,1.45,3.41,233.06,5.41,7.31,2.05,5.27,234.0
2021,12,1,2.55,3.09,0.57,101.32,2.07,2.7,0.31,2.38,206.25,4.31,5.8,0.6,5.2,207.19
2021,12,2,2.34,2.92,0.92,100.46,3.16,4.92,2.28,2.64,223.5,5.98,8.01,3.6,4.41,225.25
2021,12,3,3.0,3.0,0.68,100.9,2.26,3.03,1.26,1.77,235.25,4.45,6.35,1.87,4.48,234.62
2021,12,4,2.33,2.86,0.77,101.2,1.78,2.52,0.73,1.77,174.38,2.73,3.91,1.05,2.88,174.56
2021,12,5,2.21,2.9,0.73,101.71,2.19,2.96,1.7,1.27,76.44,4.22,5.92,2.84,3.08,78.0
2021,12,6,2.62,2.78,1.3,100.62,3.97,6.16,2.05,4.11,225.0,7.23,9.81,4.4,5.41,226.31
2021,12,7,3.02,3.14,0.66,101.49,2.12,3.77,1.08,2.7,183.06,4.03,7.34,1.41,5.93,182.0
2021,12,8,1.19,2.62,0.5,100.91,1.61,2.8,0.25,2.55,177.5,3.1,6.26,0.27,5.99,178.81
2021,12,9,1.78,3.03,0.55,101.59,1.88,2.43,1.02,1.41,134.88,3.85,6.01,1.47,4.54,134.88
2021,12,10,0.99,2.62,0.59,101.28,2.1,2.66,1.25,1.41,204.25,4.33,5.72,2.3,3.42,205.38
2021,12,11,0.87,2.59,1.28,100.43,4.08,6.38,2.25,4.13,208.69,7.46,10.56,4.84,5.73,210.56
2021,12,12,3.17,3.11,0.91,101.68,2.57,4.19,0.98,3.21,296.38,4.64,8.03,1.3,6.73,296.75
2021,12,13,3.08,3.06,0.75,102.04,2.39,3.12,1.68,1.45,235.0,4.83,6.26,2.08,4.18,235.5
2021,12,14,3.01,2.98,0.68,102.44,2.24,2.78,1.45,1.32,165.44,4.56,5.95,1.89,4.06,166.44
2021,12,15,2.73,2.85,0.51,102.44,1.3,2.3,0.38,1.91,114.31,2.13,5.05,0.54,4.52,87.69
2021,12,16,2.74,2.84,0.98,101.46,3.2,4.95,2.03,2.91,214.56,5.91,7.76,3.86,3.9,215.88
2021,12,17,1.98,2.58,0.48,101.29,1.68,3.12,0.45,2.66,164.25,3.12,6.18,0.45,5.72,166.06
2021,12,18,0.6,2.46,0.56,100.86,1.94,2.78,0.91,1.88,153.19,3.89,5.75,1.2,4.55,154.56
2021,12,19,0.88,2.48,1.1,101.16,3.38,4.61,2.12,2.48,178.88,6.0,7.91,4.66,3.26,164.38
2021,12,20,3.04,3.05,0.68,101.9,1.76,3.02,0.62,2.39,121.25,2.91,4.52,0.8,3.7,122.06
2021,12,21,0.97,2.83,0.48,100.99,1.34,2.12,0.28,1.84,192.31,2.41,3.93,0.34,3.59,193.44
2021,12,22,2.97,2.95,0.89,100.23,2.69,4.09,1.58,2.51,320.12,4.84,7.05,2.6,4.45,320.75
2021,12,23,2.98,2.97,0.54,101.57,1.83,2.8,0.41,2.4,234.0,3.62,6.36,0.71,5.65,248.5
2021,12,24,2.61,2.87,0.77,100.95,2.67,3.41,1.82,1.59,207.62,5.16,6.97,3.71,3.26,209.06
2021,12,25,2.3,2.7,1.25,99.88,4.15,5.29,2.7,2.58,230.44,8.08,9.34,5.62,3.73,233.12
2021,12,26,2.87,2.85,0.65,100.66,2.07,2.78,1.07,1.71,232.31,4.08,6.43,1.68,4.76,231.5
2021,12,27,1.29,2.6,0.56,100.77,1.85,3.78,0.95,2.83,122.44,3.6,5.45,1.52,3.92,125.81
2021,12,28,2.1,2.7,0.65,100.36,2.23,2.93,1.75,1.18,177.56,4.51,6.7,2.26,4.45,178.94
2021,12,29,0.7,2.57,0.66,100.21,2.12,3.16,0.1,3.05,164.75,3.91,6.1,0.12,5.98,162.31
2021,12,30,0.9,2.62,0.65,100.5,1.72,2.91,0.37,2.53,128.88,2.92,4.69,0.55,4.13,129.19
2021,12,31,1.84,2.72,0.69,100.61,1.91,3.16,0.68,2.48,163.56,3.55,6.33,1.05,5.28,163.94
2022,1,1,0.86,2.45,1.09,100.03,3.55,5.45,1.85,3.59,213.12,6.98,10.27,4.59,5.67,215.0
2022,1,2,0.55,2.53,1.3,99.92,3.92,5.52,1.8,3.73,219.56,7.3,9.81,3.98,5.83,220.94
2022,1,3,0.6,2.83,1.93,100.92,5.24,8.0,2.81,5.18,189.94,8.25,12.02,5.02,7.0,176.62
2022,1,4,3.15,3.14,0.8,102.19,1.83,2.87,0.6,2.27,195.5,3.04,4.77,0.95,3.83,180.19
2022,1,5,1.33,2.96,0.84,100.8,2.61,2.98,2.22,0.77,208.62,4.87,5.72,3.97,1.75,209.44
2022,1,6,2.83,3.1,0.73,100.51,2.2,3.3,0.98,2.33,174.62,4.02,6.2,1.26,4.94,175.94
2022,1,7,2.82,3.2,1.28,101.18,3.67,5.54,1.86,3.68,299.69,6.24,8.7,3.15,5.55,301.06
2022,1,8,3.19,3.21,0.63,102.78,1.88,2.52,0.91,1.61,205.94,3.55,6.04,1.13,4.91,206.56
2022,1,9,1.46,2.96,1.02,101.72,3.2,4.55,2.16,2.39,217.25,6.02,8.73,4.5,4.23,218.56
2022,1,10,3.23,3.3,1.04,101.68,3.32,3.79,2.59,1.19,318.5,6.28,7.92,4.74,3.18,318.62
2022,1,11,3.38,3.36,0.86,102.54,2.5,3.95,1.33,2.61,260.06,4.55,5.6,2.23,3.38,259.62
2022,1,12,3.17,3.24,1.05,101.71,3.12,4.52,2.13,2.39,207.19,5.66,7.58,4.22,3.35,208.38
2022,1,13,1.98,3.22,0.51,100.65,1.64,2.52,0.14,2.38,170.56,3.37,5.61,0.17,5.44,170.0
2022,1,14,2.41,3.04,1.13,100.41,3.5,5.52,2.13,3.38,335.75,6.1,8.0,4.04,3.96,337.12
2022,1,15,2.5,3.3,0.87,101.67,2.58,3.83,1.87,1.95,69.56,4.58,5.99,3.72,2.27,69.69
2022,1,16,0.48,3.17,1.57,100.64,4.15,6.5,1.89,4.61,68.12,6.84,11.52,3.33,8.19,71.75
2022,1,17,2.05,3.27,2.02,99.03,5.52,6.9,4.23,2.66,254.56,9.29,10.84,7.45,3.39,257.0
2022,1,18,3.48,3.46,1.09,101.16,2.95,4.16,1.61,2.55,270.56,5.09,7.95,2.48,5.47,271.5
2022,1,19,3.07,3.35,0.98,101.33,3.09,4.98,2.2,2.79,207.44,5.91,7.68,3.68,3.99,208.38
2022,1,20,0.52,3.0,0.9,101.43,2.84,4.07,1.86,2.21,123.75,5.14,5.99,3.67,2.32,109.56
2022,1,21,1.78,3.31,1.62,102.3,4.02,4.79,3.32,1.47,13.56,5.97,7.11,4.86,2.25,14.81
2022,1,22,3.26,3.55,1.04,101.92,2.49,3.81,1.14,2.67,271.25,3.76,5.3,1.77,3.54,257.38
2022,1,23,3.02,3.56,0.74,100.71,2.16,2.95,1.13,1.81,233.44,4.26,6.55,1.44,5.12,234.5
2022,1,24,3.15,3.4,0.75,100.48,2.38,3.21,0.72,2.48,188.44,4.95,7.54,1.02,6.52,190.0
2022,1,25,1.57,3.22,0.78,100.83,2.4,3.45,1.22,2.23,177.31,4.5,7.0,2.07,4.93,177.94
2022,1,26,3.7,3.72,0.95,102.0,2.66,3.63,1.86,1.77,92.75,4.91,6.39,3.73,2.66,92.25
2022,1,27,3.83,3.83,0.5,102.1,1.31,2.02,0.16,1.86,144.94,2.42,4.34,0.26,4.09,145.69
2022,1,28,2.11,3.49,0.52,100.96,1.64,3.4,0.15,3.25,148.44,3.44,5.68,0.2,5.48,149.38
2022,1,29,2.89,3.87,2.12,100.49,5.38,6.44,3.66,2.77,326.81,8.48,9.34,6.19,3.15,313.38
2022,1,30,2.81,3.81,0.8,101.17,2.14,3.22,1.53,1.68,216.44,3.83,5.48,2.42,3.07,217.75
2022,1,31,3.38,3.6,0.72,101.65,1.93,2.65,1.32,1.33,56.44,3.49,6.51,1.95,4.55,58.25
2022,2,1,3.67,3.73,0.66,102.3,1.91,2.53,1.42,1.11,60.69,3.49,6.05,1.88,4.16,62.44
2022,2,2,3.5,3.77,0.52,102.08,1.5,2.94,0.26,2.68,120.06,2.8,6.73,0.31,6.41,122.81
2022,2,3,1.11,3.64,0.98,101.44,2.81,4.9,1.3,3.59,171.56,5.35,9.22,2.25,6.97,173.38
2022,2,4,0.7,3.52,1.59,100.64,4.19,5.95,2.9,3.05,232.88,7.22,10.48,4.88,5.59,233.06
2022,2,5,4.24,4.28,1.35,101.99,3.52,5.41,2.14,3.27,245.0,5.94,7.73,4.22,3.52,245.19
2022,2,6,4.02,4.17,0.7,102.49,1.95,2.62,1.53,1.09,72.19,3.65,5.24,2.07,3.17,73.56
2022,2,7,1.28,3.88,0.67,101.55,1.86,3.06,1.51,1.56,220.06,3.42,4.32,1.88,2.44,220.62
2022,2,8,3.43,4.22,0.91,101.1,2.48,3.53,1.95,1.59,277.19,4.62,6.15,2.77,3.38,278.12
2022,2,9,4.33,4.27,0.96,100.95,2.53,3.44,1.17,2.27,221.94,4.71,7.69,1.38,6.3,222.75
2022,2,10,4.33,4.29,1.05,100.68,3.09,4.98,1.9,3.09,243.12,6.12,7.76,2.34,5.41,244.0
2022,2,11,3.5,4.19,1.19,100.8,3.36,5.13,1.91,3.23,225.81,6.27,9.07,2.35,6.73,227.25
2022,2,12,4.01,4.12,1.0,100.91,2.97,3.94,1.8,2.12,233.31,5.57,8.35,4.2,4.15,234.06
2022,2,13,1.08,3.63,1.31,101.14,3.24,4.61,1.44,3.17,84.25,5.05,6.91,3.06,3.84,85.12
2022,2,14,3.63,4.41,0.9,101.72,2.44,3.82,1.64,2.18,307.25,4.34,5.33,3.34,1.99,306.25
2022,2,15,4.62,4.65,0.55,102.91,1.59,2.8,0.44,2.36,121.44,3.07,6.72,0.43,6.29,124.44
2022,2,16,4.32,4.57,0.95,102.7,2.71,3.89,1.72,2.17,166.94,5.16,8.02,2.44,5.59,167.94
2022,2,17,3.11,4.3,1.78,101.21,4.9,8.08,2.57,5.51,187.81,8.61,13.38,5.43,7.95,189.56
2022,2,18,3.32,4.42,1.98,100.48,5.16,8.37,1.76,6.61,300.19,8.61,14.12,4.02,10.09,300.5
2022,2,19,4.91,4.91,1.56,101.41,4.03,8.28,1.11,7.17,278.25,6.7,12.46,1.59,10.87,278.75
2022,2,20,5.09,5.05,0.76,102.34,2.21,3.14,1.0,2.14,133.56,4.25,7.35,1.17,6.18,134.62
2022,2,21,4.87,4.85,0.84,101.94,2.55,2.97,1.84,1.12,200.75,4.93,7.13,2.48,4.65,201.94
2022,2,22,1.52,4.34,1.59,101.5,4.47,6.3,2.62,3.68,192.56,7.98,9.86,4.85,5.01,194.31
2022,2,23,2.48,4.37,1.12,101.24,3.33,4.43,2.05,2.38,211.69,6.21,8.27,4.23,4.04,213.0
2022,2,24,0.9,4.22,1.09,101.99,2.73,4.0,1.15,2.85,46.5,4.18,6.18,1.63,4.55,47.69
2022,2,25,3.18,4.63,1.18,101.42,3.09,4.85,0.82,4.03,227.06,5.28,7.45,1.13,6.32,228.31
2022,2,26,3.31,4.81,0.7,102.21,2.0,2.99,0.34,2.66,132.62,3.69,5.98,0.61,5.38,130.62
2022,2,27,2.69,4.78,0.69,101.37,2.03,2.74,1.27,1.47,262.12,4.08,6.76,1.64,5.11,263.56
2022,2,28,5.04,5.07,0.73,101.57,2.25,3.16,0.73,2.43,132.06,4.31,6.58,0.66,5.91,129.81
2022,3,1,4.49,5.21,0.83,101.26,2.45,3.65,1.3,2.35,199.81,4.8,7.79,1.88,5.91,199.88
2022,3,2,4.94,5.05,0.62,100.9,1.95,2.86,0.83,2.03,232.5,3.98,6.79,1.12,5.66,248.69
2022,3,3,4.11,4.97,1.12,101.13,3.27,4.67,2.3,2.38,170.38,5.87,8.06,3.59,4.48,198.38
2022,3,4,5.3,5.31,0.66,102.41,1.88,4.05,0.14,3.91,117.5,3.51,7.12,0.2,6.91,117.5
2022,3,5,4.63,5.17,0.83,102.11,2.4,3.87,1.34,2.52,164.0,4.42,6.79,1.98,4.81,165.69
2022,3,6,2.9,4.83,1.34,101.45,4.11,6.11,2.41,3.7,213.56,7.89,9.62,5.88,3.73,214.94
2022,3,7,3.25,5.12,1.84,100.52,5.21,8.32,2.84,5.48,219.5,9.12,13.05,5.93,7.12,221.25
2022,3,8,5.59,5.65,0.98,101.23,2.76,4.4,1.23,3.16,179.19,4.85,8.12,1.41,6.72,208.62
2022,3,9,1.0,5.16,0.97,100.7,2.49,4.05,1.59,2.45,161.56,4.08,5.86,2.0,3.85,162.25
2022,3,10,3.07,5.15,0.76,101.27,2.05,3.48,1.48,2.01,75.06,3.48,5.16,2.17,2.99,75.12
2022,3,11,5.39,5.63,0.73,100.84,2.01,3.29,0.82,2.47,197.75,3.56,6.04,0.97,5.06,198.88
2022,3,12,1.57,5.68,1.87,99.81,4.95,7.95,0.98,6.97,279.69,8.05,11.4,2.11,9.29,280.38
2022,3,13,6.05,6.02,1.13,101.85,3.23,4.59,2.07,2.52,248.19,5.82,7.59,3.8,3.79,249.75
2022,3,14,5.3,5.81,0.64,102.22,2.04,2.7,0.42,2.28,200.94,4.14,6.84,0.59,6.24,202.0
2022,3,15,5.3,5.81,0.89,101.74,2.69,3.59,1.94,1.66,221.75,5.28,7.35,2.45,4.91,222.81
2022,3,16,4.69,5.58,0.69,101.32,2.03,3.52,0.52,3.0,161.69,3.95,5.84,0.62,5.23,162.12
2022,3,17,1.53,5.64,0.98,100.58,2.45,4.16,1.3,2.87,218.31,3.95,5.97,2.08,3.9,219.81
2022,3,18,4.86,5.74,0.8,100.8,2.37,3.22,1.05,2.17,189.69,4.39,6.49,1.35,5.14,191.44
2022,3,19,4.04,5.71,1.38,100.26,4.07,6.68,2.27,4.41,214.12,7.49,10.66,4.95,5.72,215.81
2022,3,20,4.73,6.13,1.34,100.82,3.93,5.76,2.3,3.47,295.44,7.13,9.15,4.19,4.95,296.69
2022,3,21,6.08,6.21,0.81,101.57,2.51,3.19,2.02,1.17,263.25,4.98,7.33,2.76,4.57,265.5
2022,3,22,5.01,6.01,0.69,101.31,2.09,2.55,1.14,1.41,208.56,4.16,5.8,1.62,4.18,209.75
2022,3,23,1.15,5.71,1.18,100.74,3.32,5.3,1.52,3.77,153.38,5.91,9.52,2.08,7.44,156.81
2022,3,24,1.79,5.57,0.86,100.07,2.66,5.07,1.57,3.5,194.75,5.2,9.3,2.98,6.32,196.62
2022,3,25,4.74,6.27,0.92,99.89,2.7,4.88,1.52,3.37,286.56,5.17,7.52,2.58,4.93,287.56
2022,3,26,4.72,6.54,1.53,99.82,4.44,6.74,2.59,4.16,273.69,7.88,10.38,5.73,4.65,274.75
2022,3,27,5.52,6.63,1.27,100.44,3.7,5.5,2.2,3.3,291.0,6.37,8.47,4.0,4.46,291.81
2022,3,28,6.81,6.87,1.31,101.06,3.59,6.79,1.54,5.24,307.5,6.05,10.3,2.42,7.88,307.44
2022,3,29,6.5,6.88,0.91,101.76,2.37,3.73,0.9,2.83,275.31,3.95,5.34,1.2,4.14,275.62
2022,3,30,3.34,6.24,0.98,101.17,2.95,4.38,1.64,2.73,175.19,5.55,8.83,2.2,6.63,177.5
2022,3,31,2.04,5.95,1.94,99.74,5.52,6.76,4.07,2.68,193.38,9.72,10.79,7.69,3.1,196.0
2022,4,1,5.58,6.75,1.39,100.29,4.09,6.76,2.27,4.48,289.31,7.34,10.14,4.56,5.58,289.5
2022,4,2,7.04,7.05,0.59,101.13,1.91,2.56,0.32,2.25,206.44,3.84,5.49,0.28,5.21,193.0
2022,4,3,6.58,6.8,1.17,100.46,3.44,5.33,2.03,3.3,283.56,5.99,7.81,3.67,4.15,284.06
2022,4,4,6.08,6.86,0.61,101.05,1.88,2.39,0.76,1.62,236.5,3.76,6.17,1.12,5.05,237.0
2022,4,5,3.69,6.3,0.66,100.44,2.06,3.48,1.16,2.31,165.56,4.2,6.81,1.72,5.09,167.88
2022,4,6,4.61,6.67,0.95,99.79,2.7,4.56,1.2,3.37,216.69,4.75,6.77,1.33,5.45,216.19
2022,4,7,1.82,6.41,1.05,99.55,2.77,4.66,1.33,3.32,216.81,4.48,6.37,2.12,4.25,217.44
2022,4,8,5.41,6.98,0.77,99.89,2.27,3.5,1.25,2.25,242.69,4.41,6.77,1.66,5.11,243.25
2022,4,9,4.42,7.14,1.05,100.03,2.97,3.98,2.12,1.86,266.81,5.23,6.84,4.07,2.77,268.25
2022,4,10,6.48,7.34,1.26,100.77,3.32,4.65,1.89,2.76,272.56,5.61,7.15,2.81,4.34,273.94
