YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2021,1,26,1.52,3.42,0.58,100.46,1.61,2.45,0.81,1.63,195.56,2.94,4.39,1.11,3.28,195.31
2021,1,27,1.9,3.49,0.81,101.04,2.27,3.45,1.64,1.8,162.81,4.19,5.51,2.84,2.66,162.62
2021,1,28,3.57,3.84,1.77,101.54,4.65,6.91,2.05,4.86,319.94,7.7,10.34,4.12,6.23,321.38
2021,1,29,3.92,3.92,1.26,101.98,3.34,4.75,2.18,2.57,325.94,5.88,6.98,4.73,2.25,326.75
2021,1,30,3.56,3.91,0.7,102.04,1.73,2.81,0.39,2.43,274.25,3.08,5.41,0.56,4.84,274.75
2021,1,31,0.49,3.6,0.98,101.1,2.55,3.55,1.29,2.26,129.19,4.25,5.34,3.03,2.31,131.75
2021,2,1,0.93,3.65,1.55,99.95,4.06,4.84,3.41,1.44,331.94,6.38,7.05,4.99,2.05,334.19
2021,2,2,1.96,3.77,1.47,99.63,4.18,4.91,3.53,1.38,317.56,7.59,8.88,6.75,2.13,319.75
2021,2,3,3.34,4.0,1.43,100.11,4.05,4.92,2.66,2.26,303.5,7.52,8.3,5.62,2.67,305.69
2021,2,4,4.15,4.22,0.8,100.86,2.3,2.77,1.34,1.43,253.81,4.52,6.97,1.86,5.11,255.06
2021,2,5,2.91,3.84,0.97,100.16,2.98,4.12,2.26,1.87,227.31,5.73,7.48,5.08,2.41,228.88
2021,2,6,3.74,4.16,0.87,101.16,2.43,3.5,1.02,2.48,227.31,4.73,6.95,1.62,5.32,228.12
2021,2,7,1.83,4.01,0.98,100.81,2.79,4.46,0.43,4.02,253.19,5.14,7.28,0.73,6.55,253.94
2021,2,8,4.1,4.19,0.76,102.05,2.08,2.75,1.35,1.4,108.31,3.89,6.16,1.9,4.27,110.31
2021,2,9,3.01,3.97,0.66,101.48,1.7,2.89,0.51,2.38,168.12,2.98,5.8,0.68,5.11,169.06
2021,2,10,1.77,3.96,0.75,101.78,1.98,2.49,1.47,1.02,71.75,3.45,4.8,1.91,2.89,73.12
2021,2,11,0.6,3.65,1.05,101.41,2.54,3.86,0.25,3.62,67.44,3.84,5.45,0.41,5.04,69.12
2021,2,12,1.04,3.96,1.16,101.71,2.8,3.46,2.27,1.18,35.44,4.26,5.38,3.56,1.82,37.38
2021,2,13,0.88,4.16,1.3,101.41,3.16,4.03,2.21,1.82,103.94,4.73,5.74,3.85,1.9,106.06
2021,2,14,1.51,4.11,0.97,101.47,2.49,2.85,1.92,0.93,113.5,4.2,4.97,3.43,1.54,99.62
2021,2,15,1.02,4.11,0.81,101.13,2.3,4.21,1.59,2.62,127.06,4.23,7.43,2.23,5.2,114.12
2021,2,16,2.48,4.39,1.39,100.28,3.76,5.59,1.57,4.02,260.44,6.66,9.21,3.18,6.03,260.88
2021,2,17,4.34,4.55,0.88,102.01,2.36,3.65,1.44,2.21,68.31,4.15,6.02,1.78,4.23,68.12
2021,2,18,0.97,4.15,1.19,101.65,2.93,4.17,2.02,2.15,122.56,4.52,6.09,2.92,3.17,94.56
2021,2,19,1.68,4.25,1.06,101.23,2.95,3.89,1.92,1.98,318.0,5.28,6.73,3.73,3.0,319.0
2021,2,20,4.64,4.88,1.2,101.92,3.16,4.41,2.01,2.39,324.62,5.73,6.71,3.83,2.89,324.69
2021,2,21,4.75,4.97,0.79,102.69,2.01,2.69,0.88,1.8,189.94,3.71,5.86,0.99,4.86,190.0
2021,2,22,1.16,4.66,1.27,101.11,3.45,5.5,2.3,3.19,213.12,6.2,9.52,4.09,5.45,214.06
2021,2,23,4.95,4.91,1.17,100.49,3.42,5.88,2.33,3.54,265.12,6.75,9.34,3.7,5.64,266.25
2021,2,24,4.92,5.04,0.95,100.96,2.62,3.77,0.38,3.38,225.25,4.95,8.25,0.48,7.77,225.69
2021,2,25,4.79,4.98,0.96,101.39,2.8,4.34,1.32,3.02,184.5,5.34,7.73,2.16,5.57,184.19
2021,2,26,1.55,4.65,0.91,102.1,2.32,3.33,1.41,1.92,75.19,3.84,4.86,2.32,2.54,76.62
2021,2,27,1.6,4.55,0.85,101.46,2.24,4.7,0.95,3.76,213.06,3.91,6.81,1.63,5.18,215.06
2021,2,28,0.95,4.4,0.75,101.16,2.17,2.84,1.23,1.6,151.5,4.34,5.7,2.8,2.9,153.56
2021,3,1,1.11,4.72,1.15,100.41,3.32,5.29,1.71,3.58,275.38,6.24,8.33,3.54,4.79,276.62
2021,3,2,5.15,5.57,0.85,101.69,2.44,3.52,0.24,3.27,237.19,4.63,7.11,0.27,6.84,249.69
2021,3,3,5.0,5.4,0.61,100.85,1.59,2.75,0.17,2.58,258.31,2.98,6.48,0.33,6.15,258.5
2021,3,4,5.06,5.28,1.04,100.66,3.01,3.97,2.17,1.79,321.0,5.71,7.79,2.84,4.95,321.19
2021,3,5,5.84,5.79,1.2,101.21,3.4,4.47,2.48,1.98,328.44,6.3,7.4,5.47,1.93,328.75
2021,3,6,5.49,5.66,0.88,101.48,2.51,3.16,1.82,1.34,234.38,4.83,6.62,3.35,3.27,234.44
2021,3,7,5.85,5.8,0.84,102.06,2.26,3.16,1.6,1.55,191.38,3.92,4.91,2.31,2.6,190.81
2021,3,8,5.69,5.72,0.82,102.46,2.04,2.98,0.74,2.23,255.25,3.54,7.23,1.01,6.22,255.5
2021,3,9,5.18,5.44,0.76,102.28,2.18,2.77,1.34,1.44,235.5,4.12,7.06,1.58,5.48,236.56
2021,3,10,5.56,5.54,0.8,102.13,2.16,3.02,0.09,2.92,215.75,4.24,7.48,0.16,7.32,217.19
2021,3,11,5.68,5.71,1.12,101.85,3.39,5.06,2.41,2.65,208.38,6.34,8.26,3.87,4.38,209.81
2021,3,12,2.41,5.21,0.91,101.52,2.8,3.52,1.52,2.0,260.81,5.35,6.55,3.7,2.86,262.19
2021,3,13,3.99,5.88,0.79,101.78,2.38,3.93,0.28,3.65,169.38,4.89,7.41,0.5,6.91,169.56
2021,3,14,4.81,5.91,0.98,101.35,2.85,4.7,1.99,2.71,293.25,5.47,9.11,2.53,6.58,294.5
2021,3,15,5.15,6.19,0.95,102.0,2.66,4.57,1.53,3.03,43.44,4.81,8.8,2.05,6.75,43.5
2021,3,16,1.44,5.64,0.75,101.43,1.8,2.65,0.76,1.9,133.0,2.62,3.7,1.38,2.32,134.62
2021,3,17,1.8,5.85,0.52,101.21,1.39,1.96,0.77,1.2,74.44,2.48,4.1,1.02,3.09,60.88
2021,3,18,1.32,5.43,1.12,100.12,3.04,6.55,1.81,4.74,168.75,5.37,9.51,3.65,5.86,170.69
2021,3,19,4.22,5.9,1.87,101.26,5.0,6.73,1.84,4.88,21.38,8.27,10.1,4.28,5.82,22.75
2021,3,20,6.17,6.34,0.93,102.62,2.59,3.49,1.86,1.63,51.75,4.52,5.3,3.65,1.66,52.69
2021,3,21,6.27,6.26,0.89,102.46,2.51,2.95,1.99,0.95,61.94,4.8,6.74,2.7,4.04,62.69
2021,3,22,6.11,6.24,0.98,101.87,2.83,3.77,2.34,1.43,47.69,5.23,6.3,3.55,2.75,49.56
2021,3,23,3.18,6.0,0.88,101.43,2.62,3.69,1.98,1.71,56.94,4.67,5.42,3.18,2.24,59.25
2021,3,24,1.41,5.87,0.53,100.92,1.66,2.43,0.52,1.91,162.44,3.3,5.84,0.64,5.2,166.12
2021,3,25,3.38,5.74,0.72,100.99,2.31,3.05,1.07,1.98,196.62,4.66,6.62,1.31,5.3,197.81
2021,3,26,5.56,6.09,1.28,100.59,3.87,6.07,2.51,3.56,250.0,7.36,9.37,5.62,3.75,251.0
2021,3,27,4.91,6.12,0.73,101.27,2.13,3.48,1.22,2.26,95.38,4.01,5.37,1.79,3.59,96.38
2021,3,28,2.54,5.64,1.44,100.2,4.07,6.82,1.32,5.5,217.81,7.32,11.79,3.18,8.61,219.06
2021,3,29,6.64,6.89,0.97,101.5,2.74,4.66,0.09,4.58,261.12,4.92,8.88,0.23,8.65,262.0
2021,3,30,6.78,6.76,0.94,101.84,2.84,3.98,1.88,2.09,175.69,5.48,7.21,2.48,4.73,177.0
2021,3,31,1.79,5.99,1.17,100.86,3.43,5.41,2.5,2.91,192.25,6.13,8.95,4.27,4.69,194.12
2021,4,1,4.16,6.62,1.7,100.96,4.47,5.57,3.05,2.52,325.62,7.2,8.66,6.0,2.66,326.69
2021,4,2,6.95,7.1,1.33,101.95,3.76,5.12,2.34,2.79,327.88,6.78,7.54,5.94,1.6,328.75
2021,4,3,7.03,7.05,0.67,102.19,2.05,2.72,1.0,1.73,283.38,4.09,6.96,1.57,5.39,284.75
2021,4,4,6.58,6.73,0.89,101.29,2.72,3.38,2.12,1.25,280.88,5.37,7.78,2.77,5.01,282.75
2021,4,5,6.74,6.85,0.7,101.13,2.12,2.83,1.21,1.62,264.88,4.21,6.5,1.79,4.71,251.56
2021,4,6,6.55,6.65,0.62,100.77,1.84,2.59,0.75,1.84,199.94,3.79,6.2,1.2,5.01,200.56
2021,4,7,6.07,6.57,0.63,100.68,1.64,2.45,0.76,1.69,219.31,3.0,6.16,1.2,4.95,219.0
2021,4,8,6.28,6.61,1.21,100.87,3.3,4.76,1.96,2.79,105.31,5.56,7.09,4.3,2.79,107.31
2021,4,9,4.22,6.44,0.74,100.89,2.16,2.91,1.44,1.48,112.69,3.98,5.58,2.91,2.66,116.44
2021,4,10,4.81,6.53,0.68,100.43,1.79,2.66,0.46,2.2,146.5,3.27,6.22,0.54,5.68,149.19
2021,4,11,5.88,6.97,1.08,99.3,3.05,3.95,1.93,2.02,228.75,5.85,7.49,4.17,3.32,230.12
2021,4,12,3.92,7.11,0.58,99.89,1.62,2.09,0.58,1.52,154.19,3.15,5.02,1.05,3.97,153.31
2021,4,13,5.83,7.12,0.8,100.98,2.13,3.14,1.3,1.84,198.56,3.8,5.52,2.44,3.09,197.88
2021,4,14,3.97,6.84,0.65,100.86,1.86,3.15,0.8,2.35,154.75,3.59,4.58,1.3,3.27,157.38
2021,4,15,3.94,6.98,0.97,100.1,2.7,3.66,1.48,2.18,258.38,4.88,7.2,3.09,4.09,259.12
2021,4,16,6.95,7.52,0.91,100.25,2.64,3.59,1.82,1.77,297.81,5.03,6.06,3.66,2.39,299.19
2021,4,17,5.97,7.29,0.68,100.33,1.73,2.25,0.64,1.61,250.19,2.94,4.68,0.98,3.7,249.94
2021,4,18,5.45,7.24,0.45,100.45,1.26,1.99,0.51,1.48,145.94,2.37,4.55,0.66,3.89,143.38
2021,4,19,3.15,6.91,0.76,100.46,1.85,3.32,0.66,2.66,174.31,3.13,5.89,0.94,4.95,174.38
2021,4,20,7.36,7.51,0.95,100.73,2.87,4.01,1.43,2.58,208.25,5.51,7.81,1.79,6.02,209.81
2021,4,21,5.89,7.13,1.47,100.25,4.25,6.19,2.96,3.23,260.75,7.45,9.52,6.08,3.44,261.56
2021,4,22,6.13,7.63,1.11,101.09,3.17,4.7,2.02,2.69,286.44,5.79,7.16,3.48,3.69,287.81
2021,4,23,6.64,7.66,0.79,101.37,2.32,2.93,1.48,1.45,255.88,4.48,5.91,1.9,4.01,256.62
2021,4,24,3.41,7.23,0.73,100.79,1.87,3.34,0.45,2.9,171.5,3.23,5.86,0.52,5.34,173.0
2021,4,25,4.64,7.55,1.0,100.24,2.87,4.13,1.34,2.79,317.81,5.31,6.4,3.21,3.19,318.56
2021,4,26,7.78,7.81,0.78,101.24,2.27,3.47,0.68,2.79,283.5,4.31,7.16,1.23,5.92,283.19
2021,4,27,7.4,7.59,1.0,101.0,3.02,4.16,2.05,2.12,216.25,5.72,7.62,2.65,4.97,217.81
2021,4,28,6.73,7.39,1.0,100.69,3.05,3.92,2.26,1.66,229.81,5.84,7.69,3.9,3.79,231.5
2021,4,29,5.19,6.94,1.21,100.07,3.61,5.53,2.02,3.51,227.19,6.74,9.5,2.93,6.57,229.12
2021,4,30,7.68,7.97,1.65,100.15,4.67,5.9,3.33,2.57,301.19,8.45,10.16,6.55,3.61,301.75
2021,5,1,8.35,8.34,0.97,101.01,2.95,4.22,1.77,2.45,284.81,5.7,8.21,2.88,5.34,285.69
2021,5,2,6.74,7.77,0.95,100.6,2.89,3.72,2.29,1.44,215.0,5.4,6.88,3.19,3.7,216.56
2021,5,3,3.25,6.81,1.05,100.25,3.1,4.52,1.9,2.62,209.31,5.81,7.38,2.93,4.45,211.75
2021,5,4,6.54,7.35,0.89,100.12,2.62,3.3,1.74,1.56,223.19,4.97,6.94,3.92,3.02,224.81
2021,5,5,6.75,7.44,1.14,100.08,3.26,4.93,2.16,2.77,269.5,5.91,7.8,4.04,3.77,270.5
2021,5,6,8.1,8.26,0.84,100.9,2.16,3.7,0.77,2.92,275.56,3.62,6.72,1.18,5.54,275.75
2021,5,7,3.48,7.76,0.73,100.53,1.77,2.83,0.73,2.1,227.25,2.95,4.59,1.06,3.54,227.12
2021,5,8,7.21,8.09,1.14,100.78,3.12,5.01,1.68,3.33,222.0,5.63,7.66,2.64,5.02,222.25
2021,5,9,6.2,7.84,1.12,100.82,3.28,5.11,1.47,3.64,159.62,6.16,10.6,2.82,7.78,161.38
2021,5,10,3.44,7.3,0.84,100.62,2.5,4.53,1.49,3.05,192.88,4.7,7.47,2.57,4.9,206.31
2021,5,11,6.87,8.04,0.66,101.21,1.89,2.75,1.32,1.43,236.75,3.66,6.0,1.85,4.15,236.94
2021,5,12,3.85,8.16,0.76,101.66,1.95,3.23,0.52,2.71,108.56,3.48,6.77,0.66,6.12,108.31
2021,5,13,7.61,8.32,0.9,101.66,2.32,2.77,1.67,1.1,86.69,3.91,6.36,2.9,3.46,87.38
2021,5,14,5.7,8.23,0.58,101.71,1.34,2.24,0.09,2.16,182.88,2.16,4.99,0.09,4.9,184.25
2021,5,15,7.49,8.25,0.61,101.68,1.55,2.35,0.9,1.45,196.5,2.83,5.88,1.35,4.53,182.31
2021,5,16,4.19,8.0,0.5,101.71,1.41,1.82,0.84,0.98,185.38,2.71,4.45,1.1,3.34,183.12
2021,5,17,6.18,8.03,0.48,101.8,1.22,1.93,0.49,1.44,110.25,2.21,4.85,0.61,4.24,111.62
2021,5,18,7.84,8.28,0.38,102.01,1.14,2.34,0.32,2.02,136.19,2.24,4.52,0.38,4.14,134.5
2021,5,19,8.25,8.28,0.51,102.03,1.36,2.48,0.11,2.37,195.44,2.47,4.56,0.18,4.38,194.5
2021,5,20,7.36,7.81,0.62,102.17,1.86,3.09,0.51,2.58,165.25,3.56,6.25,0.82,5.43,165.06
2021,5,21,8.28,8.3,0.66,102.45,1.8,2.18,1.22,0.97,95.25,3.33,5.47,1.71,3.76,95.0
2021,5,22,6.09,7.81,0.6,101.78,1.81,2.28,1.16,1.12,274.44,3.83,5.55,1.74,3.81,276.81
2021,5,23,6.4,7.66,0.8,101.1,2.31,3.07,1.86,1.21,297.12,4.75,6.16,2.55,3.6,299.38
2021,5,24,4.61,7.17,0.98,101.42,2.73,3.88,1.66,2.22,129.75,4.72,6.07,3.5,2.57,130.94
2021,5,25,5.76,7.5,0.58,101.58,1.62,2.16,1.15,1.01,158.75,3.06,4.8,1.85,2.95,161.0
2021,5,26,6.63,7.38,0.86,101.0,2.45,3.71,1.66,2.05,224.75,4.7,6.42,3.28,3.14,226.38
2021,5,27,7.67,8.11,0.62,100.82,1.59,2.55,0.56,1.98,277.69,2.85,4.54,0.8,3.73,276.06
2021,5,28,5.51,7.59,0.75,100.27,1.97,4.08,0.15,3.93,181.5,3.63,6.81,0.15,6.66,181.62
2021,5,29,1.78,7.56,1.23,100.37,3.12,5.69,0.77,4.92,57.94,4.81,7.84,0.92,6.91,60.38
2021,5,30,2.76,8.21,1.18,101.3,3.02,3.91,1.55,2.35,138.75,4.8,6.06,2.88,3.19,139.12
2021,5,31,7.09,8.26,0.64,101.83,1.73,2.61,0.55,2.05,273.12,3.07,4.98,0.84,4.13,274.62
2021,6,1,6.55,8.31,0.56,101.72,1.63,2.16,1.08,1.09,186.75,3.12,5.3,1.84,3.47,188.0
2021,6,2,5.55,8.04,0.78,101.42,2.09,3.0,1.02,1.97,146.31,3.71,5.88,1.47,4.41,148.88
2021,6,3,3.88,7.81,1.02,101.01,2.87,4.32,1.72,2.6,190.31,5.12,6.41,2.94,3.48,192.69
2021,6,4,5.17,7.85,0.77,100.77,2.07,3.07,0.91,2.16,232.0,3.85,5.55,1.58,3.97,233.88
2021,6,5,8.01,8.17,0.6,100.99,1.78,2.49,0.45,2.04,196.06,3.7,6.11,0.63,5.48,196.25
2021,6,6,7.88,8.12,0.7,101.11,1.99,2.95,1.28,1.67,201.88,3.84,5.33,1.7,3.62,203.62
2021,6,7,6.4,7.76,0.73,101.18,2.09,3.24,1.66,1.58,200.94,3.87,5.17,2.39,2.78,202.12
2021,6,8,6.03,7.58,0.86,101.12,2.41,3.15,1.68,1.47,219.56,4.46,5.76,3.23,2.53,221.88
2021,6,9,4.17,7.36,0.5,100.95,1.27,1.84,0.23,1.6,286.5,2.23,4.09,0.3,3.77,287.81
2021,6,10,4.4,7.58,0.47,100.69,1.26,1.8,0.51,1.3,198.94,2.45,3.97,0.75,3.21,200.19
2021,6,11,3.15,7.4,0.71,100.21,1.91,2.73,1.14,1.59,89.12,3.26,4.25,1.42,2.83,93.06
2021,6,12,2.13,7.31,0.9,100.18,2.31,3.13,1.17,1.96,84.69,3.9,4.52,3.03,1.49,70.88
2021,6,13,7.33,8.19,0.48,100.51,1.37,2.45,0.79,1.66,114.56,2.58,5.34,0.95,4.39,115.75
2021,6,14,7.75,8.21,0.66,100.26,1.81,2.61,0.93,1.69,228.0,3.45,5.75,1.66,4.09,228.31
2021,6,15,7.75,8.19,0.98,100.25,2.59,3.52,1.3,2.22,295.94,4.66,5.74,3.4,2.34,295.88
2021,6,16,8.01,8.41,0.75,100.6,2.06,2.77,1.54,1.23,285.75,3.95,5.59,2.4,3.2,285.06
2021,6,17,8.67,8.73,0.82,100.93,2.16,2.8,1.04,1.76,282.31,3.81,5.8,1.77,4.04,282.19
2021,6,18,8.21,8.5,0.88,100.93,2.48,3.15,1.38,1.76,206.12,4.86,6.7,1.79,4.91,207.38
2021,6,19,6.22,7.65,0.91,100.41,2.5,3.55,1.07,2.48,235.44,4.62,5.9,1.89,4.01,236.31
2021,6,20,5.98,7.57,0.95,100.31,2.55,3.49,1.8,1.69,210.88,4.55,5.69,3.45,2.23,212.94
2021,6,21,7.49,7.79,0.78,99.93,2.21,3.59,1.12,2.48,219.44,4.25,7.08,1.62,5.46,221.88
2021,6,22,2.49,7.67,0.77,100.22,2.1,3.9,1.05,2.85,245.38,3.7,5.73,2.26,3.47,244.81
2021,6,23,8.02,8.55,0.76,101.49,2.02,2.77,1.4,1.37,48.19,3.66,5.98,2.18,3.8,47.62
2021,6,24,8.33,8.55,0.84,101.87,2.23,2.96,1.1,1.86,91.81,3.99,5.51,1.73,3.77,92.12
2021,6,25,6.71,8.09,0.6,101.73,1.6,3.07,0.56,2.51,134.19,3.02,4.74,0.78,3.96,136.88
2021,6,26,5.79,7.88,0.86,101.52,2.36,3.74,1.41,2.33,173.56,4.34,5.88,2.15,3.73,175.56
2021,6,27,7.14,8.01,0.79,101.5,2.21,2.81,1.67,1.13,184.0,4.2,6.02,2.94,3.08,185.44
2021,6,28,8.18,8.26,0.73,101.66,2.05,2.94,1.47,1.47,170.31,3.83,5.45,1.95,3.5,171.62
2021,6,29,8.05,8.27,0.72,101.63,1.98,2.77,1.44,1.34,207.25,3.84,6.12,2.25,3.88,208.56
2021,6,30,8.06,8.17,0.93,101.08,2.57,3.22,1.8,1.41,222.75,4.79,6.51,3.27,3.24,224.56
2021,7,1,5.64,8.01,0.95,100.48,2.41,3.96,0.98,2.98,237.56,4.3,6.17,2.03,4.14,238.75
2021,7,2,3.62,7.63,0.73,100.17,1.86,2.96,0.79,2.17,263.44,3.36,6.02,1.3,4.71,267.38
2021,7,3,7.45,8.27,0.9,100.31,2.43,3.25,1.49,1.76,309.0,4.53,5.73,3.24,2.49,310.25
2021,7,4,7.7,8.01,0.64,100.61,1.75,2.23,1.2,1.02,256.0,3.29,5.36,2.08,3.27,258.81
2021,7,5,7.04,7.83,0.57,100.98,1.62,2.28,0.64,1.63,188.0,3.16,6.15,0.9,5.24,190.81
2021,7,6,7.53,7.56,0.68,101.04,1.95,2.52,1.41,1.12,213.0,3.91,6.37,1.97,4.4,215.06
2021,7,7,7.37,7.7,0.8,100.84,2.25,2.8,1.71,1.09,211.38,4.33,6.41,2.38,4.03,213.19
2021,7,8,2.11,7.82,1.37,100.54,3.56,6.66,1.74,4.92,178.44,5.85,9.9,3.34,6.55,181.94
2021,7,9,6.81,7.77,0.8,100.54,2.15,3.7,1.48,2.2,234.81,3.81,6.68,2.34,4.34,237.12
2021,7,10,7.02,7.72,0.59,100.86,1.66,2.73,1.01,1.72,233.5,3.3,5.37,1.61,3.76,235.19
2021,7,11,5.95,7.7,0.89,100.92,2.45,3.33,1.7,1.62,164.0,4.49,5.66,2.73,2.94,165.88
2021,7,12,7.55,7.86,1.05,101.23,2.86,3.87,2.01,1.86,208.25,5.3,6.1,4.08,2.02,210.25
2021,7,13,6.97,7.9,0.95,101.49,2.64,3.86,1.86,2.0,211.81,4.91,6.15,3.84,2.31,213.25
2021,7,14,7.3,7.78,0.74,101.43,2.02,2.56,1.34,1.22,230.44,3.79,4.6,2.78,1.82,232.19
2021,7,15,7.05,7.55,0.49,101.16,1.38,1.91,0.74,1.17,233.12,2.89,5.29,1.12,4.16,234.75
2021,7,16,7.49,7.61,0.56,101.01,1.59,2.03,1.01,1.02,231.56,3.31,5.66,1.54,4.12,233.5
2021,7,17,6.87,7.67,0.9,101.0,2.44,3.91,1.49,2.42,210.5,4.56,6.34,2.49,3.86,212.38
2021,7,18,5.82,7.54,0.7,101.0,1.85,2.45,1.0,1.45,267.25,3.42,4.26,1.98,2.28,269.56
2021,7,19,4.27,7.31,0.5,101.01,1.28,1.66,0.44,1.21,193.38,2.46,4.27,0.86,3.41,178.69
2021,7,20,5.08,7.03,0.52,100.72,1.49,2.35,0.45,1.9,228.38,3.09,5.27,0.43,4.84,226.25
2021,7,21,6.16,6.73,0.64,100.59,1.72,2.11,1.05,1.06,257.06,3.3,5.27,1.68,3.59,259.38
2021,7,22,6.71,7.23,0.7,101.2,1.8,2.59,0.62,1.97,211.06,3.15,5.48,1.01,4.46,180.88
2021,7,23,6.5,7.39,0.44,101.28,1.09,2.03,0.52,1.51,229.19,2.01,4.66,0.88,3.78,228.38
2021,7,24,5.2,7.25,0.66,101.08,1.86,2.98,0.75,2.23,182.0,3.59,6.62,1.16,5.46,184.62
2021,7,25,5.49,7.06,1.02,100.71,2.8,3.66,2.04,1.62,203.38,5.15,6.48,4.12,2.35,205.56
2021,7,26,4.69,7.0,0.58,100.65,1.62,2.34,1.05,1.29,229.94,3.15,4.5,2.25,2.26,231.19
2021,7,27,6.86,7.25,0.41,100.72,1.15,1.81,0.1,1.7,262.31,2.3,4.58,0.2,4.38,267.0
2021,7,28,6.98,7.23,0.43,100.73,1.22,2.01,0.45,1.56,160.19,2.49,5.38,0.52,4.87,156.06
2021,7,29,6.05,6.66,0.69,100.59,1.87,2.69,1.02,1.66,220.38,3.61,6.56,1.73,4.84,222.06
2021,7,30,6.11,7.02,0.7,100.35,1.97,2.7,1.29,1.41,241.31,3.8,5.98,2.43,3.54,240.88
2021,7,31,5.42,7.07,0.55,100.68,1.52,2.49,0.48,2.02,119.19,3.04,5.45,0.63,4.81,133.94
2021,8,1,3.53,6.61,0.62,100.4,1.45,2.18,0.9,1.28,167.38,2.65,4.1,1.5,2.6,167.06
2021,8,2,7.0,7.27,0.6,100.86,1.69,2.95,0.28,2.66,189.5,3.13,4.68,0.44,4.24,187.38
2021,8,3,2.97,6.74,0.68,101.07,1.85,2.45,1.34,1.11,79.31,3.6,4.7,2.5,2.2,79.56
2021,8,4,5.27,6.77,1.04,101.01,2.74,4.7,1.2,3.49,40.12,4.78,6.99,3.02,3.97,40.69
2021,8,5,7.32,7.43,0.48,101.22,1.41,2.26,0.36,1.9,204.12,3.05,5.77,0.38,5.39,213.88
2021,8,6,7.28,7.59,0.62,101.36,1.71,2.88,0.38,2.5,168.56,3.22,5.1,0.6,4.5,167.25
2021,8,7,1.27,6.97,0.6,100.96,1.6,3.03,0.33,2.7,194.06,2.87,5.31,0.62,4.7,197.94
2021,8,8,6.6,7.22,0.49,101.08,1.48,2.21,0.2,2.02,255.81,2.83,4.84,0.23,4.62,268.19
2021,8,9,6.89,7.02,0.77,101.27,2.17,2.97,0.97,2.0,193.88,4.0,5.97,1.24,4.73,195.69
2021,8,10,6.55,6.9,0.81,101.23,2.27,2.91,1.74,1.17,194.31,4.25,5.43,3.09,2.34,196.38
2021,8,11,6.86,6.97,0.67,101.05,1.86,2.71,1.33,1.38,223.88,3.61,4.47,2.01,2.46,225.69
2021,8,12,6.81,6.92,0.62,101.0,1.75,2.34,1.24,1.09,225.94,3.62,5.92,1.81,4.1,228.06
2021,8,13,6.75,6.94,0.53,101.04,1.48,2.27,0.41,1.86,211.62,2.99,4.55,0.7,3.86,215.12
2021,8,14,6.07,6.85,0.46,101.12,1.27,1.66,0.73,0.93,222.94,2.57,4.2,1.31,2.89,225.75
2021,8,15,3.95,6.69,0.38,101.26,1.02,1.7,0.3,1.41,106.0,2.05,4.55,0.23,4.34,112.31
2021,8,16,4.15,6.9,0.66,101.22,1.81,2.3,1.35,0.96,128.19,3.65,4.3,2.8,1.49,129.81
2021,8,17,4.64,6.93,0.62,101.26,1.72,2.43,1.34,1.09,154.56,3.56,4.51,2.18,2.33,155.56
2021,8,18,4.88,6.8,1.2,101.12,3.29,4.98,1.94,3.05,171.56,5.98,7.72,4.55,3.16,174.31
2021,8,19,6.5,6.93,0.48,100.87,1.27,2.18,0.6,1.58,263.12,2.32,4.95,0.85,4.1,265.5
2021,8,20,4.22,6.52,0.61,100.53,1.61,2.4,0.88,1.52,235.12,3.11,4.13,1.52,2.61,235.25
2021,8,21,5.97,6.73,0.59,100.44,1.56,1.9,0.84,1.06,82.06,2.91,4.22,1.42,2.8,83.5
2021,8,22,5.76,6.81,0.45,100.46,1.19,1.75,0.8,0.95,239.44,2.41,4.24,1.16,3.08,243.0
2021,8,23,6.39,6.68,0.56,100.51,1.55,2.24,0.77,1.47,258.69,3.14,6.21,1.12,5.09,260.81
2021,8,24,6.58,6.57,0.58,100.82,1.41,2.01,0.13,1.88,282.56,2.6,5.2,0.16,5.03,282.81
2021,8,25,6.38,6.5,0.48,101.14,1.16,2.04,0.3,1.74,184.0,2.16,5.17,0.37,4.8,184.5
2021,8,26,6.33,6.51,0.52,101.2,1.46,1.97,0.65,1.33,209.12,2.88,5.19,0.77,4.41,210.62
2021,8,27,6.38,6.48,0.76,101.15,2.1,2.69,1.56,1.12,223.5,4.23,5.7,2.49,3.21,224.88
2021,8,28,6.36,6.52,0.52,101.3,1.45,1.99,1.12,0.88,186.88,2.98,5.45,1.53,3.92,186.06
2021,8,29,4.03,6.29,0.53,101.25,1.36,1.77,0.75,1.02,147.94,2.49,3.69,1.2,2.48,160.75
2021,8,30,6.18,6.45,0.52,100.59,1.33,2.07,0.84,1.23,243.62,2.48,4.09,1.17,2.92,244.75
2021,8,31,4.19,6.24,0.45,100.24,1.28,2.06,0.46,1.61,226.5,2.77,5.59,0.65,4.95,226.56
2021,9,1,3.63,6.25,1.35,99.66,3.61,5.8,1.85,3.95,196.56,6.23,9.21,4.3,4.91,198.81
2021,9,2,6.91,6.91,1.12,100.55,3.1,4.26,2.02,2.23,190.44,5.66,7.27,4.23,3.04,176.69
