YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M
2021,7,29,100.4,2.83,3.9,2.15,1.75,197.5,4.52,6.27,3.27,3.01,199.56,4.48,5.94,1.91
2021,7,30,100.22,4.27,5.64,2.71,2.93,280.06,6.12,7.86,5.07,2.79,279.56,6.83,7.73,2.93
2021,7,31,100.63,2.37,4.51,0.23,4.28,133.62,3.75,7.16,0.37,6.79,137.44,5.63,7.57,1.62
2021,8,1,100.32,2.23,3.94,0.3,3.64,200.94,3.3,5.02,0.35,4.67,201.31,3.46,6.49,1.54
2021,8,2,100.76,3.02,4.65,1.31,3.34,244.19,4.24,6.99,1.91,5.09,244.0,7.08,7.73,2.12
2021,8,3,101.03,2.1,3.29,0.23,3.06,99.94,2.98,5.41,0.28,5.14,100.25,4.48,7.47,1.43
2021,8,4,101.02,3.59,6.29,1.4,4.89,83.94,4.87,7.48,2.03,5.45,83.19,6.39,7.24,2.41
2021,8,5,101.05,2.3,3.17,0.78,2.4,230.69,3.41,6.3,1.19,5.11,230.81,7.24,7.39,1.57
2021,8,6,101.19,3.37,4.72,2.28,2.44,191.12,5.05,7.68,3.23,4.45,192.12,6.89,7.38,2.3
2021,8,7,100.95,2.66,3.73,2.16,1.57,130.38,3.99,5.46,2.51,2.95,130.25,1.85,6.91,1.8
2021,8,8,100.9,2.3,3.69,1.19,2.49,100.75,3.62,6.93,1.44,5.48,113.69,6.94,7.13,1.52
2021,8,9,101.1,2.88,4.27,1.8,2.48,181.94,4.27,7.09,2.12,4.98,184.62,6.07,6.72,1.94
2021,8,10,101.01,3.33,4.38,2.07,2.31,191.0,5.1,6.45,2.57,3.88,193.19,5.69,6.69,2.27
2021,8,11,100.83,2.58,3.82,1.6,2.22,216.0,3.98,5.05,1.9,3.15,218.12,5.93,6.96,1.75
2021,8,12,100.8,2.69,3.97,1.81,2.16,219.38,4.31,6.95,2.12,4.83,221.12,6.74,6.83,1.78
2021,8,13,100.88,1.82,2.58,0.27,2.31,206.69,2.81,4.47,0.47,4.0,237.81,5.56,6.86,1.17
2021,8,14,101.0,2.05,4.45,1.04,3.41,259.94,3.0,7.1,1.72,5.38,245.56,5.34,6.74,1.4
2021,8,15,101.26,3.28,5.23,1.6,3.63,81.94,4.71,7.27,2.38,4.91,82.0,2.93,6.57,2.25
2021,8,16,101.16,3.49,4.22,2.32,1.9,137.62,5.1,5.9,4.48,1.41,138.44,2.95,6.6,2.44
2021,8,17,101.15,3.27,3.66,2.53,1.13,157.94,5.09,6.41,3.65,2.76,159.44,4.05,6.71,2.23
2021,8,18,100.98,5.7,8.92,3.27,5.65,161.75,8.22,11.42,5.94,5.48,163.81,4.24,6.66,3.88
2021,8,19,100.69,3.38,5.27,1.79,3.48,276.25,5.1,6.9,3.14,3.76,277.0,5.86,6.79,2.27
2021,8,20,100.47,3.0,5.39,0.91,4.47,119.62,4.22,6.84,1.45,5.39,119.69,4.0,6.57,2.05
2021,8,21,100.37,1.82,2.57,0.87,1.7,138.19,2.48,3.26,1.38,1.88,137.19,5.76,6.61,1.18
2021,8,22,100.33,2.29,3.42,1.62,1.81,300.75,3.65,6.86,2.05,4.8,300.06,4.71,6.61,1.48
2021,8,23,100.26,3.37,4.53,2.15,2.39,276.5,5.34,6.55,3.89,2.66,278.06,6.18,6.59,2.19
2021,8,24,100.67,2.1,3.77,0.39,3.39,276.25,3.23,6.3,0.52,5.78,276.44,6.6,6.59,1.44
2021,8,25,101.02,1.85,2.7,0.63,2.06,175.12,2.77,5.45,0.8,4.66,176.69,6.34,6.49,1.22
2021,8,26,101.07,2.01,2.37,0.93,1.44,210.69,3.05,4.56,1.19,3.38,212.31,5.28,6.35,1.27
2021,8,27,100.99,1.58,2.4,0.32,2.08,229.56,2.18,4.12,0.4,3.73,230.88,5.81,6.31,1.05
2021,8,28,101.22,2.84,4.52,1.51,3.02,104.19,4.08,6.47,2.8,3.66,88.81,5.98,6.22,1.97
2021,8,29,101.16,1.72,3.43,0.34,3.09,95.06,2.49,5.0,0.19,4.81,92.56,3.03,6.26,1.18
2021,8,30,100.42,2.3,2.92,1.8,1.12,240.81,3.59,4.45,2.91,1.54,241.19,5.38,6.35,1.52
2021,8,31,100.12,1.8,2.91,0.34,2.57,221.19,2.8,4.84,0.5,4.34,221.5,3.41,6.04,1.19
2021,9,1,99.48,5.64,11.16,2.15,9.01,177.81,8.02,14.57,3.95,10.61,179.75,2.61,6.1,3.81
2021,9,2,100.42,5.61,9.49,3.11,6.38,340.25,7.94,12.87,5.58,7.29,341.38,6.85,6.96,3.76
2021,9,3,100.96,2.91,3.88,1.99,1.88,169.0,4.31,7.32,2.91,4.42,169.19,6.86,6.83,1.95
2021,9,4,100.8,1.89,3.95,0.74,3.2,205.62,3.0,7.25,0.94,6.31,207.12,5.7,6.52,1.25
2021,9,5,100.21,3.52,5.03,2.29,2.74,218.44,5.5,6.67,4.07,2.6,219.25,3.26,5.94,2.38
2021,9,6,100.33,3.56,4.81,2.56,2.25,289.94,5.59,6.73,3.84,2.9,291.44,6.41,6.47,2.32
2021,9,7,100.59,3.06,4.36,0.39,3.97,223.38,5.2,8.35,0.65,7.7,224.5,6.27,6.34,2.0
2021,9,8,100.14,4.57,5.52,2.16,3.38,198.69,6.96,8.62,4.48,4.14,200.0,5.37,6.05,3.1
2021,9,9,100.05,3.5,4.88,2.26,2.62,297.62,5.44,8.1,4.05,4.05,298.31,2.9,5.83,2.36
2021,9,10,100.75,4.63,6.88,1.98,4.89,317.62,6.4,8.47,2.9,5.57,318.44,6.08,6.35,3.15
2021,9,11,101.3,3.1,4.3,1.32,2.98,246.44,4.9,7.7,1.43,6.27,246.88,5.37,5.94,2.0
2021,9,12,101.14,4.03,5.68,3.1,2.58,221.44,6.63,7.98,5.09,2.88,222.75,5.15,5.16,2.67
2021,9,13,100.98,3.03,4.7,0.58,4.12,272.38,4.72,7.13,0.78,6.35,272.56,4.97,4.96,1.99
2021,9,14,100.79,2.49,3.51,1.16,2.34,195.31,4.09,7.02,1.2,5.82,196.81,4.48,4.89,1.57
2021,9,15,100.61,3.89,5.98,1.06,4.92,200.62,6.19,7.74,1.63,6.11,201.69,5.32,5.59,2.54
2021,9,16,101.08,2.87,3.93,0.52,3.41,76.69,4.37,5.95,0.83,5.12,77.81,3.17,5.14,1.93
2021,9,17,101.21,3.48,5.2,2.13,3.06,54.12,5.15,6.48,3.58,2.9,55.0,2.94,5.47,2.34
2021,9,18,100.99,1.64,2.3,0.82,1.48,211.69,2.47,3.79,0.95,2.84,212.69,4.74,5.6,1.02
2021,9,19,101.23,3.51,4.64,2.29,2.36,49.62,5.17,7.57,3.85,3.72,64.31,5.21,5.76,2.3
2021,9,20,101.63,3.84,4.98,2.63,2.34,118.12,5.77,8.27,4.54,3.72,118.94,4.23,5.7,2.53
2021,9,21,101.51,3.87,5.09,2.83,2.27,118.25,6.05,7.44,4.77,2.66,119.38,3.05,5.64,2.59
2021,9,22,100.59,6.4,8.31,3.98,4.32,142.88,9.2,11.52,6.96,4.55,144.5,2.13,5.36,4.33
2021,9,23,100.31,4.53,7.92,1.36,6.56,248.94,6.45,11.28,2.2,9.08,249.62,4.54,5.51,3.06
2021,9,24,100.99,2.61,4.65,0.33,4.33,292.81,3.67,5.67,0.41,5.26,292.69,6.01,5.97,1.73
2021,9,25,100.79,1.64,3.73,0.63,3.09,254.5,2.43,7.43,0.55,6.88,253.0,5.26,5.73,1.06
2021,9,26,100.77,4.63,5.89,2.98,2.91,288.94,6.95,8.71,5.67,3.04,290.0,5.78,5.76,3.06
2021,9,27,100.73,3.91,5.38,2.34,3.03,228.94,6.58,8.73,2.55,6.19,229.5,5.55,5.53,2.53
2021,9,28,100.35,3.84,5.23,2.62,2.62,256.25,6.38,7.57,4.8,2.77,257.06,2.41,4.86,2.48
2021,9,29,100.86,3.35,5.36,0.74,4.61,141.31,4.8,8.51,0.94,7.57,141.44,5.06,5.46,2.32
2021,9,30,101.16,3.23,4.02,1.95,2.08,245.0,4.95,6.75,2.86,3.88,245.25,5.51,5.49,2.06
2021,10,1,101.57,2.11,3.17,0.38,2.8,159.0,3.2,5.74,0.44,5.3,157.88,5.45,5.43,1.38
2021,10,2,101.23,2.84,4.27,1.4,2.87,215.75,4.25,5.69,2.21,3.48,215.94,5.18,5.24,1.74
2021,10,3,100.63,2.67,3.88,1.15,2.73,225.56,4.48,7.51,1.34,6.17,226.69,4.36,4.8,1.64
2021,10,4,100.53,2.82,3.84,1.4,2.44,206.31,4.63,6.61,1.96,4.65,207.94,4.01,4.78,1.81
2021,10,5,101.23,2.5,4.49,0.55,3.94,123.12,3.68,6.58,0.76,5.83,124.44,3.82,4.64,1.67
2021,10,6,101.77,3.27,4.44,2.02,2.42,97.38,4.88,5.88,3.64,2.23,98.44,1.23,4.64,2.2
2021,10,7,101.59,2.3,2.98,1.38,1.61,112.75,3.55,4.98,1.92,3.06,113.25,2.8,4.69,1.45
2021,10,8,101.16,2.04,2.85,0.93,1.92,136.19,3.1,5.43,1.16,4.27,136.81,2.98,4.7,1.26
2021,10,9,101.14,4.65,6.45,2.52,3.92,78.94,6.89,7.87,4.98,2.88,80.12,2.06,4.55,3.14
2021,10,10,100.91,5.45,7.59,3.6,3.99,50.69,7.55,9.45,5.83,3.63,52.31,1.91,4.63,3.77
2021,10,11,100.86,3.77,5.36,2.42,2.94,37.62,5.6,6.69,4.62,2.06,38.81,2.03,4.59,2.58
2021,10,12,100.94,2.52,3.84,1.62,2.23,70.81,3.86,5.39,2.09,3.3,72.25,2.2,4.55,1.68
2021,10,13,100.81,1.51,2.45,0.63,1.82,191.5,2.13,4.38,0.86,3.52,193.5,3.04,4.51,0.96
2021,10,14,100.64,2.56,4.12,0.83,3.29,319.5,3.87,6.29,1.18,5.11,320.06,4.39,4.55,1.68
2021,10,15,100.44,2.48,4.17,0.32,3.85,219.0,3.86,6.91,0.36,6.55,220.12,3.13,4.35,1.62
2021,10,16,99.98,5.91,10.55,3.95,6.59,236.62,8.52,13.31,6.96,6.35,237.69,2.22,4.13,4.03
2021,10,17,100.54,5.95,8.15,3.95,4.19,294.19,8.73,10.47,7.41,3.07,295.0,3.96,4.66,4.07
2021,10,18,100.72,5.51,7.93,3.41,4.52,297.19,8.4,9.95,6.8,3.15,297.56,4.72,4.71,3.7
2021,10,19,101.09,4.16,5.45,3.45,2.0,283.19,6.91,8.05,4.21,3.84,284.25,4.67,4.62,2.69
2021,10,20,101.1,3.89,5.59,2.5,3.09,262.62,6.23,8.04,4.2,3.84,263.44,4.56,4.52,2.45
2021,10,21,100.65,3.52,6.04,0.62,5.43,223.75,5.59,10.11,0.69,9.42,224.56,4.42,4.43,2.23
2021,10,22,100.49,3.36,5.59,1.91,3.68,276.75,5.14,9.14,2.95,6.19,291.62,3.03,4.19,2.2
2021,10,23,100.7,3.09,5.11,1.26,3.85,316.44,4.84,7.19,1.46,5.73,315.5,2.86,4.07,2.03
2021,10,24,101.09,3.43,5.08,1.64,3.44,137.75,5.46,8.83,2.78,6.05,139.56,3.86,4.03,2.27
2021,10,25,100.25,4.41,6.84,2.02,4.82,169.56,7.02,9.02,3.8,5.21,170.81,3.49,3.99,2.93
2021,10,26,99.29,8.44,12.05,1.34,10.71,292.56,11.3,15.11,2.8,12.31,308.81,3.42,4.02,5.79
2021,10,27,99.96,6.52,9.38,2.84,6.54,248.69,9.24,11.77,5.54,6.23,249.81,4.12,4.1,4.39
2021,10,28,100.36,3.58,6.21,2.48,3.74,95.12,5.42,8.35,2.99,5.37,95.81,2.72,3.92,2.35
2021,10,29,99.33,7.72,11.52,2.69,8.83,122.69,10.35,15.27,3.75,11.51,124.12,1.31,3.81,5.3
2021,10,30,99.21,2.86,4.59,0.9,3.7,199.5,4.27,5.98,1.55,4.43,199.12,2.17,3.86,1.94
2021,10,31,99.82,4.56,7.23,2.66,4.58,268.5,7.18,9.36,5.02,4.34,269.25,2.84,3.8,3.01
2021,11,1,101.19,4.08,6.37,2.59,3.77,303.62,6.3,8.88,3.98,4.9,304.12,4.0,4.01,2.64
2021,11,2,101.52,3.02,4.11,1.92,2.19,314.31,4.66,7.19,3.41,3.77,314.06,1.09,3.49,1.88
2021,11,3,101.77,3.78,5.83,2.23,3.6,258.75,5.8,7.76,3.45,4.31,259.38,3.95,4.03,2.46
2021,11,4,101.76,2.48,3.3,1.48,1.83,22.31,3.72,5.39,1.83,3.57,22.25,2.66,3.76,1.48
2021,11,5,101.92,3.55,4.77,2.3,2.47,125.69,5.4,7.69,3.77,3.93,126.25,3.74,3.86,2.27
2021,11,6,101.85,3.62,5.05,2.66,2.39,52.75,5.56,6.83,4.17,2.66,53.62,3.33,3.82,2.23
2021,11,7,101.34,3.8,4.71,2.42,2.29,73.75,6.06,8.23,4.3,3.94,74.25,3.41,3.85,2.41
2021,11,8,101.29,4.06,5.62,2.26,3.36,329.56,6.17,8.72,3.36,5.36,330.5,3.69,3.63,2.59
2021,11,9,101.18,3.3,3.78,2.29,1.48,258.62,5.72,7.84,2.55,5.3,259.31,3.58,3.64,1.88
2021,11,10,101.16,3.59,5.35,1.65,3.7,212.69,5.95,8.86,2.49,6.37,228.12,3.39,3.39,2.15
2021,11,11,101.22,4.83,7.23,3.36,3.88,127.62,7.69,10.99,5.65,5.34,128.94,2.67,3.31,3.16
2021,11,12,100.55,4.83,7.49,1.83,5.66,216.88,7.09,11.2,3.22,7.98,217.69,2.76,3.39,3.13
2021,11,13,100.37,5.27,9.3,2.98,6.31,251.69,8.09,11.6,5.38,6.22,252.12,2.37,3.42,3.47
2021,11,14,100.53,3.88,5.81,3.23,2.59,231.38,6.42,7.48,4.0,3.48,231.88,2.12,3.37,2.55
2021,11,15,100.65,5.8,9.22,3.32,5.9,276.31,8.94,11.47,6.38,5.09,276.94,3.05,3.47,3.87
2021,11,16,101.4,3.03,3.92,0.88,3.05,237.06,4.76,7.3,1.15,6.16,237.31,2.6,3.34,1.95
2021,11,17,101.39,3.16,4.23,2.09,2.14,163.31,5.44,8.39,2.41,5.98,164.12,2.91,3.12,1.91
2021,11,18,100.9,5.75,8.2,3.87,4.34,236.75,9.04,11.51,6.77,4.73,237.38,3.18,3.18,3.78
2021,11,19,102.01,5.8,8.16,2.92,5.23,315.19,8.65,10.2,5.55,4.65,316.0,3.49,3.46,3.95
2021,11,20,102.41,3.12,3.88,2.29,1.59,187.94,5.03,7.06,2.76,4.3,188.62,2.27,3.33,1.91
2021,11,21,101.43,3.42,4.85,2.23,2.62,195.81,5.73,7.82,2.74,5.08,196.44,1.85,3.03,2.21
2021,11,22,100.55,4.88,7.84,2.58,5.25,297.5,7.27,10.09,4.87,5.23,297.88,1.68,3.13,3.3
2021,11,23,101.24,5.32,7.48,3.69,3.8,315.38,8.13,9.16,6.77,2.39,316.25,3.26,3.33,3.59
2021,11,24,101.94,2.91,3.7,1.62,2.08,259.62,4.84,7.04,1.85,5.18,259.94,3.12,3.19,1.8
2021,11,25,100.92,2.84,3.61,1.88,1.73,226.31,4.94,7.49,2.09,5.41,227.06,2.68,3.04,1.7
2021,11,26,100.23,7.87,12.08,3.08,8.99,290.19,10.98,15.21,6.2,9.01,291.25,2.85,3.17,5.38
2021,11,27,100.73,5.09,7.42,1.51,5.91,271.88,7.2,10.15,2.12,8.02,272.62,3.07,3.13,3.45
2021,11,28,100.23,3.21,5.81,2.02,3.79,257.31,5.12,8.87,3.05,5.81,257.31,2.7,2.99,1.99
2021,11,29,100.73,5.19,8.09,2.84,5.25,308.0,7.9,10.07,5.16,4.91,308.06,2.5,3.11,3.44
2021,11,30,100.78,3.65,6.09,2.45,3.64,239.06,5.78,7.57,4.49,3.09,239.69,2.67,2.96,2.22
2021,12,1,101.16,3.11,4.7,0.48,4.22,231.0,5.39,8.12,0.7,7.42,231.69,2.59,2.93,1.81
2021,12,2,100.11,5.03,6.84,3.43,3.41,227.25,8.69,11.37,5.83,5.55,228.19,2.03,2.8,3.23
2021,12,3,100.81,3.69,6.01,0.7,5.3,268.19,5.76,10.73,0.94,9.8,268.44,2.27,2.89,2.41
2021,12,4,101.13,2.58,3.73,1.07,2.66,207.38,4.12,7.23,1.44,5.8,207.12,2.64,2.79,1.47
2021,12,5,101.64,3.31,4.02,2.42,1.6,140.88,5.55,7.91,2.68,5.23,141.5,1.92,2.8,1.99
2021,12,6,100.36,6.97,12.15,2.62,9.52,223.5,10.2,16.0,4.42,11.58,224.12,2.06,2.61,4.62
2021,12,7,101.4,3.29,7.34,1.86,5.48,257.69,4.92,10.59,2.7,7.89,257.81,2.39,3.0,2.16
2021,12,8,100.82,3.07,6.2,1.84,4.35,196.94,4.92,9.51,2.2,7.31,198.06,1.33,2.66,1.95
2021,12,9,101.43,3.02,4.81,0.32,4.49,234.31,5.18,8.09,0.41,7.68,235.5,1.64,2.85,1.88
2021,12,10,101.1,3.09,4.91,1.69,3.22,179.25,5.35,8.67,2.5,6.17,180.88,1.49,2.56,1.96
2021,12,11,100.08,6.74,10.82,2.85,7.97,203.06,9.86,14.4,5.7,8.71,204.25,0.56,2.43,4.52
2021,12,12,101.47,5.27,8.51,2.92,5.58,285.81,7.59,11.88,5.16,6.72,286.69,3.03,2.99,3.46
2021,12,13,101.83,3.11,3.88,2.2,1.66,249.12,4.96,7.2,2.71,4.48,249.56,2.89,2.91,1.76
2021,12,14,102.38,3.54,4.32,2.1,2.23,186.44,5.94,7.44,3.43,4.01,172.0,2.86,2.83,2.04
2021,12,15,102.33,2.93,3.52,2.23,1.28,128.38,4.85,7.09,2.81,4.27,128.88,2.49,2.68,1.81
2021,12,16,101.08,5.31,6.53,3.56,2.97,204.94,8.52,10.55,6.95,3.6,205.94,2.63,2.71,3.49
2021,12,17,101.2,3.27,5.47,1.7,3.77,228.5,5.82,9.19,3.06,6.12,228.75,1.79,2.59,1.91
2021,12,18,100.75,2.98,4.01,1.89,2.12,133.44,4.98,7.76,3.24,4.52,134.88,0.76,2.27,1.93
2021,12,19,101.13,6.31,7.84,3.91,3.93,325.62,8.98,10.21,7.3,2.9,326.0,1.44,2.76,4.36
2021,12,20,101.78,2.91,3.99,1.16,2.84,116.69,4.82,7.55,1.19,6.36,116.69,2.91,2.91,1.8
2021,12,21,100.9,1.96,3.12,0.13,2.99,159.56,3.16,5.89,0.47,5.43,159.69,1.31,2.84,1.25
2021,12,22,100.09,5.59,9.55,0.97,8.59,311.12,8.25,12.05,1.66,10.39,311.06,2.86,2.85,3.82
2021,12,23,101.38,3.56,4.89,1.33,3.56,256.56,5.79,8.24,1.8,6.44,256.81,2.71,2.81,2.37
2021,12,24,100.7,3.68,6.68,1.46,5.21,193.81,6.13,10.12,1.76,8.37,195.0,2.15,2.67,2.43
2021,12,25,99.47,5.48,7.7,3.49,4.2,234.81,9.12,11.77,7.74,4.02,235.69,1.7,2.5,3.56
2021,12,26,100.59,4.09,5.08,3.37,1.71,312.56,7.27,9.4,5.84,3.55,312.62,2.77,2.77,2.54
2021,12,27,100.73,3.01,4.8,1.57,3.23,106.12,4.53,6.84,2.9,3.95,108.62,0.76,2.43,2.05
2021,12,28,100.26,2.95,4.38,1.09,3.29,241.12,4.92,8.28,1.26,7.02,242.5,1.46,2.66,1.92
2021,12,29,100.19,2.16,4.21,0.62,3.59,114.19,3.62,7.27,0.67,6.6,114.06,1.11,2.43,1.41
2021,12,30,100.45,2.2,2.85,1.31,1.54,123.88,3.81,5.91,1.57,4.34,124.62,1.11,2.46,1.32
2021,12,31,100.47,2.77,4.27,1.85,2.41,184.5,4.62,6.68,3.27,3.41,185.69,1.74,2.6,1.64
2022,1,1,99.79,3.27,5.68,1.27,4.41,185.5,5.75,9.62,2.12,7.52,187.69,0.72,2.34,2.02
2022,1,2,99.8,4.26,7.92,1.41,6.52,294.94,6.56,10.95,2.84,8.11,295.0,0.96,2.53,2.79
2022,1,3,101.03,7.8,11.26,4.52,6.73,176.88,10.31,14.09,7.24,6.85,177.75,0.65,2.82,5.45
2022,1,4,102.02,2.95,4.41,0.59,3.84,212.12,4.77,7.86,0.66,7.2,212.38,3.01,3.03,1.9
2022,1,5,100.53,4.66,5.47,3.71,1.76,200.69,7.26,8.52,5.66,2.88,201.5,1.04,2.93,3.15
2022,1,6,100.48,4.24,6.18,2.51,3.66,218.19,6.8,9.87,2.98,6.88,218.06,2.15,2.97,2.85
2022,1,7,101.01,7.8,10.43,5.38,5.05,282.06,10.42,12.94,7.3,5.62,283.38,2.96,3.09,5.51
2022,1,8,102.61,3.91,5.53,0.33,5.2,219.69,5.72,8.1,0.3,7.79,221.25,3.02,3.08,2.65
2022,1,9,101.48,6.02,7.37,5.27,2.09,216.75,8.97,10.99,7.49,3.5,217.94,0.5,2.81,4.13
2022,1,10,101.54,7.02,8.67,5.04,3.63,308.56,9.8,12.12,8.2,3.92,308.75,3.08,3.2,4.95
2022,1,11,102.42,4.59,8.05,0.35,7.69,279.12,6.07,10.68,0.59,10.09,279.69,3.17,3.24,3.29
2022,1,12,101.4,4.87,6.91,2.77,4.15,205.44,7.53,9.12,4.69,4.43,206.38,2.81,3.06,3.21
2022,1,13,100.55,2.2,3.74,0.94,2.8,137.69,3.52,7.09,1.25,5.84,137.69,1.76,2.93,1.22
2022,1,14,100.33,6.87,9.5,3.97,5.53,302.0,10.03,11.9,7.8,4.1,302.69,1.73,2.93,4.73
2022,1,15,101.68,5.34,7.54,3.3,4.23,99.81,7.02,9.34,4.45,4.89,100.31,2.17,3.3,3.82
2022,1,16,100.89,6.22,10.83,3.31,7.52,66.25,8.36,15.97,5.16,10.8,68.25,0.63,3.04,4.36
2022,1,17,98.47,9.98,11.64,7.34,4.29,245.69,13.3,15.02,9.65,5.38,247.31,1.6,3.08,7.05
2022,1,18,100.86,5.65,9.13,1.88,7.26,275.31,8.07,12.66,2.66,9.99,276.31,2.5,3.3,3.84
2022,1,19,101.02,5.12,7.43,3.59,3.84,204.25,8.55,9.88,6.9,2.97,204.94,2.49,3.15,3.36
2022,1,20,101.4,5.47,7.1,2.67,4.43,288.69,7.91,9.33,5.03,4.3,289.12,0.92,3.15,3.74
2022,1,21,102.36,5.82,7.95,4.06,3.89,12.38,7.38,10.18,5.51,4.66,13.31,2.64,3.4,4.2
2022,1,22,101.85,3.32,5.25,1.43,3.83,127.19,4.48,6.83,1.55,5.28,127.69,3.48,3.53,2.28
2022,1,23,100.5,3.2,4.24,2.36,1.88,233.88,5.43,7.91,2.8,5.11,235.12,2.57,3.36,2.06
2022,1,24,100.32,3.92,5.04,0.57,4.47,208.94,6.43,8.64,0.66,7.98,211.0,2.64,3.28,2.65
2022,1,25,100.73,4.45,6.29,2.65,3.64,299.38,6.86,9.38,4.02,5.36,299.56,1.93,3.35,2.99
2022,1,26,101.96,4.24,5.65,2.62,3.02,257.38,6.02,7.78,4.18,3.59,242.38,3.69,3.71,2.95
2022,1,27,101.97,2.91,4.16,2.05,2.11,153.88,4.2,6.56,2.89,3.67,154.62,3.62,3.67,1.97
2022,1,28,100.95,3.08,6.64,0.41,6.23,110.88,4.39,8.66,0.59,8.06,111.62,1.68,3.03,2.15
2022,1,29,100.37,9.95,11.41,7.22,4.2,315.0,12.67,13.83,10.23,3.59,301.38,2.99,3.83,7.09
2022,1,30,101.02,3.23,6.08,1.62,4.45,227.25,4.9,8.93,2.77,6.16,228.19,2.14,3.73,2.23
2022,1,31,101.69,3.68,5.16,2.97,2.19,79.06,5.64,6.47,4.12,2.36,80.06,2.89,3.38,2.48
2022,2,1,102.26,3.3,3.75,2.55,1.2,91.5,5.34,6.93,3.2,3.74,92.56,3.33,3.52,2.07
2022,2,2,101.99,2.97,4.29,1.5,2.79,134.88,4.43,7.62,1.71,5.91,135.94,3.2,3.59,2.02
2022,2,3,101.3,3.84,6.1,1.82,4.27,178.0,6.73,10.42,3.52,6.91,179.31,0.93,3.46,2.45
2022,2,4,100.58,6.37,8.03,2.43,5.6,291.88,9.0,12.62,4.06,8.57,292.25,0.56,3.36,4.42
2022,2,5,101.92,6.75,10.18,3.07,7.12,277.19,9.11,12.45,5.39,7.05,277.44,4.13,4.16,4.81
2022,2,6,102.45,3.04,3.79,2.35,1.44,106.25,4.42,5.3,3.5,1.81,107.25,4.14,4.08,2.09
2022,2,7,101.46,1.62,2.58,0.31,2.27,121.69,2.38,3.55,0.4,3.15,123.5,2.03,3.84,0.98
2022,2,8,100.92,4.48,6.84,1.62,5.23,274.25,6.91,8.47,2.21,6.25,274.25,4.03,4.06,2.91
2022,2,9,100.78,3.78,5.29,1.64,3.66,159.81,6.27,10.34,2.26,8.08,160.88,4.15,4.08,2.41
2022,2,10,100.45,4.4,7.46,2.13,5.32,267.88,7.15,9.77,3.27,6.52,267.5,3.86,4.17,2.7
2022,2,11,100.54,4.81,7.69,0.76,6.93,223.19,7.55,12.85,1.02,11.83,223.81,4.23,4.17,3.22
2022,2,12,100.78,4.81,6.7,3.37,3.34,260.19,7.99,11.09,5.66,5.44,259.94,2.97,4.02,3.12
2022,2,13,101.13,4.5,5.51,3.1,2.41,223.25,6.24,6.91,5.33,1.59,223.19,1.14,3.92,3.14
2022,2,14,101.59,4.22,5.95,2.78,3.17,321.31,5.89,7.1,4.13,2.97,320.94,3.77,4.45,3.02
2022,2,15,102.8,2.41,4.57,1.0,3.57,252.25,3.73,7.45,1.45,5.98,251.88,4.45,4.48,1.63
2022,2,16,102.53,5.14,6.77,3.88,2.9,170.94,8.39,10.84,6.15,4.69,172.0,3.67,4.34,3.47
2022,2,17,100.86,7.52,12.04,4.47,7.56,189.06,11.86,17.45,8.38,9.07,190.44,2.09,4.09,5.05
2022,2,18,100.35,9.06,13.45,2.67,10.78,288.75,12.26,16.9,4.29,12.61,289.06,3.96,4.65,6.35
2022,2,19,101.23,7.58,14.23,2.45,11.78,272.12,10.16,17.62,3.84,13.78,272.19,4.37,4.79,5.3
2022,2,20,102.15,3.54,5.47,0.35,5.12,225.38,5.52,9.81,0.4,9.41,227.31,4.9,4.88,2.46
2022,2,21,101.72,3.77,4.37,2.98,1.38,189.94,6.41,9.03,3.53,5.51,191.31,4.78,4.74,2.44
2022,2,22,101.19,6.84,9.92,3.25,6.67,190.5,10.46,14.51,6.3,8.21,191.81,1.11,4.1,4.54
2022,2,23,101.03,6.5,8.05,5.2,2.86,273.19,9.45,11.27,6.85,4.42,273.56,3.27,4.49,4.43
2022,2,24,102.03,4.15,5.66,2.91,2.75,68.69,5.23,7.38,3.3,4.08,69.5,0.89,4.35,3.03
2022,2,25,101.3,6.51,10.3,3.14,7.16,252.81,8.88,13.69,4.13,9.55,253.56,3.58,4.62,4.61
2022,2,26,102.11,3.48,5.55,1.41,4.14,310.31,4.97,8.08,2.05,6.02,310.38,3.95,4.96,2.44
2022,2,27,101.17,4.71,6.73,2.59,4.15,278.88,7.58,11.04,4.69,6.35,279.56,4.57,5.05,3.12
2022,2,28,101.52,4.01,5.92,1.66,4.27,141.12,6.39,8.77,1.77,7.01,169.31,4.79,5.02,2.74
2022,3,1,101.07,4.28,5.69,3.39,2.3,189.19,6.98,8.81,5.95,2.87,190.0,2.98,4.85,2.76
2022,3,2,100.75,3.28,4.41,1.46,2.95,281.81,5.3,8.95,2.27,6.69,282.0,4.6,4.92,2.13
2022,3,3,101.15,6.35,7.35,4.52,2.84,292.81,8.95,10.09,6.26,3.83,277.56,3.55,5.02,4.46
2022,3,4,102.38,2.71,4.69,0.88,3.8,127.56,4.33,7.76,1.2,6.55,129.38,5.31,5.29,1.79
2022,3,5,102.0,4.47,5.98,2.56,3.41,150.75,6.7,9.66,4.59,5.06,152.5,4.73,4.86,3.01
