Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4405741,-,b'Virginia',b'United States',38.48,-78.63,-5,295,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,1,0,0,0,-0.1,0,0,0,1,-3.6,0,0,0,0.356,77.08,164.11,0.12,969,0.7000000000000001,282,0.9
2020,1,1,1,0,0,-0.4,0,0,0,4,-3.8000000000000003,0,0,0,0.36,77.67,162.12,0.12,969,0.7000000000000001,285,0.9
2020,1,1,2,0,0,-0.8,0,0,0,0,-4,0,0,0,0.363,78.9,153.3,0.12,969,0.7000000000000001,289,0.9
2020,1,1,3,0,0,-1.1,0,0,0,0,-4.2,0,0,0,0.362,79.53,142.26,0.12,969,0.7000000000000001,292,0.9
2020,1,1,4,0,0,-1.4000000000000001,0,0,0,0,-4.4,0,0,0,0.36,79.77,130.61,0.12,969,0.6000000000000001,295,0.9
2020,1,1,5,0,0,-1.8,0,0,0,0,-4.800000000000001,0,0,0,0.358,80.15,118.9,0.12,970,0.6000000000000001,297,0.8
2020,1,1,6,0,0,-2.1,0,0,0,0,-5.1000000000000005,0,0,0,0.355,79.86,107.42,0.12,970,0.6000000000000001,296,0.8
2020,1,1,7,0,0,-2.3000000000000003,0,0,0,0,-5.300000000000001,0,0,0,0.35000000000000003,79.79,96.41,0.12,971,0.5,294,0.7000000000000001
2020,1,1,8,0,24,0.30000000000000004,24,394,52,0,-4.4,394,0,52,0.34400000000000003,70.54,85.95,0.12,972,0.5,289,1
2020,1,1,9,0,49,2.6,49,719,211,0,-5.2,719,0,211,0.341,56.300000000000004,76.93,0.12,973,0.5,285,1.9000000000000001
2020,1,1,10,0,58,4.1000000000000005,58,858,360,0,-5.5,858,0,360,0.342,49.59,69.42,0.12,973,0.5,282,2.1
2020,1,1,11,0,62,5.5,62,921,464,0,-5.6000000000000005,921,0,464,0.342,44.72,64.11,0.12,973,0.5,277,2.2
2020,1,1,12,0,62,6.7,62,948,513,0,-5.6000000000000005,948,0,513,0.34,41.15,61.6,0.12,972,0.5,274,2.2
2020,1,1,13,0,58,7.5,58,950,501,0,-5.6000000000000005,950,0,501,0.336,39.06,62.24,0.12,972,0.5,278,2.2
2020,1,1,14,0,53,7.7,53,922,429,0,-5.4,922,0,429,0.335,39.12,65.93,0.12,972,0.5,282,2.1
2020,1,1,15,0,46,7,46,850,305,0,-4.7,850,0,305,0.334,43.06,72.2,0.12,972,0.5,284,1.7000000000000002
2020,1,1,16,0,34,3.9000000000000004,34,685,148,0,-2.8000000000000003,685,0,148,0.331,61.68,80.4,0.12,973,0.5,284,0.7000000000000001
2020,1,1,17,0,0,0.6000000000000001,0,0,0,0,-3.7,0,0,0,0.33,72.69,89.63,0.12,974,0.5,281,0.8
2020,1,1,18,0,0,0,0,0,0,0,-4.1000000000000005,0,0,0,0.332,73.97,100.73,0.12,974,0.5,276,0.8
2020,1,1,19,0,0,-0.6000000000000001,0,0,0,0,-4.3,0,0,0,0.336,75.78,111.97,0.12,975,0.5,266,0.8
2020,1,1,20,0,0,-1.2000000000000002,0,0,0,0,-4.4,0,0,0,0.339,78.62,123.57000000000001,0.12,975,0.4,257,0.8
