YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2MDEW,T2MWET,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,DATE
2021,9,30,5.51,5.49,0.73,16.74,10.83,13.78,101.16,3.23,4.02,1.95,2.08,245.0,4.95,6.75,2.86,3.88,245.25,2021-09-30
2021,10,1,5.45,5.43,0.73,16.41,9.37,12.9,101.57,2.11,3.17,0.38,2.8,159.0,3.2,5.74,0.44,5.3,157.88,2021-10-01
2021,10,2,5.18,5.24,0.7,18.52,14.4,16.46,101.23,2.84,4.27,1.4,2.87,215.75,4.25,5.69,2.21,3.48,215.94,2021-10-02
2021,10,3,4.36,4.8,0.59,21.41,16.54,18.98,100.63,2.67,3.88,1.15,2.73,225.56,4.48,7.51,1.34,6.17,226.69,2021-10-03
2021,10,4,4.01,4.78,0.55,22.17,19.18,20.68,100.53,2.82,3.84,1.4,2.44,206.31,4.63,6.61,1.96,4.65,207.94,2021-10-04
2021,10,5,3.82,4.64,0.53,21.59,19.36,20.48,101.23,2.5,4.49,0.55,3.94,123.12,3.68,6.58,0.76,5.83,124.44,2021-10-05
2021,10,6,1.23,4.64,0.17,20.76,18.07,19.41,101.77,3.27,4.44,2.02,2.42,97.38,4.88,5.88,3.64,2.23,98.44,2021-10-06
2021,10,7,2.8,4.69,0.39,20.29,16.49,18.39,101.59,2.3,2.98,1.38,1.61,112.75,3.55,4.98,1.92,3.06,113.25,2021-10-07
2021,10,8,2.98,4.7,0.42,20.83,16.3,18.56,101.16,2.04,2.85,0.93,1.92,136.19,3.1,5.43,1.16,4.27,136.81,2021-10-08
2021,10,9,2.06,4.55,0.3,19.55,16.45,18.01,101.14,4.65,6.45,2.52,3.92,78.94,6.89,7.87,4.98,2.88,80.12,2021-10-09
2021,10,10,1.91,4.63,0.27,20.73,17.93,19.33,100.91,5.45,7.59,3.6,3.99,50.69,7.55,9.45,5.83,3.63,52.31,2021-10-10
2021,10,11,2.03,4.59,0.3,19.57,15.81,17.69,100.86,3.77,5.36,2.42,2.94,37.62,5.6,6.69,4.62,2.06,38.81,2021-10-11
2021,10,12,2.2,4.55,0.33,19.57,17.14,18.36,100.94,2.52,3.84,1.62,2.23,70.81,3.86,5.39,2.09,3.3,72.25,2021-10-12
2021,10,13,3.04,4.51,0.45,20.51,16.77,18.64,100.81,1.51,2.45,0.63,1.82,191.5,2.13,4.38,0.86,3.52,193.5,2021-10-13
2021,10,14,4.39,4.55,0.66,20.19,14.4,17.29,100.64,2.56,4.12,0.83,3.29,319.5,3.87,6.29,1.18,5.11,320.06,2021-10-14
2021,10,15,3.13,4.35,0.48,22.13,15.52,18.83,100.44,2.48,4.17,0.32,3.85,219.0,3.86,6.91,0.36,6.55,220.12,2021-10-15
2021,10,16,2.22,4.13,0.34,19.33,15.43,17.38,99.98,5.91,10.55,3.95,6.59,236.62,8.52,13.31,6.96,6.35,237.69,2021-10-16
2021,10,17,3.96,4.66,0.61,13.66,6.34,10.0,100.54,5.95,8.15,3.95,4.19,294.19,8.73,10.47,7.41,3.07,295.0,2021-10-17
2021,10,18,4.72,4.71,0.73,13.33,5.92,9.62,100.72,5.51,7.93,3.41,4.52,297.19,8.4,9.95,6.8,3.15,297.56,2021-10-18
2021,10,19,4.67,4.62,0.73,14.4,6.43,10.42,101.09,4.16,5.45,3.45,2.0,283.19,6.91,8.05,4.21,3.84,284.25,2021-10-19
2021,10,20,4.56,4.52,0.73,16.89,8.88,12.89,101.1,3.89,5.59,2.5,3.09,262.62,6.23,8.04,4.2,3.84,263.44,2021-10-20
2021,10,21,4.42,4.43,0.71,17.68,9.95,13.82,100.65,3.52,6.04,0.62,5.43,223.75,5.59,10.11,0.69,9.42,224.56,2021-10-21
2021,10,22,3.03,4.19,0.49,16.69,9.75,13.22,100.49,3.36,5.59,1.91,3.68,276.75,5.14,9.14,2.95,6.19,291.62,2021-10-22
2021,10,23,2.86,4.07,0.47,14.93,9.69,12.31,100.7,3.09,5.11,1.26,3.85,316.44,4.84,7.19,1.46,5.73,315.5,2021-10-23
2021,10,24,3.86,4.03,0.64,15.44,9.79,12.61,101.09,3.43,5.08,1.64,3.44,137.75,5.46,8.83,2.78,6.05,139.56,2021-10-24
2021,10,25,3.49,3.99,0.59,18.58,15.14,16.87,100.25,4.41,6.84,2.02,4.82,169.56,7.02,9.02,3.8,5.21,170.81,2021-10-25
2021,10,26,3.42,4.02,0.58,14.28,10.05,12.17,99.29,8.44,12.05,1.34,10.71,292.56,11.3,15.11,2.8,12.31,308.81,2021-10-26
2021,10,27,4.12,4.1,0.7,14.59,9.87,12.23,99.96,6.52,9.38,2.84,6.54,248.69,9.24,11.77,5.54,6.23,249.81,2021-10-27
2021,10,28,2.72,3.92,0.47,14.27,10.73,12.51,100.36,3.58,6.21,2.48,3.74,95.12,5.42,8.35,2.99,5.37,95.81,2021-10-28
2021,10,29,1.31,3.81,0.23,15.13,14.25,14.69,99.33,7.72,11.52,2.69,8.83,122.69,10.35,15.27,3.75,11.51,124.12,2021-10-29
2021,10,30,2.17,3.86,0.38,13.98,11.3,12.64,99.21,2.86,4.59,0.9,3.7,199.5,4.27,5.98,1.55,4.43,199.12,2021-10-30
2021,10,31,2.84,3.8,0.51,13.01,10.2,11.61,99.82,4.56,7.23,2.66,4.58,268.5,7.18,9.36,5.02,4.34,269.25,2021-10-31
2021,11,1,4.0,4.01,0.72,11.12,5.94,8.53,101.19,4.08,6.37,2.59,3.77,303.62,6.3,8.88,3.98,4.9,304.12,2021-11-01
2021,11,2,1.09,3.49,0.2,7.36,5.01,6.19,101.52,3.02,4.11,1.92,2.19,314.31,4.66,7.19,3.41,3.77,314.06,2021-11-02
2021,11,3,3.95,4.03,0.73,6.15,0.69,3.42,101.77,3.78,5.83,2.23,3.6,258.75,5.8,7.76,3.45,4.31,259.38,2021-11-03
2021,11,4,2.66,3.76,0.49,5.93,0.44,3.19,101.76,2.48,3.3,1.48,1.83,22.31,3.72,5.39,1.83,3.57,22.25,2021-11-04
2021,11,5,3.74,3.86,0.7,5.57,-0.05,2.76,101.92,3.55,4.77,2.3,2.47,125.69,5.4,7.69,3.77,3.93,126.25,2021-11-05
2021,11,6,3.33,3.82,0.63,6.53,2.48,4.51,101.85,3.62,5.05,2.66,2.39,52.75,5.56,6.83,4.17,2.66,53.62,2021-11-06
2021,11,7,3.41,3.85,0.65,7.33,2.82,5.08,101.34,3.8,4.71,2.42,2.29,73.75,6.06,8.23,4.3,3.94,74.25,2021-11-07
2021,11,8,3.69,3.63,0.71,10.6,6.45,8.52,101.29,4.06,5.62,2.26,3.36,329.56,6.17,8.72,3.36,5.36,330.5,2021-11-08
2021,11,9,3.58,3.64,0.7,11.96,7.64,9.8,101.18,3.3,3.78,2.29,1.48,258.62,5.72,7.84,2.55,5.3,259.31,2021-11-09
2021,11,10,3.39,3.39,0.66,13.65,9.13,11.39,101.16,3.59,5.35,1.65,3.7,212.69,5.95,8.86,2.49,6.37,228.12,2021-11-10
2021,11,11,2.67,3.31,0.53,12.95,11.58,12.26,101.22,4.83,7.23,3.36,3.88,127.62,7.69,10.99,5.65,5.34,128.94,2021-11-11
2021,11,12,2.76,3.39,0.55,13.71,9.67,11.69,100.55,4.83,7.49,1.83,5.66,216.88,7.09,11.2,3.22,7.98,217.69,2021-11-12
2021,11,13,2.37,3.42,0.48,6.86,3.05,4.95,100.37,5.27,9.3,2.98,6.31,251.69,8.09,11.6,5.38,6.22,252.12,2021-11-13
2021,11,14,2.12,3.37,0.44,4.3,0.3,2.3,100.53,3.88,5.81,3.23,2.59,231.38,6.42,7.48,4.0,3.48,231.88,2021-11-14
2021,11,15,3.05,3.47,0.63,4.56,0.09,2.33,100.65,5.8,9.22,3.32,5.9,276.31,8.94,11.47,6.38,5.09,276.94,2021-11-15
2021,11,16,2.6,3.34,0.54,5.38,1.09,3.23,101.4,3.03,3.92,0.88,3.05,237.06,4.76,7.3,1.15,6.16,237.31,2021-11-16
2021,11,17,2.91,3.12,0.61,9.38,8.12,8.76,101.39,3.16,4.23,2.09,2.14,163.31,5.44,8.39,2.41,5.98,164.12,2021-11-17
2021,11,18,3.18,3.18,0.67,12.7,9.11,10.9,100.9,5.75,8.2,3.87,4.34,236.75,9.04,11.51,6.77,4.73,237.38,2021-11-18
2021,11,19,3.49,3.46,0.75,4.33,-1.95,1.19,102.01,5.8,8.16,2.92,5.23,315.19,8.65,10.2,5.55,4.65,316.0,2021-11-19
2021,11,20,2.27,3.33,0.49,3.05,-0.64,1.2,102.41,3.12,3.88,2.29,1.59,187.94,5.03,7.06,2.76,4.3,188.62,2021-11-20
2021,11,21,1.85,3.03,0.41,6.19,3.07,4.63,101.43,3.42,4.85,2.23,2.62,195.81,5.73,7.82,2.74,5.08,196.44,2021-11-21
2021,11,22,1.68,3.13,0.37,6.05,1.71,3.87,100.55,4.88,7.84,2.58,5.25,297.5,7.27,10.09,4.87,5.23,297.88,2021-11-22
2021,11,23,3.26,3.33,0.72,0.86,-4.91,-2.02,101.24,5.32,7.48,3.69,3.8,315.38,8.13,9.16,6.77,2.39,316.25,2021-11-23
2021,11,24,3.12,3.19,0.7,1.78,-3.87,-1.05,101.94,2.91,3.7,1.62,2.08,259.62,4.84,7.04,1.85,5.18,259.94,2021-11-24
2021,11,25,2.68,3.04,0.6,5.2,1.42,3.31,100.92,2.84,3.61,1.88,1.73,226.31,4.94,7.49,2.09,5.41,227.06,2021-11-25
2021,11,26,2.85,3.17,0.65,4.3,-1.38,1.47,100.23,7.87,12.08,3.08,8.99,290.19,10.98,15.21,6.2,9.01,291.25,2021-11-26
2021,11,27,3.07,3.13,0.7,1.63,-4.38,-1.38,100.73,5.09,7.42,1.51,5.91,271.88,7.2,10.15,2.12,8.02,272.62,2021-11-27
2021,11,28,2.7,2.99,0.62,5.26,1.23,3.25,100.23,3.21,5.81,2.02,3.79,257.31,5.12,8.87,3.05,5.81,257.31,2021-11-28
2021,11,29,2.5,3.11,0.58,2.85,-2.16,0.34,100.73,5.19,8.09,2.84,5.25,308.0,7.9,10.07,5.16,4.91,308.06,2021-11-29
2021,11,30,2.67,2.96,0.62,3.55,-0.92,1.32,100.78,3.65,6.09,2.45,3.64,239.06,5.78,7.57,4.49,3.09,239.69,2021-11-30
2021,12,1,2.59,2.93,0.61,5.91,2.17,4.04,101.16,3.11,4.7,0.48,4.22,231.0,5.39,8.12,0.7,7.42,231.69,2021-12-01
2021,12,2,2.03,2.8,0.48,10.33,7.05,8.69,100.11,5.03,6.84,3.43,3.41,227.25,8.69,11.37,5.83,5.55,228.19,2021-12-02
2021,12,3,2.27,2.89,0.54,7.86,1.83,4.84,100.81,3.69,6.01,0.7,5.3,268.19,5.76,10.73,0.94,9.8,268.44,2021-12-03
2021,12,4,2.64,2.79,0.63,6.89,2.7,4.8,101.13,2.58,3.73,1.07,2.66,207.38,4.12,7.23,1.44,5.8,207.12,2021-12-04
2021,12,5,1.92,2.8,0.46,4.95,0.46,2.7,101.64,3.31,4.02,2.42,1.6,140.88,5.55,7.91,2.68,5.23,141.5,2021-12-05
2021,12,6,2.06,2.61,0.5,9.26,5.7,7.48,100.36,6.97,12.15,2.62,9.52,223.5,10.2,16.0,4.42,11.58,224.12,2021-12-06
2021,12,7,2.39,3.0,0.58,1.66,-5.09,-1.71,101.4,3.29,7.34,1.86,5.48,257.69,4.92,10.59,2.7,7.89,257.81,2021-12-07
2021,12,8,1.33,2.66,0.33,2.05,-1.42,0.32,100.82,3.07,6.2,1.84,4.35,196.94,4.92,9.51,2.2,7.31,198.06,2021-12-08
2021,12,9,1.64,2.85,0.4,0.66,-3.35,-1.34,101.43,3.02,4.81,0.32,4.49,234.31,5.18,8.09,0.41,7.68,235.5,2021-12-09
2021,12,10,1.49,2.56,0.37,4.73,2.06,3.4,101.1,3.09,4.91,1.69,3.22,179.25,5.35,8.67,2.5,6.17,180.88,2021-12-10
2021,12,11,0.56,2.43,0.14,11.59,9.93,10.76,100.08,6.74,10.82,2.85,7.97,203.06,9.86,14.4,5.7,8.71,204.25,2021-12-11
2021,12,12,3.03,2.99,0.75,4.83,-2.72,1.05,101.47,5.27,8.51,2.92,5.58,285.81,7.59,11.88,5.16,6.72,286.69,2021-12-12
2021,12,13,2.89,2.91,0.72,3.55,-2.06,0.74,101.83,3.11,3.88,2.2,1.66,249.12,4.96,7.2,2.71,4.48,249.56,2021-12-13
2021,12,14,2.86,2.83,0.71,4.9,0.42,2.66,102.38,3.54,4.32,2.1,2.23,186.44,5.94,7.44,3.43,4.01,172.0,2021-12-14
2021,12,15,2.49,2.68,0.62,6.23,5.67,5.95,102.33,2.93,3.52,2.23,1.28,128.38,4.85,7.09,2.81,4.27,128.88,2021-12-15
2021,12,16,2.63,2.71,0.66,10.81,7.39,9.1,101.08,5.31,6.53,3.56,2.97,204.94,8.52,10.55,6.95,3.6,205.94,2021-12-16
2021,12,17,1.79,2.59,0.45,11.15,5.55,8.36,101.2,3.27,5.47,1.7,3.77,228.5,5.82,9.19,3.06,6.12,228.75,2021-12-17
2021,12,18,0.76,2.27,0.19,8.74,7.29,8.01,100.75,2.98,4.01,1.89,2.12,133.44,4.98,7.76,3.24,4.52,134.88,2021-12-18
2021,12,19,1.44,2.76,0.36,4.69,-0.09,2.3,101.13,6.31,7.84,3.91,3.93,325.62,8.98,10.21,7.3,2.9,326.0,2021-12-19
2021,12,20,2.91,2.91,0.73,-0.94,-6.17,-3.56,101.78,2.91,3.99,1.16,2.84,116.69,4.82,7.55,1.19,6.36,116.69,2021-12-20
2021,12,21,1.31,2.84,0.33,0.8,-1.61,-0.41,100.9,1.96,3.12,0.13,2.99,159.56,3.16,5.89,0.47,5.43,159.69,2021-12-21
2021,12,22,2.86,2.85,0.71,2.45,-3.06,-0.3,100.09,5.59,9.55,0.97,8.59,311.12,8.25,12.05,1.66,10.39,311.06,2021-12-22
2021,12,23,2.71,2.81,0.68,-0.41,-5.67,-3.04,101.38,3.56,4.89,1.33,3.56,256.56,5.79,8.24,1.8,6.44,256.81,2021-12-23
2021,12,24,2.15,2.67,0.54,5.49,1.15,3.33,100.7,3.68,6.68,1.46,5.21,193.81,6.13,10.12,1.76,8.37,195.0,2021-12-24
2021,12,25,1.7,2.5,0.42,11.91,8.73,10.32,99.47,5.48,7.7,3.49,4.2,234.81,9.12,11.77,7.74,4.02,235.69,2021-12-25
2021,12,26,2.77,2.77,0.69,8.03,3.69,5.86,100.59,4.09,5.08,3.37,1.71,312.56,7.27,9.4,5.84,3.55,312.62,2021-12-26
2021,12,27,0.76,2.43,0.19,3.58,1.36,2.47,100.73,3.01,4.8,1.57,3.23,106.12,4.53,6.84,2.9,3.95,108.62,2021-12-27
2021,12,28,1.46,2.66,0.36,7.49,3.58,5.53,100.26,2.95,4.38,1.09,3.29,241.12,4.92,8.28,1.26,7.02,242.5,2021-12-28
2021,12,29,1.11,2.43,0.27,8.44,7.55,8.0,100.19,2.16,4.21,0.62,3.59,114.19,3.62,7.27,0.67,6.6,114.06,2021-12-29
2021,12,30,1.11,2.46,0.27,8.55,7.97,8.26,100.45,2.2,2.85,1.31,1.54,123.88,3.81,5.91,1.57,4.34,124.62,2021-12-30
2021,12,31,1.74,2.6,0.42,9.5,8.59,9.05,100.47,2.77,4.27,1.85,2.41,184.5,4.62,6.68,3.27,3.41,185.69,2021-12-31
2022,1,1,0.72,2.34,0.18,12.42,12.19,12.3,99.79,3.27,5.68,1.27,4.41,185.5,5.75,9.62,2.12,7.52,187.69,2022-01-01
2022,1,2,0.96,2.53,0.23,11.69,9.38,10.54,99.8,4.26,7.92,1.41,6.52,294.94,6.56,10.95,2.84,8.11,295.0,2022-01-02
2022,1,3,0.65,2.82,0.16,-0.9,-4.17,-2.53,101.03,7.8,11.26,4.52,6.73,176.88,10.31,14.09,7.24,6.85,177.75,2022-01-03
2022,1,4,3.01,3.03,0.73,-3.24,-5.92,-4.58,102.02,2.95,4.41,0.59,3.84,212.12,4.77,7.86,0.66,7.2,212.38,2022-01-04
2022,1,5,1.04,2.93,0.25,0.62,-0.24,0.19,100.53,4.66,5.47,3.71,1.76,200.69,7.26,8.52,5.66,2.88,201.5,2022-01-05
2022,1,6,2.15,2.97,0.52,1.51,-2.7,-0.6,100.48,4.24,6.18,2.51,3.66,218.19,6.8,9.87,2.98,6.88,218.06,2022-01-06
2022,1,7,2.96,3.09,0.7,-2.69,-7.2,-4.94,101.01,7.8,10.43,5.38,5.05,282.06,10.42,12.94,7.3,5.62,283.38,2022-01-07
2022,1,8,3.02,3.08,0.71,-3.99,-8.24,-6.12,102.61,3.91,5.53,0.33,5.2,219.69,5.72,8.1,0.3,7.79,221.25,2022-01-08
2022,1,9,0.5,2.81,0.12,1.8,-0.1,0.85,101.48,6.02,7.37,5.27,2.09,216.75,8.97,10.99,7.49,3.5,217.94,2022-01-09
2022,1,10,3.08,3.2,0.72,-1.48,-7.66,-4.57,101.54,7.02,8.67,5.04,3.63,308.56,9.8,12.12,8.2,3.92,308.75,2022-01-10
2022,1,11,3.17,3.24,0.73,-4.42,-11.23,-7.83,102.42,4.59,8.05,0.35,7.69,279.12,6.07,10.68,0.59,10.09,279.69,2022-01-11
2022,1,12,2.81,3.06,0.65,-0.35,-4.38,-2.36,101.4,4.87,6.91,2.77,4.15,205.44,7.53,9.12,4.69,4.43,206.38,2022-01-12
2022,1,13,1.76,2.93,0.4,1.56,-0.51,0.52,100.55,2.2,3.74,0.94,2.8,137.69,3.52,7.09,1.25,5.84,137.69,2022-01-13
2022,1,14,1.73,2.93,0.39,1.79,-1.2,0.3,100.33,6.87,9.5,3.97,5.53,302.0,10.03,11.9,7.8,4.1,302.69,2022-01-14
2022,1,15,2.17,3.3,0.48,-5.52,-11.94,-8.74,101.68,5.34,7.54,3.3,4.23,99.81,7.02,9.34,4.45,4.89,100.31,2022-01-15
2022,1,16,0.63,3.04,0.14,-4.64,-7.03,-5.84,100.89,6.22,10.83,3.31,7.52,66.25,8.36,15.97,5.16,10.8,68.25,2022-01-16
2022,1,17,1.6,3.08,0.35,0.94,-2.42,-0.74,98.47,9.98,11.64,7.34,4.29,245.69,13.3,15.02,9.65,5.38,247.31,2022-01-17
2022,1,18,2.5,3.3,0.55,-0.61,-4.88,-2.74,100.86,5.65,9.13,1.88,7.26,275.31,8.07,12.66,2.66,9.99,276.31,2022-01-18
2022,1,19,2.49,3.15,0.54,1.99,-0.77,0.61,101.02,5.12,7.43,3.59,3.84,204.25,8.55,9.88,6.9,2.97,204.94,2022-01-19
2022,1,20,0.92,3.15,0.2,0.03,-2.56,-1.27,101.4,5.47,7.1,2.67,4.43,288.69,7.91,9.33,5.03,4.3,289.12,2022-01-20
2022,1,21,2.64,3.4,0.56,-5.74,-10.95,-8.34,102.36,5.82,7.95,4.06,3.89,12.38,7.38,10.18,5.51,4.66,13.31,2022-01-21
2022,1,22,3.48,3.53,0.73,-5.63,-10.66,-8.14,101.85,3.32,5.25,1.43,3.83,127.19,4.48,6.83,1.55,5.28,127.69,2022-01-22
2022,1,23,2.57,3.36,0.54,-1.99,-5.69,-3.84,100.5,3.2,4.24,2.36,1.88,233.88,5.43,7.91,2.8,5.11,235.12,2022-01-23
2022,1,24,2.64,3.28,0.55,-0.75,-4.24,-2.49,100.32,3.92,5.04,0.57,4.47,208.94,6.43,8.64,0.66,7.98,211.0,2022-01-24
2022,1,25,1.93,3.35,0.4,0.36,-2.88,-1.26,100.73,4.45,6.29,2.65,3.64,299.38,6.86,9.38,4.02,5.36,299.56,2022-01-25
2022,1,26,3.69,3.71,0.75,-4.05,-9.48,-6.77,101.96,4.24,5.65,2.62,3.02,257.38,6.02,7.78,4.18,3.59,242.38,2022-01-26
2022,1,27,3.62,3.67,0.73,-3.46,-8.59,-6.02,101.97,2.91,4.16,2.05,2.11,153.88,4.2,6.56,2.89,3.67,154.62,2022-01-27
2022,1,28,1.68,3.03,0.34,-0.58,-2.7,-1.64,100.95,3.08,6.64,0.41,6.23,110.88,4.39,8.66,0.59,8.06,111.62,2022-01-28
2022,1,29,2.99,3.83,0.59,-5.78,-10.92,-8.35,100.37,9.95,11.41,7.22,4.2,315.0,12.67,13.83,10.23,3.59,301.38,2022-01-29
2022,1,30,2.14,3.73,0.42,-5.49,-9.84,-7.67,101.02,3.23,6.08,1.62,4.45,227.25,4.9,8.93,2.77,6.16,228.19,2022-01-30
2022,1,31,2.89,3.38,0.56,-3.16,-6.06,-4.6,101.69,3.68,5.16,2.97,2.19,79.06,5.64,6.47,4.12,2.36,80.06,2022-01-31
2022,2,1,3.33,3.52,0.64,-1.96,-3.88,-2.92,102.26,3.3,3.75,2.55,1.2,91.5,5.34,6.93,3.2,3.74,92.56,2022-02-01
2022,2,2,3.2,3.59,0.61,1.25,0.29,0.76,101.99,2.97,4.29,1.5,2.79,134.88,4.43,7.62,1.71,5.91,135.94,2022-02-02
2022,2,3,0.93,3.46,0.17,4.54,4.65,4.59,101.3,3.84,6.1,1.82,4.27,178.0,6.73,10.42,3.52,6.91,179.31,2022-02-03
2022,2,4,0.56,3.36,0.1,4.91,3.02,3.97,100.58,6.37,8.03,2.43,5.6,291.88,9.0,12.62,4.06,8.57,292.25,2022-02-04
2022,2,5,4.13,4.16,0.77,-2.63,-8.01,-5.32,101.92,6.75,10.18,3.07,7.12,277.19,9.11,12.45,5.39,7.05,277.44,2022-02-05
2022,2,6,4.14,4.08,0.76,-2.44,-7.56,-5.0,102.45,3.04,3.79,2.35,1.44,106.25,4.42,5.3,3.5,1.81,107.25,2022-02-06
2022,2,7,2.03,3.84,0.37,0.96,-1.3,-0.17,101.46,1.62,2.58,0.31,2.27,121.69,2.38,3.55,0.4,3.15,123.5,2022-02-07
2022,2,8,4.03,4.06,0.72,0.97,-3.06,-1.04,100.92,4.48,6.84,1.62,5.23,274.25,6.91,8.47,2.21,6.25,274.25,2022-02-08
2022,2,9,4.15,4.08,0.73,2.72,-0.27,1.23,100.78,3.78,5.29,1.64,3.66,159.81,6.27,10.34,2.26,8.08,160.88,2022-02-09
2022,2,10,3.86,4.17,0.68,5.35,0.94,3.14,100.45,4.4,7.46,2.13,5.32,267.88,7.15,9.77,3.27,6.52,267.5,2022-02-10
2022,2,11,4.23,4.17,0.73,7.58,1.32,4.45,100.54,4.81,7.69,0.76,6.93,223.19,7.55,12.85,1.02,11.83,223.81,2022-02-11
2022,2,12,2.97,4.02,0.51,7.74,3.58,5.66,100.78,4.81,6.7,3.37,3.34,260.19,7.99,11.09,5.66,5.44,259.94,2022-02-12
2022,2,13,1.14,3.92,0.2,-0.43,-3.05,-1.74,101.13,4.5,5.51,3.1,2.41,223.25,6.24,6.91,5.33,1.59,223.19,2022-02-13
2022,2,14,3.77,4.45,0.63,-3.28,-8.57,-5.92,101.59,4.22,5.95,2.78,3.17,321.31,5.89,7.1,4.13,2.97,320.94,2022-02-14
2022,2,15,4.45,4.48,0.74,-2.04,-7.24,-4.64,102.8,2.41,4.57,1.0,3.57,252.25,3.73,7.45,1.45,5.98,251.88,2022-02-15
2022,2,16,3.67,4.34,0.6,2.8,-0.07,1.37,102.53,5.14,6.77,3.88,2.9,170.94,8.39,10.84,6.15,4.69,172.0,2022-02-16
2022,2,17,2.09,4.09,0.34,11.28,8.81,10.05,100.86,7.52,12.04,4.47,7.56,189.06,11.86,17.45,8.38,9.07,190.44,2022-02-17
2022,2,18,3.96,4.65,0.64,5.57,-0.21,2.68,100.35,9.06,13.45,2.67,10.78,288.75,12.26,16.9,4.29,12.61,289.06,2022-02-18
2022,2,19,4.37,4.79,0.7,-0.57,-7.54,-4.06,101.23,7.58,14.23,2.45,11.78,272.12,10.16,17.62,3.84,13.78,272.19,2022-02-19
2022,2,20,4.9,4.88,0.77,-1.16,-7.95,-4.56,102.15,3.54,5.47,0.35,5.12,225.38,5.52,9.81,0.4,9.41,227.31,2022-02-20
2022,2,21,4.78,4.74,0.75,5.09,0.8,2.94,101.72,3.77,4.37,2.98,1.38,189.94,6.41,9.03,3.53,5.51,191.31,2022-02-21
2022,2,22,1.11,4.1,0.17,12.55,11.17,11.87,101.19,6.84,9.92,3.25,6.67,190.5,10.46,14.51,6.3,8.21,191.81,2022-02-22
2022,2,23,3.27,4.49,0.5,12.96,9.08,11.02,101.03,6.5,8.05,5.2,2.86,273.19,9.45,11.27,6.85,4.42,273.56,2022-02-23
2022,2,24,0.89,4.35,0.13,1.12,-2.49,-0.68,102.03,4.15,5.66,2.91,2.75,68.69,5.23,7.38,3.3,4.08,69.5,2022-02-24
2022,2,25,3.58,4.62,0.54,3.35,-0.02,1.67,101.3,6.51,10.3,3.14,7.16,252.81,8.88,13.69,4.13,9.55,253.56,2022-02-25
2022,2,26,3.95,4.96,0.59,1.23,-4.33,-1.55,102.11,3.48,5.55,1.41,4.14,310.31,4.97,8.08,2.05,6.02,310.38,2022-02-26
2022,2,27,4.57,5.05,0.67,3.84,-2.56,0.65,101.17,4.71,6.73,2.59,4.15,278.88,7.58,11.04,4.69,6.35,279.56,2022-02-27
2022,2,28,4.79,5.02,0.7,2.52,-3.63,-0.56,101.52,4.01,5.92,1.66,4.27,141.12,6.39,8.77,1.77,7.01,169.31,2022-02-28
2022,3,1,2.98,4.85,0.43,4.19,1.23,2.71,101.07,4.28,5.69,3.39,2.3,189.19,6.98,8.81,5.95,2.87,190.0,2022-03-01
2022,3,2,4.6,4.92,0.66,8.05,3.84,5.94,100.75,3.28,4.41,1.46,2.95,281.81,5.3,8.95,2.27,6.69,282.0,2022-03-02
2022,3,3,3.55,5.02,0.5,6.69,-0.63,3.03,101.15,6.35,7.35,4.52,2.84,292.81,8.95,10.09,6.26,3.83,277.56,2022-03-03
2022,3,4,5.31,5.29,0.74,0.49,-6.56,-3.03,102.38,2.71,4.69,0.88,3.8,127.56,4.33,7.76,1.2,6.55,129.38,2022-03-04
2022,3,5,4.73,4.86,0.66,5.98,2.99,4.49,102.0,4.47,5.98,2.56,3.41,150.75,6.7,9.66,4.59,5.06,152.5,2022-03-05
2022,3,6,2.64,4.57,0.36,14.78,12.89,13.83,101.06,6.21,8.76,3.69,5.06,211.44,10.07,12.38,6.47,5.91,212.31,2022-03-06
2022,3,7,2.75,4.78,0.38,17.11,13.13,15.12,100.11,8.54,12.2,3.77,8.44,226.62,12.58,16.48,7.84,8.64,227.5,2022-03-07
2022,3,8,5.1,5.63,0.69,6.65,-0.65,3.01,101.18,5.03,9.19,1.2,7.99,257.06,7.0,12.34,1.83,10.52,256.94,2022-03-08
2022,3,9,1.02,5.18,0.13,3.85,2.64,3.24,100.71,3.55,4.6,2.73,1.87,189.12,5.17,6.4,3.05,3.34,189.88,2022-03-09
2022,3,10,4.14,5.25,0.55,4.3,1.04,2.67,101.21,2.82,4.24,1.91,2.33,183.56,3.95,5.55,2.28,3.27,168.81,2022-03-10
2022,3,11,5.53,5.5,0.73,7.06,4.53,5.8,100.69,4.07,5.7,2.34,3.36,171.56,5.79,9.09,2.85,6.23,173.06,2022-03-11
2022,3,12,1.54,5.68,0.2,0.63,-3.2,-1.29,99.61,9.48,13.79,1.39,12.4,287.94,12.23,17.08,2.02,15.06,289.31,2022-03-12
2022,3,13,5.38,5.79,0.7,-1.7,-7.73,-4.71,101.55,5.7,9.26,3.32,5.94,245.44,8.08,12.67,5.37,7.3,246.75,2022-03-13
2022,3,14,5.41,5.6,0.7,5.49,0.69,3.08,102.0,3.8,4.98,2.27,2.71,209.75,6.18,9.1,2.69,6.41,210.81,2022-03-14
