YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2MDEW,T2MWET,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,DATE
2021,6,10,4.4,7.58,0.38,25.42,22.08,23.75,100.69,1.26,1.8,0.51,1.3,198.94,2.45,3.97,0.75,3.21,200.19,2021-06-10
2021,6,11,3.15,7.4,0.27,24.39,21.92,23.15,100.21,1.91,2.73,1.14,1.59,89.12,3.26,4.25,1.42,2.83,93.06,2021-06-11
2021,6,12,2.13,7.31,0.19,22.74,19.68,21.21,100.18,2.31,3.13,1.17,1.96,84.69,3.9,4.52,3.03,1.49,70.88,2021-06-12
2021,6,13,7.33,8.19,0.63,23.69,17.68,20.68,100.51,1.37,2.45,0.79,1.66,114.56,2.58,5.34,0.95,4.39,115.75,2021-06-13
2021,6,14,7.75,8.21,0.67,25.3,19.58,22.44,100.26,1.81,2.61,0.93,1.69,228.0,3.45,5.75,1.66,4.09,228.31,2021-06-14
2021,6,15,7.75,8.19,0.67,23.22,15.58,19.4,100.25,2.59,3.52,1.3,2.22,295.94,4.66,5.74,3.4,2.34,295.88,2021-06-15
2021,6,16,8.01,8.41,0.7,22.19,13.33,17.76,100.6,2.06,2.77,1.54,1.23,285.75,3.95,5.59,2.4,3.2,285.06,2021-06-16
2021,6,17,8.67,8.73,0.75,20.93,8.99,14.96,100.93,2.16,2.8,1.04,1.76,282.31,3.81,5.8,1.77,4.04,282.19,2021-06-17
2021,6,18,8.21,8.5,0.71,22.76,12.76,17.76,100.93,2.48,3.15,1.38,1.76,206.12,4.86,6.7,1.79,4.91,207.38,2021-06-18
2021,6,19,6.22,7.65,0.54,26.43,19.55,22.99,100.41,2.5,3.55,1.07,2.48,235.44,4.62,5.9,1.89,4.01,236.31,2021-06-19
2021,6,20,5.98,7.57,0.52,26.95,20.86,23.9,100.31,2.55,3.49,1.8,1.69,210.88,4.55,5.69,3.45,2.23,212.94,2021-06-20
2021,6,21,7.49,7.79,0.65,28.49,21.4,24.94,99.93,2.21,3.59,1.12,2.48,219.44,4.25,7.08,1.62,5.46,221.88,2021-06-21
2021,6,22,2.49,7.67,0.22,22.94,20.04,21.49,100.22,2.1,3.9,1.05,2.85,245.38,3.7,5.73,2.26,3.47,244.81,2021-06-22
2021,6,23,8.02,8.55,0.7,19.73,10.86,15.3,101.49,2.02,2.77,1.4,1.37,48.19,3.66,5.98,2.18,3.8,47.62,2021-06-23
2021,6,24,8.33,8.55,0.72,20.0,11.37,15.69,101.87,2.23,2.96,1.1,1.86,91.81,3.99,5.51,1.73,3.77,92.12,2021-06-24
2021,6,25,6.71,8.09,0.58,21.45,16.33,18.89,101.73,1.6,3.07,0.56,2.51,134.19,3.02,4.74,0.78,3.96,136.88,2021-06-25
2021,6,26,5.79,7.88,0.5,25.48,20.43,22.95,101.52,2.36,3.74,1.41,2.33,173.56,4.34,5.88,2.15,3.73,175.56,2021-06-26
2021,6,27,7.14,8.01,0.62,26.46,20.87,23.66,101.5,2.21,2.81,1.67,1.13,184.0,4.2,6.02,2.94,3.08,185.44,2021-06-27
2021,6,28,8.18,8.26,0.71,27.86,20.61,24.23,101.66,2.05,2.94,1.47,1.47,170.31,3.83,5.45,1.95,3.5,171.62,2021-06-28
2021,6,29,8.05,8.27,0.7,28.56,20.71,24.64,101.63,1.98,2.77,1.44,1.34,207.25,3.84,6.12,2.25,3.88,208.56,2021-06-29
2021,6,30,8.06,8.17,0.7,29.12,19.53,24.33,101.08,2.57,3.22,1.8,1.41,222.75,4.79,6.51,3.27,3.24,224.56,2021-06-30
2021,7,1,5.64,8.01,0.49,28.57,21.32,24.94,100.48,2.41,3.96,0.98,2.98,237.56,4.3,6.17,2.03,4.14,238.75,2021-07-01
2021,7,2,3.62,7.63,0.31,23.35,19.23,21.29,100.17,1.86,2.96,0.79,2.17,263.44,3.36,6.02,1.3,4.71,267.38,2021-07-02
2021,7,3,7.45,8.27,0.65,21.68,14.81,18.25,100.31,2.43,3.25,1.49,1.76,309.0,4.53,5.73,3.24,2.49,310.25,2021-07-03
2021,7,4,7.7,8.01,0.67,23.67,15.98,19.83,100.61,1.75,2.23,1.2,1.02,256.0,3.29,5.36,2.08,3.27,258.81,2021-07-04
2021,7,5,7.04,7.83,0.62,25.43,18.63,22.03,100.98,1.62,2.28,0.64,1.63,188.0,3.16,6.15,0.9,5.24,190.81,2021-07-05
2021,7,6,7.53,7.56,0.66,27.44,19.57,23.51,101.04,1.95,2.52,1.41,1.12,213.0,3.91,6.37,1.97,4.4,215.06,2021-07-06
2021,7,7,7.37,7.7,0.65,28.4,19.87,24.13,100.84,2.25,2.8,1.71,1.09,211.38,4.33,6.41,2.38,4.03,213.19,2021-07-07
2021,7,8,2.11,7.82,0.19,24.09,22.16,23.13,100.54,3.56,6.66,1.74,4.92,178.44,5.85,9.9,3.34,6.55,181.94,2021-07-08
2021,7,9,6.81,7.77,0.59,25.69,21.47,23.58,100.54,2.15,3.7,1.48,2.2,234.81,3.81,6.68,2.34,4.34,237.12,2021-07-09
2021,7,10,7.02,7.72,0.62,25.76,18.62,22.19,100.86,1.66,2.73,1.01,1.72,233.5,3.3,5.37,1.61,3.76,235.19,2021-07-10
2021,7,11,5.95,7.7,0.52,27.13,22.08,24.61,100.92,2.45,3.33,1.7,1.62,164.0,4.49,5.66,2.73,2.94,165.88,2021-07-11
2021,7,12,7.55,7.86,0.66,28.01,22.47,25.24,101.23,2.86,3.87,2.01,1.86,208.25,5.3,6.1,4.08,2.02,210.25,2021-07-12
2021,7,13,6.97,7.9,0.62,27.37,21.87,24.62,101.49,2.64,3.86,1.86,2.0,211.81,4.91,6.15,3.84,2.31,213.25,2021-07-13
2021,7,14,7.3,7.78,0.65,27.98,20.96,24.48,101.43,2.02,2.56,1.34,1.22,230.44,3.79,4.6,2.78,1.82,232.19,2021-07-14
2021,7,15,7.05,7.55,0.62,28.12,21.3,24.71,101.16,1.38,1.91,0.74,1.17,233.12,2.89,5.29,1.12,4.16,234.75,2021-07-15
2021,7,16,7.49,7.61,0.66,29.0,20.55,24.77,101.01,1.59,2.03,1.01,1.02,231.56,3.31,5.66,1.54,4.12,233.5,2021-07-16
2021,7,17,6.87,7.67,0.61,28.15,22.61,25.37,101.0,2.44,3.91,1.49,2.42,210.5,4.56,6.34,2.49,3.86,212.38,2021-07-17
2021,7,18,5.82,7.54,0.52,27.06,20.87,23.97,101.0,1.85,2.45,1.0,1.45,267.25,3.42,4.26,1.98,2.28,269.56,2021-07-18
2021,7,19,4.27,7.31,0.38,23.55,17.6,20.58,101.01,1.28,1.66,0.44,1.21,193.38,2.46,4.27,0.86,3.41,178.69,2021-07-19
2021,7,20,5.08,7.03,0.45,25.08,16.7,20.89,100.72,1.49,2.35,0.45,1.9,228.38,3.09,5.27,0.43,4.84,226.25,2021-07-20
2021,7,21,6.16,6.73,0.55,27.04,18.86,22.94,100.59,1.72,2.11,1.05,1.06,257.06,3.3,5.27,1.68,3.59,259.38,2021-07-21
2021,7,22,6.71,7.23,0.6,24.68,15.33,20.01,101.2,1.8,2.59,0.62,1.97,211.06,3.15,5.48,1.01,4.46,180.88,2021-07-22
2021,7,23,6.5,7.39,0.59,25.03,15.4,20.22,101.28,1.09,2.03,0.52,1.51,229.19,2.01,4.66,0.88,3.78,228.38,2021-07-23
2021,7,24,5.2,7.25,0.47,24.9,18.26,21.58,101.08,1.86,2.98,0.75,2.23,182.0,3.59,6.62,1.16,5.46,184.62,2021-07-24
2021,7,25,5.49,7.06,0.5,26.08,20.9,23.49,100.71,2.8,3.66,2.04,1.62,203.38,5.15,6.48,4.12,2.35,205.56,2021-07-25
2021,7,26,4.69,7.0,0.43,25.56,22.15,23.86,100.65,1.62,2.34,1.05,1.29,229.94,3.15,4.5,2.25,2.26,231.19,2021-07-26
2021,7,27,6.86,7.25,0.62,27.94,21.84,24.89,100.72,1.15,1.81,0.1,1.7,262.31,2.3,4.58,0.2,4.38,267.0,2021-07-27
2021,7,28,6.98,7.23,0.64,28.2,20.53,24.37,100.73,1.22,2.01,0.45,1.56,160.19,2.49,5.38,0.52,4.87,156.06,2021-07-28
2021,7,29,6.05,6.66,0.55,27.63,20.52,24.08,100.59,1.87,2.69,1.02,1.66,220.38,3.61,6.56,1.73,4.84,222.06,2021-07-29
2021,7,30,6.11,7.02,0.56,28.42,20.31,24.37,100.35,1.97,2.7,1.29,1.41,241.31,3.8,5.98,2.43,3.54,240.88,2021-07-30
2021,7,31,5.42,7.07,0.5,25.13,17.51,21.32,100.68,1.52,2.49,0.48,2.02,119.19,3.04,5.45,0.63,4.81,133.94,2021-07-31
2021,8,1,3.53,6.61,0.33,24.6,20.98,22.79,100.4,1.45,2.18,0.9,1.28,167.38,2.65,4.1,1.5,2.6,167.06,2021-08-01
2021,8,2,7.0,7.27,0.65,23.57,16.45,20.01,100.86,1.69,2.95,0.28,2.66,189.5,3.13,4.68,0.44,4.24,187.38,2021-08-02
2021,8,3,2.97,6.74,0.27,21.98,17.43,19.7,101.07,1.85,2.45,1.34,1.11,79.31,3.6,4.7,2.5,2.2,79.56,2021-08-03
2021,8,4,5.27,6.77,0.49,21.91,17.3,19.61,101.01,2.74,4.7,1.2,3.49,40.12,4.78,6.99,3.02,3.97,40.69,2021-08-04
2021,8,5,7.32,7.43,0.69,23.63,15.79,19.71,101.22,1.41,2.26,0.36,1.9,204.12,3.05,5.77,0.38,5.39,213.88,2021-08-05
2021,8,6,7.28,7.59,0.69,24.49,16.82,20.65,101.36,1.71,2.88,0.38,2.5,168.56,3.22,5.1,0.6,4.5,167.25,2021-08-06
2021,8,7,1.27,6.97,0.12,22.05,20.67,21.36,100.96,1.6,3.03,0.33,2.7,194.06,2.87,5.31,0.62,4.7,197.94,2021-08-07
2021,8,8,6.6,7.22,0.62,23.37,16.33,19.85,101.08,1.48,2.21,0.2,2.02,255.81,2.83,4.84,0.23,4.62,268.19,2021-08-08
2021,8,9,6.89,7.02,0.66,25.37,19.71,22.54,101.27,2.17,2.97,0.97,2.0,193.88,4.0,5.97,1.24,4.73,195.69,2021-08-09
2021,8,10,6.55,6.9,0.62,27.32,22.36,24.84,101.23,2.27,2.91,1.74,1.17,194.31,4.25,5.43,3.09,2.34,196.38,2021-08-10
2021,8,11,6.86,6.97,0.66,28.11,22.78,25.44,101.05,1.86,2.71,1.33,1.38,223.88,3.61,4.47,2.01,2.46,225.69,2021-08-11
2021,8,12,6.81,6.92,0.66,28.84,22.93,25.88,101.0,1.75,2.34,1.24,1.09,225.94,3.62,5.92,1.81,4.1,228.06,2021-08-12
2021,8,13,6.75,6.94,0.65,29.12,22.8,25.96,101.04,1.48,2.27,0.41,1.86,211.62,2.99,4.55,0.7,3.86,215.12,2021-08-13
2021,8,14,6.07,6.85,0.59,27.68,23.21,25.44,101.12,1.27,1.66,0.73,0.93,222.94,2.57,4.2,1.31,2.89,225.75,2021-08-14
2021,8,15,3.95,6.69,0.38,26.19,23.0,24.59,101.26,1.02,1.7,0.3,1.41,106.0,2.05,4.55,0.23,4.34,112.31,2021-08-15
2021,8,16,4.15,6.9,0.41,25.31,23.3,24.3,101.22,1.81,2.3,1.35,0.96,128.19,3.65,4.3,2.8,1.49,129.81,2021-08-16
2021,8,17,4.64,6.93,0.45,25.99,23.08,24.54,101.26,1.72,2.43,1.34,1.09,154.56,3.56,4.51,2.18,2.33,155.56,2021-08-17
2021,8,18,4.88,6.8,0.48,26.7,24.47,25.58,101.12,3.29,4.98,1.94,3.05,171.56,5.98,7.72,4.55,3.16,174.31,2021-08-18
2021,8,19,6.5,6.93,0.65,28.26,22.61,25.43,100.87,1.27,2.18,0.6,1.58,263.12,2.32,4.95,0.85,4.1,265.5,2021-08-19
2021,8,20,4.22,6.52,0.42,25.39,22.55,23.97,100.53,1.61,2.4,0.88,1.52,235.12,3.11,4.13,1.52,2.61,235.25,2021-08-20
2021,8,21,5.97,6.73,0.6,25.31,21.46,23.38,100.44,1.56,1.9,0.84,1.06,82.06,2.91,4.22,1.42,2.8,83.5,2021-08-21
2021,8,22,5.76,6.81,0.58,25.69,21.27,23.48,100.46,1.19,1.75,0.8,0.95,239.44,2.41,4.24,1.16,3.08,243.0,2021-08-22
2021,8,23,6.39,6.68,0.65,26.52,20.69,23.61,100.51,1.55,2.24,0.77,1.47,258.69,3.14,6.21,1.12,5.09,260.81,2021-08-23
2021,8,24,6.58,6.57,0.67,28.4,19.9,24.15,100.82,1.41,2.01,0.13,1.88,282.56,2.6,5.2,0.16,5.03,282.81,2021-08-24
2021,8,25,6.38,6.5,0.65,28.51,19.28,23.89,101.14,1.16,2.04,0.3,1.74,184.0,2.16,5.17,0.37,4.8,184.5,2021-08-25
2021,8,26,6.33,6.51,0.65,27.91,21.69,24.8,101.2,1.46,1.97,0.65,1.33,209.12,2.88,5.19,0.77,4.41,210.62,2021-08-26
2021,8,27,6.38,6.48,0.66,27.56,22.44,25.0,101.15,2.1,2.69,1.56,1.12,223.5,4.23,5.7,2.49,3.21,224.88,2021-08-27
2021,8,28,6.36,6.52,0.66,27.82,22.33,25.07,101.3,1.45,1.99,1.12,0.88,186.88,2.98,5.45,1.53,3.92,186.06,2021-08-28
2021,8,29,4.03,6.29,0.42,26.72,22.59,24.65,101.25,1.36,1.77,0.75,1.02,147.94,2.49,3.69,1.2,2.48,160.75,2021-08-29
2021,8,30,6.18,6.45,0.65,27.22,22.47,24.84,100.59,1.33,2.07,0.84,1.23,243.62,2.48,4.09,1.17,2.92,244.75,2021-08-30
2021,8,31,4.19,6.24,0.45,26.41,21.31,23.86,100.24,1.28,2.06,0.46,1.61,226.5,2.77,5.59,0.65,4.95,226.56,2021-08-31
2021,9,1,3.63,6.25,0.38,24.95,22.68,23.82,99.66,3.61,5.8,1.85,3.95,196.56,6.23,9.21,4.3,4.91,198.81,2021-09-01
2021,9,2,6.91,6.91,0.73,20.55,13.41,16.98,100.55,3.1,4.26,2.02,2.23,190.44,5.66,7.27,4.23,3.04,176.69,2021-09-02
2021,9,3,6.75,6.81,0.73,19.61,13.38,16.5,101.04,1.86,2.33,1.35,0.98,211.88,3.48,5.3,1.85,3.45,182.38,2021-09-03
2021,9,4,6.12,6.59,0.66,21.26,14.03,17.65,100.94,1.25,2.31,0.34,1.98,218.38,2.38,6.2,0.43,5.78,220.94,2021-09-04
2021,9,5,5.64,6.26,0.61,22.92,17.3,20.11,100.44,2.35,3.26,1.65,1.62,213.12,4.53,5.09,3.88,1.23,214.75,2021-09-05
2021,9,6,5.18,6.32,0.56,23.83,15.9,19.87,100.52,1.76,2.68,0.49,2.19,283.31,3.2,4.57,0.64,3.93,283.69,2021-09-06
2021,9,7,6.16,6.39,0.68,23.14,15.06,19.1,100.77,1.74,2.34,0.61,1.72,220.88,3.52,6.19,0.88,5.31,222.44,2021-09-07
2021,9,8,4.4,6.0,0.48,23.89,21.03,22.46,100.36,2.55,3.5,2.02,1.49,187.19,4.82,5.52,2.93,2.59,189.25,2021-09-08
2021,9,9,1.85,5.77,0.2,21.93,19.2,20.56,100.17,1.92,3.47,0.8,2.67,307.69,3.67,5.48,1.65,3.83,308.12,2021-09-09
2021,9,10,6.24,6.44,0.7,20.52,13.02,16.77,100.92,2.17,3.97,0.21,3.77,273.5,3.74,6.11,0.27,5.84,274.38,2021-09-10
2021,9,11,5.63,5.92,0.63,20.99,13.74,17.37,101.49,1.95,2.61,0.84,1.77,227.0,3.57,6.4,1.12,5.28,228.06,2021-09-11
2021,9,12,5.6,5.61,0.63,22.83,16.09,19.46,101.44,2.52,3.16,2.06,1.09,217.06,4.85,6.06,3.5,2.56,218.88,2021-09-12
2021,9,13,5.3,5.27,0.61,25.86,17.71,21.79,101.17,1.64,2.28,0.38,1.91,242.56,3.05,5.21,0.66,4.55,245.0,2021-09-13
2021,9,14,5.02,5.27,0.58,25.76,18.35,22.05,100.91,1.69,2.38,0.19,2.2,218.25,3.47,6.42,0.21,6.21,219.0,2021-09-14
2021,9,15,5.35,5.65,0.62,25.45,18.93,22.19,100.82,2.38,3.27,1.7,1.58,200.12,4.66,5.62,2.6,3.02,201.19,2021-09-15
2021,9,16,3.2,5.53,0.38,24.26,21.05,22.66,101.11,1.58,2.27,0.73,1.53,105.88,3.12,4.61,1.38,3.23,107.44,2021-09-16
2021,9,17,2.82,5.59,0.34,24.56,20.93,22.75,101.2,2.26,3.57,1.3,2.27,69.0,4.27,5.26,3.24,2.02,55.25,2021-09-17
2021,9,18,4.89,5.63,0.58,25.55,19.18,22.36,101.12,1.12,1.97,0.22,1.74,68.38,2.16,3.94,0.27,3.66,66.19,2021-09-18
2021,9,19,5.57,5.77,0.66,25.04,18.6,21.82,101.24,1.91,2.29,1.58,0.72,119.38,3.73,5.43,2.69,2.74,119.5,2021-09-19
2021,9,20,5.13,5.94,0.62,22.74,16.26,19.5,101.64,2.32,3.23,1.51,1.73,88.88,4.2,5.48,3.28,2.2,89.38,2021-09-20
2021,9,21,3.85,5.69,0.47,23.17,19.19,21.18,101.48,2.62,4.23,1.55,2.67,95.81,4.82,6.34,2.88,3.46,98.44,2021-09-21
2021,9,22,2.44,5.39,0.3,23.59,21.94,22.76,100.64,3.98,5.7,2.09,3.6,147.94,7.12,9.08,4.41,4.66,150.25,2021-09-22
2021,9,23,5.18,5.56,0.64,20.45,15.31,17.88,100.44,2.67,4.39,1.66,2.73,261.12,4.92,7.98,3.3,4.68,261.62,2021-09-23
2021,9,24,6.12,6.07,0.76,17.83,10.07,13.95,101.09,1.66,2.53,0.99,1.55,217.19,2.93,4.66,1.35,3.32,217.5,2021-09-24
2021,9,25,5.56,5.86,0.7,18.11,9.73,13.91,100.93,1.42,2.23,0.38,1.85,284.5,2.39,5.74,0.48,5.26,285.31,2021-09-25
2021,9,26,5.88,5.83,0.74,17.83,10.47,14.15,101.0,2.29,2.96,1.53,1.43,288.5,4.37,6.28,2.49,3.79,289.88,2021-09-26
2021,9,27,5.66,5.64,0.72,19.02,12.34,15.68,100.99,2.28,3.27,1.05,2.22,233.56,4.64,6.57,1.28,5.28,234.5,2021-09-27
2021,9,28,4.27,5.32,0.55,21.67,16.02,18.85,100.59,2.14,2.62,1.45,1.18,251.31,4.27,6.03,2.07,3.96,252.75,2021-09-28
2021,9,29,5.14,5.42,0.66,19.58,12.93,16.25,100.89,2.3,3.38,1.45,1.93,128.62,4.36,5.9,2.77,3.13,128.19,2021-09-29
2021,9,30,5.5,5.55,0.72,18.01,11.05,14.53,101.27,1.69,2.38,0.65,1.73,216.12,3.01,5.66,0.88,4.78,216.0,2021-09-30
2021,10,1,5.51,5.5,0.73,17.76,11.19,14.48,101.65,1.38,2.22,0.47,1.75,154.88,2.55,4.56,0.66,3.9,152.81,2021-10-01
2021,10,2,5.17,5.29,0.68,19.34,14.8,17.07,101.39,2.05,2.67,1.68,0.99,211.31,4.14,6.05,2.46,3.59,212.25,2021-10-02
2021,10,3,4.46,4.98,0.59,21.87,17.05,19.45,100.86,2.16,3.27,1.77,1.51,221.12,4.27,5.27,2.55,2.73,222.25,2021-10-03
2021,10,4,4.05,4.88,0.55,22.87,18.56,20.71,100.74,2.33,3.28,1.62,1.66,211.06,4.53,5.41,3.14,2.27,212.56,2021-10-04
2021,10,5,3.9,4.9,0.53,23.67,18.87,21.27,101.27,1.28,2.02,0.34,1.68,154.31,2.7,5.25,0.5,4.75,156.12,2021-10-05
2021,10,6,1.89,4.79,0.26,21.62,20.23,20.93,101.77,2.01,2.84,1.47,1.37,74.06,3.91,4.27,3.02,1.27,75.38,2021-10-06
2021,10,7,2.16,4.87,0.3,19.99,17.37,18.69,101.64,1.8,2.12,1.29,0.82,64.94,3.59,4.66,2.71,1.95,66.31,2021-10-07
2021,10,8,2.85,4.85,0.4,20.9,17.43,19.16,101.21,1.71,2.29,1.38,0.91,76.44,3.33,4.9,1.73,3.16,77.38,2021-10-08
2021,10,9,1.5,4.68,0.21,18.84,17.55,18.19,101.06,2.73,3.76,1.43,2.33,38.38,4.91,5.9,3.51,2.39,40.75,2021-10-09
2021,10,10,2.68,4.72,0.38,20.88,17.31,19.1,100.82,3.03,4.12,2.26,1.86,73.88,5.41,6.27,4.39,1.88,31.12,2021-10-10
2021,10,11,1.83,4.76,0.27,19.62,16.04,17.83,100.88,2.45,3.69,1.64,2.05,157.44,4.54,5.73,3.73,2.0,144.0,2021-10-11
2021,10,12,2.47,4.7,0.36,19.97,17.17,18.57,101.0,1.66,2.48,1.01,1.47,194.19,2.9,3.98,1.47,2.51,149.94,2021-10-12
2021,10,13,2.92,4.71,0.42,21.1,17.08,19.09,100.93,1.03,1.91,0.33,1.58,185.12,1.84,4.04,0.43,3.61,184.75,2021-10-13
2021,10,14,4.37,4.62,0.64,21.13,14.88,18.01,100.76,1.61,2.45,0.18,2.27,229.31,2.77,4.17,0.23,3.95,229.12,2021-10-14
2021,10,15,3.44,4.52,0.51,22.1,15.78,18.94,100.61,1.52,2.17,0.42,1.75,223.31,2.88,5.7,0.48,5.22,225.88,2021-10-15
2021,10,16,3.2,4.4,0.48,19.87,15.65,17.76,100.19,3.2,5.27,2.02,3.26,240.31,5.81,8.17,4.36,3.82,241.88,2021-10-16
2021,10,17,4.39,4.79,0.66,13.74,5.25,9.5,100.82,2.92,4.27,2.07,2.19,299.06,5.47,6.54,3.66,2.88,300.75,2021-10-17
2021,10,18,4.33,4.71,0.66,13.77,4.98,9.37,100.99,2.93,4.27,2.21,2.05,290.88,5.64,6.69,4.09,2.6,293.0,2021-10-18
2021,10,19,4.45,4.66,0.69,14.25,5.89,10.07,101.34,2.23,2.84,1.41,1.43,273.5,4.54,6.69,1.66,5.03,274.94,2021-10-19
2021,10,20,4.73,4.68,0.73,16.24,8.16,12.2,101.35,1.96,2.64,1.26,1.38,259.19,3.97,6.45,1.71,4.73,260.31,2021-10-20
2021,10,21,4.59,4.54,0.72,17.4,9.85,13.62,100.92,2.71,4.02,1.48,2.54,220.44,5.27,7.73,1.77,5.95,221.81,2021-10-21
2021,10,22,2.21,4.15,0.35,18.18,13.26,15.73,100.62,1.42,2.89,0.09,2.81,272.44,2.65,6.2,0.09,6.12,271.94,2021-10-22
2021,10,23,3.59,4.2,0.58,15.4,9.62,12.51,100.83,2.02,3.07,1.25,1.82,298.12,3.75,4.79,1.75,3.04,299.25,2021-10-23
2021,10,24,3.86,4.25,0.62,16.69,10.19,13.44,101.22,2.16,2.98,1.4,1.59,145.44,4.48,6.66,2.8,3.86,146.5,2021-10-24
2021,10,25,2.6,4.0,0.42,18.75,16.37,17.56,100.41,2.59,4.67,1.57,3.11,176.44,4.91,7.17,2.93,4.24,177.88,2021-10-25
2021,10,26,3.65,4.2,0.6,15.47,9.11,12.29,99.62,4.11,6.52,2.01,4.51,296.12,7.23,9.95,4.4,5.55,297.75,2021-10-26
2021,10,27,4.25,4.22,0.71,14.66,8.67,11.67,100.15,3.12,4.23,1.97,2.26,329.0,5.93,7.61,4.56,3.05,331.0,2021-10-27
2021,10,28,2.45,4.04,0.41,14.78,11.63,13.2,100.39,2.52,3.52,1.55,1.96,96.06,4.51,6.28,2.65,3.63,97.62,2021-10-28
2021,10,29,2.03,3.89,0.34,17.93,15.98,16.95,99.28,3.41,5.26,1.32,3.94,149.69,6.05,9.12,2.41,6.72,151.31,2021-10-29
2021,10,30,2.72,4.03,0.47,13.32,9.83,11.58,99.4,2.43,3.29,1.65,1.64,205.69,4.58,6.14,3.59,2.55,207.06,2021-10-30
2021,10,31,3.53,4.0,0.61,13.68,10.01,11.85,100.08,2.48,3.66,1.9,1.77,269.56,4.77,6.47,3.34,3.13,270.75,2021-10-31
2021,11,1,3.84,3.98,0.67,11.79,6.54,9.16,101.34,2.09,2.96,1.22,1.74,243.25,3.95,4.99,2.13,2.87,242.75,2021-11-01
2021,11,2,0.87,3.79,0.16,8.51,7.53,8.02,101.6,1.8,2.77,1.23,1.55,195.25,2.8,3.9,1.45,2.45,195.19,2021-11-02
2021,11,3,4.1,4.1,0.73,6.99,1.69,4.34,101.91,1.91,2.78,1.36,1.42,254.56,3.33,4.04,2.48,1.57,255.06,2021-11-03
2021,11,4,1.83,3.87,0.33,5.76,1.57,3.66,101.82,1.93,2.41,1.48,0.93,24.12,3.84,5.45,2.17,3.28,24.75,2021-11-04
2021,11,5,3.86,3.98,0.7,5.24,-0.44,2.4,101.99,2.59,3.89,1.94,1.95,136.12,4.96,5.93,2.82,3.1,122.12,2021-11-05
2021,11,6,2.16,3.78,0.4,6.92,3.48,5.2,101.8,2.79,4.11,2.09,2.02,35.31,5.05,6.16,3.84,2.33,22.69,2021-11-06
2021,11,7,2.99,3.92,0.55,7.94,3.18,5.55,101.33,2.91,4.52,2.21,2.3,180.88,5.31,6.84,4.33,2.51,93.25,2021-11-07
2021,11,8,3.67,3.81,0.69,10.45,4.92,7.69,101.42,2.6,3.58,1.76,1.82,337.0,4.38,5.32,2.54,2.77,338.62,2021-11-08
2021,11,9,3.9,3.85,0.73,12.18,6.35,9.26,101.38,2.16,2.85,0.85,2.01,250.69,4.45,6.99,0.98,6.02,251.38,2021-11-09
2021,11,10,3.4,3.6,0.65,14.43,9.19,11.81,101.29,1.91,2.53,0.22,2.31,227.69,3.84,5.78,0.2,5.58,241.69,2021-11-10
2021,11,11,2.89,3.49,0.55,13.13,11.13,12.13,101.29,2.47,3.66,1.71,1.95,142.5,5.09,7.88,2.48,5.41,143.94,2021-11-11
2021,11,12,3.23,3.46,0.62,15.98,10.01,12.99,100.71,2.59,3.81,0.91,2.91,232.25,4.6,7.61,1.21,6.39,232.81,2021-11-12
2021,11,13,3.55,3.67,0.7,8.04,1.47,4.76,100.56,3.02,5.76,1.79,3.97,264.38,5.76,8.84,3.45,5.38,264.69,2021-11-13
2021,11,14,2.81,3.64,0.55,5.21,-0.94,2.14,100.75,2.23,3.64,1.21,2.43,240.88,4.46,6.45,1.48,4.96,241.31,2021-11-14
2021,11,15,3.71,3.68,0.74,5.69,-1.1,2.3,100.96,3.27,4.89,1.92,2.96,281.19,6.2,7.73,4.15,3.59,282.44,2021-11-15
2021,11,16,2.97,3.46,0.6,6.88,0.1,3.49,101.56,1.97,2.52,0.81,1.7,224.25,3.58,5.98,1.3,4.69,224.88,2021-11-16
2021,11,17,3.19,3.28,0.65,10.7,6.53,8.62,101.57,2.22,3.36,0.81,2.55,201.5,4.65,7.32,1.02,6.29,202.44,2021-11-17
2021,11,18,3.41,3.38,0.7,14.72,10.25,12.48,101.22,3.63,5.56,2.37,3.2,226.19,6.77,9.19,4.53,4.66,227.62,2021-11-18
2021,11,19,3.68,3.62,0.76,5.48,-2.25,1.62,102.16,3.09,4.98,1.97,3.01,238.5,5.76,7.62,4.52,3.09,238.75,2021-11-19
2021,11,20,2.85,3.46,0.59,3.07,-1.77,0.65,102.53,1.67,2.09,1.06,1.03,159.44,2.93,4.6,1.52,3.08,160.38,2021-11-20
2021,11,21,1.98,3.2,0.41,6.35,3.14,4.74,101.64,1.8,2.34,0.85,1.49,214.69,3.37,5.97,1.0,4.97,214.69,2021-11-21
2021,11,22,1.02,3.03,0.22,8.06,4.6,6.33,100.66,2.39,4.11,1.16,2.95,306.0,4.8,8.02,1.66,6.36,307.12,2021-11-22
2021,11,23,3.53,3.48,0.75,1.13,-6.49,-2.68,101.43,2.95,4.28,2.17,2.11,327.81,5.48,6.72,3.31,3.41,329.12,2021-11-23
2021,11,24,3.3,3.34,0.71,2.01,-5.77,-1.88,102.13,1.73,2.4,0.73,1.66,263.06,3.55,5.96,1.02,4.94,264.38,2021-11-24
