timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-23T07:25:20,codecarbon,ef8dbbde-276e-401c-911f-3c236be8d54d,9.516954898834229,1.0734165073333001e-05,1.12789912187646e-06,5.0,0.0,6.0,1.3217930661307441e-05,0,1.5861357847849527e-05,2.9079288509156968e-05,United States,USA,virginia,,,macOS-13.5.1-arm64-arm-64bit,3.9.19,2.3.5,8,Apple M1 Pro,,,-77.0757,38.8924,16.0,machine,N,1.0
