timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-23T07:24:03,codecarbon,f4b15830-71e0-49bb-a541-74dfe2664c78,11.268281936645508,1.2709416464316885e-05,1.1278930129521052e-06,5.0,0.0,6.0,1.565026640892029e-05,0,1.878005822499593e-05,3.443032463391622e-05,United States,USA,virginia,,,macOS-13.5.1-arm64-arm-64bit,3.9.19,2.3.5,8,Apple M1 Pro,,,-77.0757,38.8924,16.0,machine,N,1.0
