timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-23T07:19:14,codecarbon,b7334764-7d37-4697-a3e3-a115e96ae518,2.2604479789733887,2.54945112369418e-06,1.1278521547096367e-06,5.0,0.0,6.0,3.139424986309475e-06,0,3.7671415011088056e-06,6.90656648741828e-06,United States,USA,virginia,,,macOS-13.5.1-arm64-arm-64bit,3.9.19,2.3.5,8,Apple M1 Pro,,,-77.0757,38.8924,16.0,machine,N,1.0
